date_time,Canada%2C%20Yukon_maxtempC,Canada%2C%20Yukon_mintempC,Canada%2C%20Yukon_totalSnow_cm,Canada%2C%20Yukon_sunHour,Canada%2C%20Yukon_uvIndex,Canada%2C%20Yukon_moon_illumination,Canada%2C%20Yukon_moonrise,Canada%2C%20Yukon_moonset,Canada%2C%20Yukon_sunrise,Canada%2C%20Yukon_sunset,Canada%2C%20Yukon_DewPointC,Canada%2C%20Yukon_FeelsLikeC,Canada%2C%20Yukon_HeatIndexC,Canada%2C%20Yukon_WindChillC,Canada%2C%20Yukon_WindGustKmph,Canada%2C%20Yukon_cloudcover,Canada%2C%20Yukon_humidity,Canada%2C%20Yukon_precipMM,Canada%2C%20Yukon_pressure,Canada%2C%20Yukon_tempC,Canada%2C%20Yukon_visibility,Canada%2C%20Yukon_winddirDegree,Canada%2C%20Yukon_windspeedKmph,Canada%2C%20Yukon_location
2020-10-29,-12,-16,0.2,5.1,1,85,06:24 PM,06:41 AM,09:33 AM,06:05 PM,-14,-16,-13,-16,5,74,92,0.2,1020,-12,9,55,4,Canada%2C%20Yukon
2020-10-30,-10,-14,2.5,3.2,1,93,06:26 PM,08:03 AM,09:36 AM,06:02 PM,-13,-14,-11,-14,6,99,89,2.9,1013,-10,5,161,4,Canada%2C%20Yukon
2020-10-31,-14,-17,0.1,8.6,1,97,06:28 PM,09:26 AM,09:39 AM,06:00 PM,-18,-19,-16,-19,7,62,84,0.1,1015,-14,10,172,4,Canada%2C%20Yukon
2020-11-01,-17,-19,0.0,3.9,1,89,06:32 PM,10:51 AM,09:42 AM,05:57 PM,-21,-22,-18,-22,7,73,79,0.0,1018,-17,10,198,5,Canada%2C%20Yukon
2020-11-02,-17,-20,1.6,2.0,1,81,06:39 PM,12:18 PM,09:45 AM,05:54 PM,-19,-22,-18,-22,7,86,88,2.3,1010,-17,5,197,5,Canada%2C%20Yukon
2020-11-03,-20,-25,0.1,2.0,1,74,06:52 PM,01:45 PM,09:47 AM,05:51 PM,-22,-22,-21,-22,4,95,92,0.2,1016,-20,7,171,3,Canada%2C%20Yukon
2020-11-04,-22,-27,0.0,5.8,2,66,07:18 PM,03:04 PM,09:50 AM,05:48 PM,-26,-25,-25,-25,4,49,91,0.0,1018,-22,7,109,2,Canada%2C%20Yukon
2020-11-05,-22,-26,0.0,5.8,1,58,08:05 PM,04:05 PM,09:53 AM,05:45 PM,-25,-27,-24,-27,6,28,89,0.0,1029,-22,9,257,3,Canada%2C%20Yukon
2020-11-06,-18,-27,0.3,2.0,1,51,09:19 PM,04:43 PM,09:56 AM,05:43 PM,-21,-22,-20,-22,5,90,91,0.4,1028,-18,8,171,3,Canada%2C%20Yukon
2020-11-07,-17,-19,0.4,2.0,1,43,10:50 PM,05:02 PM,09:59 AM,05:40 PM,-18,-20,-18,-20,7,90,96,0.6,1032,-17,7,133,3,Canada%2C%20Yukon
2020-11-08,-14,-18,4.2,3.8,1,36,No moonrise,05:13 PM,10:02 AM,05:37 PM,-16,-19,-15,-19,11,83,93,4.9,1013,-14,5,67,6,Canada%2C%20Yukon
2020-11-09,-9,-18,12.5,1.8,1,28,12:29 AM,05:19 PM,10:05 AM,05:34 PM,-13,-16,-12,-16,11,98,95,14.7,1007,-9,2,166,7,Canada%2C%20Yukon
2020-11-10,-19,-23,0.0,3.8,1,21,02:11 AM,05:22 PM,10:08 AM,05:32 PM,-22,-24,-21,-24,8,47,92,0.2,1028,-19,7,62,4,Canada%2C%20Yukon
2020-11-11,-17,-25,0.0,5.8,1,13,03:53 AM,05:25 PM,10:10 AM,05:29 PM,-19,-23,-19,-23,9,65,94,0.0,1011,-17,5,63,5,Canada%2C%20Yukon
2020-11-12,-14,-21,0.8,1.8,1,6,05:37 AM,05:28 PM,10:13 AM,05:26 PM,-15,-17,-15,-17,5,97,96,1.1,996,-14,5,58,3,Canada%2C%20Yukon
2020-11-13,-14,-19,0.1,1.8,1,0,07:23 AM,05:31 PM,10:16 AM,05:24 PM,-15,-16,-15,-16,5,100,95,0.2,996,-14,6,85,3,Canada%2C%20Yukon
2020-11-14,-18,-22,0.0,1.8,1,0,09:14 AM,05:35 PM,10:19 AM,05:21 PM,-20,-21,-20,-21,5,100,97,0.1,1008,-18,6,39,3,Canada%2C%20Yukon
2020-11-15,-21,-26,0.0,1.7,1,0,11:07 AM,05:43 PM,10:22 AM,05:19 PM,-23,-24,-23,-24,5,75,95,0.0,1018,-21,3,61,3,Canada%2C%20Yukon
2020-11-16,-24,-30,0.0,1.7,1,2,12:59 PM,05:58 PM,10:25 AM,05:16 PM,-26,-26,-26,-26,4,77,96,0.0,1031,-24,1,72,2,Canada%2C%20Yukon
2020-11-17,-24,-29,0.0,1.7,1,9,02:35 PM,06:30 PM,10:28 AM,05:14 PM,-26,-27,-26,-27,5,86,97,0.0,1028,-24,2,60,3,Canada%2C%20Yukon
2020-11-18,-24,-31,0.0,1.7,1,17,03:38 PM,07:34 PM,10:30 AM,05:11 PM,-26,-27,-26,-27,5,77,98,0.0,1025,-24,0,92,3,Canada%2C%20Yukon
2020-11-19,-27,-30,0.0,5.8,1,24,04:08 PM,09:03 PM,10:33 AM,05:09 PM,-29,-32,-28,-32,7,54,96,0.0,1027,-27,2,68,3,Canada%2C%20Yukon
2020-11-20,-27,-30,0.0,5.8,1,32,04:22 PM,10:38 PM,10:36 AM,05:07 PM,-29,-31,-29,-31,6,36,94,0.0,1029,-27,8,57,3,Canada%2C%20Yukon
2020-11-21,-23,-29,0.0,5.8,1,39,04:29 PM,No moonset,10:39 AM,05:05 PM,-27,-32,-26,-32,12,62,96,0.0,1027,-23,3,65,6,Canada%2C%20Yukon
2020-11-22,-15,-27,1.6,1.7,1,47,04:33 PM,12:11 AM,10:41 AM,05:02 PM,-18,-18,-18,-18,3,99,98,2.1,1015,-15,2,104,2,Canada%2C%20Yukon
2020-11-23,-19,-24,0.2,1.6,1,54,04:35 PM,01:40 AM,10:44 AM,05:00 PM,-20,-24,-20,-24,11,93,97,0.2,1009,-19,3,58,6,Canada%2C%20Yukon
2020-11-24,-14,-22,3.1,1.5,1,62,04:36 PM,03:04 AM,10:47 AM,04:58 PM,-16,-19,-16,-19,6,100,97,3.6,1007,-14,3,204,4,Canada%2C%20Yukon
2020-11-25,-21,-26,0.0,1.5,1,70,04:37 PM,04:26 AM,10:50 AM,04:56 PM,-22,-26,-22,-26,10,93,98,0.0,1014,-21,3,80,5,Canada%2C%20Yukon
2020-11-26,-17,-23,2.6,1.5,1,77,04:38 PM,05:48 AM,10:52 AM,04:54 PM,-18,-23,-18,-23,11,90,96,3.2,1000,-17,4,167,6,Canada%2C%20Yukon
2020-11-27,-19,-23,0.0,3.6,1,85,04:40 PM,07:10 AM,10:55 AM,04:52 PM,-20,-23,-20,-23,8,65,97,0.3,1011,-19,2,104,4,Canada%2C%20Yukon
2020-11-28,-18,-26,0.0,5.8,1,92,04:43 PM,08:34 AM,10:57 AM,04:50 PM,-21,-26,-21,-26,13,53,95,0.0,1003,-18,4,63,7,Canada%2C%20Yukon
2020-11-29,-18,-25,0.1,1.4,1,100,04:49 PM,10:01 AM,11:00 AM,04:49 PM,-19,-22,-19,-22,8,76,97,0.2,996,-18,5,70,4,Canada%2C%20Yukon
2020-11-30,-18,-22,0.0,1.4,1,100,04:59 PM,11:30 AM,11:02 AM,04:47 PM,-20,-22,-20,-22,7,81,97,0.0,1004,-18,1,126,3,Canada%2C%20Yukon
2020-12-01,-10,-21,0.2,1.4,1,89,05:20 PM,12:53 PM,11:05 AM,04:45 PM,-13,-16,-12,-16,11,82,93,0.3,1001,-10,7,71,8,Canada%2C%20Yukon
2020-12-02,-5,-14,0.0,1.3,1,82,05:59 PM,02:03 PM,11:07 AM,04:44 PM,-8,-11,-8,-11,11,75,95,0.1,999,-5,5,69,7,Canada%2C%20Yukon
2020-12-03,-5,-13,0.1,5.3,1,75,07:06 PM,02:48 PM,11:09 AM,04:43 PM,-8,-9,-7,-9,10,43,93,0.2,999,-5,9,125,5,Canada%2C%20Yukon
2020-12-04,-13,-20,0.1,1.3,1,67,08:32 PM,03:12 PM,11:11 AM,04:41 PM,-15,-15,-15,-15,5,77,97,0.1,1016,-13,4,233,3,Canada%2C%20Yukon
2020-12-05,-18,-22,1.3,1.3,1,60,10:09 PM,03:24 PM,11:13 AM,04:40 PM,-18,-21,-19,-21,5,100,98,1.5,1013,-18,3,174,3,Canada%2C%20Yukon
2020-12-06,-16,-24,2.0,1.3,1,53,11:47 PM,03:31 PM,11:15 AM,04:39 PM,-17,-22,-18,-22,6,99,97,2.4,1006,-16,3,131,4,Canada%2C%20Yukon
2020-12-07,-11,-18,3.1,1.3,1,46,No moonrise,03:35 PM,11:17 AM,04:38 PM,-13,-14,-13,-14,4,91,97,3.7,997,-11,4,84,3,Canada%2C%20Yukon
2020-12-08,-9,-16,1.4,1.3,1,38,01:26 AM,03:37 PM,11:19 AM,04:37 PM,-11,-13,-11,-13,7,94,97,1.7,1000,-9,4,75,4,Canada%2C%20Yukon
2020-12-09,-12,-17,0.4,1.3,1,31,03:05 AM,03:39 PM,11:21 AM,04:36 PM,-13,-14,-13,-14,2,95,97,0.6,1014,-12,7,118,1,Canada%2C%20Yukon
2020-12-10,-15,-22,1.5,1.3,1,24,04:45 AM,03:41 PM,11:23 AM,04:35 PM,-15,-18,-15,-18,7,83,96,1.8,1023,-15,4,78,4,Canada%2C%20Yukon
2020-12-11,-14,-27,3.9,1.3,1,17,06:30 AM,03:45 PM,11:24 AM,04:35 PM,-18,-22,-19,-22,9,100,97,4.6,1025,-14,4,178,5,Canada%2C%20Yukon
2020-12-12,-27,-29,0.0,5.1,1,9,08:19 AM,03:50 PM,11:26 AM,04:34 PM,-28,-34,-28,-34,14,61,95,0.0,1034,-27,6,56,7,Canada%2C%20Yukon
2020-12-13,-23,-28,0.6,1.3,1,2,10:11 AM,04:00 PM,11:27 AM,04:34 PM,-25,-30,-25,-30,10,66,93,0.7,1029,-23,9,49,6,Canada%2C%20Yukon
2020-12-14,-20,-25,0.9,1.3,1,0,11:59 AM,04:21 PM,11:29 AM,04:33 PM,-21,-26,-21,-26,8,100,98,1.2,1023,-20,4,36,6,Canada%2C%20Yukon
2020-12-15,-20,-28,0.3,1.3,1,0,01:22 PM,05:08 PM,11:30 AM,04:33 PM,-22,-25,-21,-25,7,98,97,0.4,1018,-20,3,44,4,Canada%2C%20Yukon
2020-12-16,-26,-29,0.0,1.3,1,5,02:08 PM,06:28 PM,11:31 AM,04:33 PM,-28,-34,-27,-34,10,100,90,0.0,1017,-26,10,28,7,Canada%2C%20Yukon
2020-12-17,-34,-38,0.0,5.0,2,12,02:29 PM,08:05 PM,11:32 AM,04:33 PM,-36,-41,-34,-41,12,18,87,0.0,1024,-34,10,49,6,Canada%2C%20Yukon
2020-12-18,-24,-34,2.4,1.3,1,20,02:39 PM,09:43 PM,11:33 AM,04:33 PM,-27,-31,-27,-31,8,92,96,2.8,1007,-24,4,80,5,Canada%2C%20Yukon
2020-12-19,-24,-32,1.4,1.3,1,27,02:44 PM,11:16 PM,11:33 AM,04:34 PM,-26,-28,-26,-28,6,100,98,1.6,1002,-24,6,70,4,Canada%2C%20Yukon
2020-12-20,-20,-31,2.3,1.3,1,34,02:47 PM,No moonset,11:34 AM,04:34 PM,-23,-26,-23,-26,6,96,98,2.9,998,-20,1,155,4,Canada%2C%20Yukon
2020-12-21,-23,-32,0.1,1.2,1,41,02:48 PM,12:43 AM,11:35 AM,04:34 PM,-26,-28,-26,-28,5,90,98,0.2,1014,-23,3,81,3,Canada%2C%20Yukon
2020-12-22,-19,-31,0.0,1.3,1,49,02:49 PM,02:07 AM,11:35 AM,04:35 PM,-21,-26,-22,-26,10,90,97,0.0,1017,-19,1,63,5,Canada%2C%20Yukon
2020-12-23,-17,-21,0.0,3.5,1,56,02:50 PM,03:29 AM,11:35 AM,04:36 PM,-19,-24,-19,-24,13,52,95,0.0,1006,-17,6,70,6,Canada%2C%20Yukon
2020-12-24,-20,-27,0.0,1.3,1,63,02:52 PM,04:51 AM,11:35 AM,04:37 PM,-20,-22,-21,-22,5,81,99,0.0,1015,-20,1,125,3,Canada%2C%20Yukon
2020-12-25,-21,-25,0.0,5.0,1,70,02:54 PM,06:14 AM,11:35 AM,04:38 PM,-22,-27,-21,-27,13,65,97,0.0,1020,-21,1,62,6,Canada%2C%20Yukon
2020-12-26,-17,-26,0.0,3.5,1,78,02:59 PM,07:41 AM,11:35 AM,04:39 PM,-20,-22,-19,-22,8,41,84,0.0,1012,-17,10,84,4,Canada%2C%20Yukon
2020-12-27,-20,-27,0.0,3.5,1,85,03:07 PM,09:09 AM,11:35 AM,04:40 PM,-22,-22,-21,-22,5,61,92,0.0,1019,-20,6,63,3,Canada%2C%20Yukon
2020-12-28,-18,-27,0.0,1.3,1,92,03:23 PM,10:35 AM,11:35 AM,04:41 PM,-20,-24,-20,-24,8,91,98,0.0,1023,-18,2,68,5,Canada%2C%20Yukon
2020-12-29,-17,-19,0.0,1.3,1,100,03:55 PM,11:53 AM,11:34 AM,04:43 PM,-19,-22,-18,-22,7,94,97,0.0,1020,-17,1,56,4,Canada%2C%20Yukon
2020-12-30,-17,-20,0.2,1.3,1,100,04:53 PM,12:47 PM,11:34 AM,04:44 PM,-18,-19,-18,-19,5,100,98,0.3,1015,-17,7,44,3,Canada%2C%20Yukon
2020-12-31,-20,-26,0.4,1.3,1,89,06:16 PM,01:18 PM,11:33 AM,04:46 PM,-21,-23,-21,-23,5,100,99,0.6,1017,-20,5,50,3,Canada%2C%20Yukon
2021-01-01,-25,-30,0.2,1.3,1,79,07:52 PM,01:33 PM,11:33 AM,04:47 PM,-25,-30,-26,-30,9,98,99,0.3,1011,-25,6,65,5,Canada%2C%20Yukon
2021-01-02,-20,-28,1.3,1.3,1,71,09:31 PM,01:41 PM,11:32 AM,04:49 PM,-23,-26,-24,-26,5,100,98,1.5,993,-20,3,75,3,Canada%2C%20Yukon
2021-01-03,-21,-27,0.3,1.3,1,64,11:09 PM,01:46 PM,11:31 AM,04:51 PM,-22,-23,-22,-23,5,100,98,0.4,995,-21,3,74,2,Canada%2C%20Yukon
2021-01-04,-22,-26,0.0,1.3,1,57,No moonrise,01:48 PM,11:30 AM,04:53 PM,-23,-27,-23,-27,9,94,97,0.0,1002,-22,2,71,5,Canada%2C%20Yukon
2021-01-05,-20,-27,0.0,3.6,1,50,12:47 AM,01:51 PM,11:29 AM,04:55 PM,-21,-25,-21,-25,9,74,96,0.0,994,-20,2,69,4,Canada%2C%20Yukon
2021-01-06,-15,-25,2.3,1.3,1,42,02:24 AM,01:52 PM,11:27 AM,04:57 PM,-17,-19,-17,-19,6,94,97,2.7,993,-15,3,80,4,Canada%2C%20Yukon
2021-01-07,-17,-20,0.0,5.7,1,35,04:04 AM,01:55 PM,11:26 AM,05:00 PM,-18,-21,-17,-21,10,58,96,0.0,1010,-17,2,60,5,Canada%2C%20Yukon
2021-01-08,-15,-20,0.0,3.6,1,28,05:48 AM,01:59 PM,11:25 AM,05:02 PM,-17,-20,-16,-20,11,34,92,0.0,1013,-15,10,63,6,Canada%2C%20Yukon
2021-01-09,-14,-18,0.4,5.8,1,20,07:35 AM,02:06 PM,11:23 AM,05:04 PM,-16,-18,-15,-18,9,50,94,0.8,1017,-14,5,95,4,Canada%2C%20Yukon
2021-01-10,-14,-22,0.0,3.6,1,13,09:22 AM,02:21 PM,11:22 AM,05:07 PM,-16,-20,-16,-20,11,54,93,0.0,999,-14,6,71,6,Canada%2C%20Yukon
2021-01-11,-13,-19,0.3,1.5,1,6,10:57 AM,02:53 PM,11:20 AM,05:09 PM,-17,-19,-16,-19,9,70,95,0.5,994,-13,6,86,5,Canada%2C%20Yukon
2021-01-12,-15,-19,1.3,1.5,1,0,12:01 PM,03:57 PM,11:18 AM,05:12 PM,-17,-20,-17,-20,8,85,97,1.5,993,-15,3,84,4,Canada%2C%20Yukon
2021-01-13,-14,-23,1.4,1.5,1,0,12:32 PM,05:28 PM,11:17 AM,05:14 PM,-16,-17,-16,-17,3,92,97,1.6,1002,-14,4,191,2,Canada%2C%20Yukon
2021-01-14,-18,-24,0.0,1.5,1,1,12:46 PM,07:08 PM,11:15 AM,05:17 PM,-18,-21,-18,-21,10,69,97,0.1,1021,-18,2,57,5,Canada%2C%20Yukon
2021-01-15,-9,-21,5.0,1.5,1,8,12:53 PM,08:45 PM,11:13 AM,05:19 PM,-11,-14,-11,-14,10,90,96,7.1,1001,-9,2,133,6,Canada%2C%20Yukon
2021-01-16,-14,-20,0.0,1.5,1,16,12:57 PM,10:17 PM,11:11 AM,05:22 PM,-14,-17,-15,-17,10,70,96,0.0,1012,-14,4,83,5,Canada%2C%20Yukon
2021-01-17,-13,-18,0.1,1.5,1,23,12:59 PM,11:44 PM,11:09 AM,05:25 PM,-15,-18,-15,-18,9,73,96,0.1,1013,-13,8,75,4,Canada%2C%20Yukon
2021-01-18,-11,-20,0.0,1.6,1,30,01:00 PM,No moonset,11:07 AM,05:28 PM,-13,-17,-13,-17,11,70,96,0.0,1019,-11,6,69,7,Canada%2C%20Yukon
2021-01-19,-9,-17,2.7,1.6,1,38,01:01 PM,01:08 AM,11:04 AM,05:30 PM,-11,-14,-11,-14,9,86,96,3.3,1000,-9,4,182,5,Canada%2C%20Yukon
2021-01-20,-15,-18,0.0,5.8,1,45,01:02 PM,02:30 AM,11:02 AM,05:33 PM,-16,-16,-16,-16,4,57,97,0.0,1022,-15,2,111,2,Canada%2C%20Yukon
2021-01-21,-17,-22,0.0,1.6,1,52,01:04 PM,03:53 AM,11:00 AM,05:36 PM,-18,-20,-18,-20,6,88,97,0.0,1031,-17,2,55,3,Canada%2C%20Yukon
2021-01-22,-18,-22,0.0,1.7,1,59,01:08 PM,05:18 AM,10:57 AM,05:39 PM,-20,-22,-20,-22,7,67,97,0.0,1031,-18,1,66,4,Canada%2C%20Yukon
2021-01-23,-18,-23,0.0,1.7,1,67,01:14 PM,06:45 AM,10:55 AM,05:42 PM,-20,-23,-20,-23,8,73,97,0.0,1020,-18,1,64,4,Canada%2C%20Yukon
2021-01-24,-17,-21,0.5,1.7,1,74,01:26 PM,08:13 AM,10:53 AM,05:45 PM,-20,-21,-20,-21,6,90,98,0.6,1018,-17,3,166,3,Canada%2C%20Yukon
2021-01-25,-25,-29,0.3,5.8,1,81,01:50 PM,09:36 AM,10:50 AM,05:48 PM,-27,-28,-26,-28,7,45,94,0.4,1024,-25,8,125,3,Canada%2C%20Yukon
2021-01-26,-27,-32,0.0,5.8,1,88,02:37 PM,10:40 AM,10:48 AM,05:50 PM,-31,-30,-30,-30,3,38,93,0.0,1031,-27,10,104,1,Canada%2C%20Yukon
2021-01-27,-29,-33,0.0,1.8,1,96,03:52 PM,11:20 AM,10:45 AM,05:53 PM,-32,-34,-32,-34,6,97,98,0.0,1034,-29,0,82,3,Canada%2C%20Yukon
2021-01-28,-30,-36,0.0,5.8,1,100,05:27 PM,11:40 AM,10:43 AM,05:56 PM,-32,-37,-32,-37,8,57,95,0.0,1022,-30,3,74,4,Canada%2C%20Yukon
2021-01-29,-25,-31,0.0,1.8,1,90,07:08 PM,11:50 AM,10:40 AM,05:59 PM,-28,-31,-27,-31,6,90,92,0.0,1014,-25,10,70,4,Canada%2C%20Yukon
2021-01-30,-19,-28,0.9,2.9,1,82,08:49 PM,11:56 AM,10:37 AM,06:02 PM,-21,-22,-21,-22,3,100,98,1.1,1015,-19,5,141,2,Canada%2C%20Yukon
2021-01-31,-21,-28,0.7,2.9,1,79,10:29 PM,11:59 AM,10:35 AM,06:05 PM,-22,-25,-22,-25,5,100,98,1.1,1024,-21,4,269,3,Canada%2C%20Yukon
2021-02-01,-26,-31,0.8,2.9,1,63,No moonrise,12:01 PM,10:32 AM,06:08 PM,-28,-35,-28,-35,9,100,96,1.3,1033,-26,5,117,8,Canada%2C%20Yukon
2021-02-02,-32,-36,0.0,2.9,1,55,12:08 AM,12:03 PM,10:29 AM,06:11 PM,-34,-37,-34,-37,5,99,95,0.0,1039,-32,5,120,4,Canada%2C%20Yukon
2021-02-03,-29,-37,0.0,3.0,1,48,01:48 AM,12:05 PM,10:26 AM,06:14 PM,-32,-33,-32,-33,4,100,97,0.1,1033,-29,5,79,3,Canada%2C%20Yukon
2021-02-04,-25,-30,0.5,3.0,1,40,03:30 AM,12:08 PM,10:24 AM,06:17 PM,-28,-29,-28,-29,4,100,98,0.6,1030,-25,3,173,2,Canada%2C%20Yukon
2021-02-05,-29,-37,0.2,6.8,1,33,05:15 AM,12:13 PM,10:21 AM,06:20 PM,-31,-36,-31,-36,9,59,94,0.2,1039,-29,6,100,5,Canada%2C%20Yukon
2021-02-06,-32,-38,0.0,4.9,1,25,07:00 AM,12:24 PM,10:18 AM,06:23 PM,-36,-37,-36,-37,5,47,93,0.0,1041,-32,8,70,2,Canada%2C%20Yukon
2021-02-07,-28,-36,0.0,3.0,1,18,08:38 AM,12:48 PM,10:15 AM,06:26 PM,-32,-36,-32,-36,6,100,97,0.1,1040,-28,3,46,4,Canada%2C%20Yukon
