date_time,Canada%2C%20Yukon_maxtempC,Canada%2C%20Yukon_mintempC,Canada%2C%20Yukon_totalSnow_cm,Canada%2C%20Yukon_sunHour,Canada%2C%20Yukon_uvIndex,Canada%2C%20Yukon_moon_illumination,Canada%2C%20Yukon_moonrise,Canada%2C%20Yukon_moonset,Canada%2C%20Yukon_sunrise,Canada%2C%20Yukon_sunset,Canada%2C%20Yukon_DewPointC,Canada%2C%20Yukon_FeelsLikeC,Canada%2C%20Yukon_HeatIndexC,Canada%2C%20Yukon_WindChillC,Canada%2C%20Yukon_WindGustKmph,Canada%2C%20Yukon_cloudcover,Canada%2C%20Yukon_humidity,Canada%2C%20Yukon_precipMM,Canada%2C%20Yukon_pressure,Canada%2C%20Yukon_tempC,Canada%2C%20Yukon_visibility,Canada%2C%20Yukon_winddirDegree,Canada%2C%20Yukon_windspeedKmph,Canada%2C%20Yukon_location
2020-06-08,16,6,0.0,16.0,3,76,02:21 AM,06:55 AM,04:16 AM,11:55 PM,3,12,12,12,8,74,62,0.8,1005,16,10,205,6,Canada%2C%20Yukon
2020-06-09,10,3,0.0,15.0,2,69,02:49 AM,08:20 AM,04:15 AM,11:57 PM,6,7,8,7,8,80,85,12.2,1006,10,8,163,6,Canada%2C%20Yukon
2020-06-10,22,3,0.0,16.9,4,61,03:04 AM,09:50 AM,04:14 AM,11:58 PM,2,12,12,12,5,46,58,0.1,1011,22,8,81,4,Canada%2C%20Yukon
2020-06-11,23,8,0.0,17.4,5,54,03:12 AM,11:18 AM,04:13 AM,11:59 PM,-1,16,16,16,5,18,37,0.0,1012,23,10,115,3,Canada%2C%20Yukon
2020-06-12,23,9,0.0,-4.1,4,46,03:18 AM,12:43 PM,04:12 AM,No sunset,3,18,18,18,8,24,41,0.1,1011,23,10,68,5,Canada%2C%20Yukon
2020-06-13,24,10,0.0,-4.1,5,38,03:21 AM,02:05 PM,04:12 AM,12:00 AM,3,18,19,18,5,19,39,0.0,1008,24,10,95,3,Canada%2C%20Yukon
2020-06-14,20,10,0.0,-4.1,4,31,03:24 AM,03:26 PM,04:11 AM,12:01 AM,4,15,16,15,11,61,50,0.5,1005,20,9,187,7,Canada%2C%20Yukon
2020-06-15,24,12,0.0,-4.1,6,23,03:26 AM,04:47 PM,04:10 AM,12:02 AM,5,19,20,19,7,37,42,0.0,1004,24,10,134,4,Canada%2C%20Yukon
2020-06-16,16,13,0.0,-4.1,4,16,03:29 AM,06:09 PM,04:10 AM,12:03 AM,11,15,15,15,6,80,78,6.5,1007,16,8,147,4,Canada%2C%20Yukon
2020-06-17,18,8,0.0,-4.1,4,8,03:33 AM,07:34 PM,04:10 AM,12:04 AM,7,14,14,14,9,69,68,4.1,1012,18,9,181,6,Canada%2C%20Yukon
2020-06-18,20,6,0.0,-4.1,4,1,03:38 AM,09:01 PM,04:10 AM,12:04 AM,4,15,15,15,7,66,51,0.0,1009,20,10,97,4,Canada%2C%20Yukon
2020-06-19,20,11,0.0,-4.1,4,0,03:47 AM,10:29 PM,04:10 AM,12:05 AM,6,16,16,16,11,56,59,1.8,1004,20,9,143,8,Canada%2C%20Yukon
2020-06-20,20,10,0.0,-4.1,4,0,04:03 AM,11:51 PM,04:10 AM,12:05 AM,6,15,16,15,7,53,54,0.1,1001,20,10,71,5,Canada%2C%20Yukon
2020-06-21,17,11,0.0,-4.0,3,0,04:32 AM,No moonset,04:10 AM,12:06 AM,9,14,14,14,6,76,75,34.7,1004,17,8,180,4,Canada%2C%20Yukon
2020-06-22,10,8,0.0,-4.0,2,7,05:24 AM,12:55 AM,04:10 AM,12:06 AM,7,9,9,9,8,91,88,10.0,1004,10,8,185,6,Canada%2C%20Yukon
2020-06-23,8,4,0.0,-4.1,2,14,06:41 AM,01:35 AM,04:11 AM,12:06 AM,6,6,6,6,7,97,94,11.4,1004,8,8,178,5,Canada%2C%20Yukon
2020-06-24,12,-0,0.0,-4.1,2,22,08:15 AM,01:58 AM,04:11 AM,12:05 AM,5,7,7,7,6,88,87,5.2,1007,12,6,224,4,Canada%2C%20Yukon
2020-06-25,13,5,0.0,-4.1,3,29,09:54 AM,02:10 AM,04:12 AM,12:05 AM,6,9,9,9,8,83,79,12.1,1006,13,9,214,5,Canada%2C%20Yukon
2020-06-26,17,5,0.0,-4.1,3,37,11:34 AM,02:18 AM,04:13 AM,12:05 AM,2,12,12,12,7,60,56,0.7,1006,17,10,176,5,Canada%2C%20Yukon
2020-06-27,17,6,0.0,-4.1,3,44,01:13 PM,02:23 AM,04:14 AM,12:04 AM,2,12,12,12,12,37,52,0.4,1011,17,10,306,9,Canada%2C%20Yukon
2020-06-28,22,7,0.0,-4.1,5,52,02:51 PM,02:27 AM,04:15 AM,12:04 AM,1,16,16,16,10,14,42,0.0,1011,22,10,121,7,Canada%2C%20Yukon
2020-06-29,11,4,0.0,-4.1,2,59,04:30 PM,02:30 AM,04:16 AM,12:03 AM,7,9,10,9,8,83,82,6.0,1006,11,8,196,6,Canada%2C%20Yukon
2020-06-30,18,9,0.0,-4.2,3,67,06:11 PM,02:35 AM,04:17 AM,12:02 AM,7,13,13,13,6,61,72,7.0,1015,18,10,276,4,Canada%2C%20Yukon
2020-07-01,14,7,0.0,-4.2,3,72,07:54 PM,02:41 AM,04:19 AM,12:01 AM,5,10,11,10,11,55,71,0.0,1022,14,9,300,7,Canada%2C%20Yukon
2020-07-02,17,1,0.0,-4.2,4,79,09:36 PM,02:50 AM,04:20 AM,12:00 AM,-1,10,11,10,10,8,52,0.0,1021,17,9,238,7,Canada%2C%20Yukon
2020-07-03,21,5,0.0,17.4,5,86,11:06 PM,03:07 AM,04:22 AM,11:58 PM,-1,14,15,14,6,9,40,0.0,1019,21,10,305,4,Canada%2C%20Yukon
2020-07-04,19,8,0.0,16.9,4,94,No moonrise,03:38 AM,04:23 AM,11:56 PM,2,14,14,14,9,38,46,0.3,1014,19,10,228,6,Canada%2C%20Yukon
2020-07-05,19,8,0.0,16.9,4,100,12:12 AM,04:33 AM,04:25 AM,11:55 PM,4,15,15,15,10,43,53,0.2,1015,19,10,260,7,Canada%2C%20Yukon
2020-07-06,19,7,0.0,15.9,4,100,12:50 AM,05:52 AM,04:27 AM,11:53 PM,3,13,14,13,7,54,55,1.6,1011,19,10,270,5,Canada%2C%20Yukon
2020-07-07,13,7,0.0,15.9,3,85,01:11 AM,07:22 AM,04:29 AM,11:52 PM,2,9,10,9,13,48,64,10.5,1010,13,9,190,10,Canada%2C%20Yukon
2020-07-08,15,4,0.0,15.9,3,77,01:21 AM,08:52 AM,04:31 AM,11:50 PM,2,9,9,9,7,56,66,1.7,1013,15,10,46,5,Canada%2C%20Yukon
2020-07-09,18,5,0.0,15.4,3,70,01:28 AM,10:20 AM,04:33 AM,11:48 PM,6,12,12,12,5,71,68,3.1,1008,18,9,83,3,Canada%2C%20Yukon
2020-07-10,16,7,0.0,14.8,3,63,01:32 AM,11:44 AM,04:35 AM,11:46 PM,8,12,12,12,7,81,78,7.7,1006,16,10,203,4,Canada%2C%20Yukon
2020-07-11,13,6,0.0,14.8,3,55,01:35 AM,01:06 PM,04:37 AM,11:45 PM,7,10,11,10,7,74,76,1.1,1005,13,10,64,5,Canada%2C%20Yukon
2020-07-12,17,3,0.0,16.9,3,48,01:37 AM,02:26 PM,04:39 AM,11:43 PM,5,11,12,11,8,52,68,1.1,1007,17,8,272,6,Canada%2C%20Yukon
2020-07-13,19,8,0.0,15.3,4,41,01:40 AM,03:48 PM,04:42 AM,11:40 PM,6,14,14,14,8,68,61,3.1,1009,19,10,237,6,Canada%2C%20Yukon
2020-07-14,24,9,0.0,17.4,4,34,01:43 AM,05:11 PM,04:44 AM,11:38 PM,4,16,16,16,4,45,48,0.1,1007,24,9,181,3,Canada%2C%20Yukon
2020-07-15,22,10,0.0,17.4,4,26,01:48 AM,06:37 PM,04:46 AM,11:36 PM,4,17,17,17,8,40,47,0.1,1006,22,10,276,5,Canada%2C%20Yukon
2020-07-16,22,8,0.0,15.2,4,19,01:55 AM,08:05 PM,04:49 AM,11:34 PM,8,15,15,15,5,55,69,2.1,1005,22,8,251,4,Canada%2C%20Yukon
2020-07-17,19,11,0.0,16.9,4,12,02:07 AM,09:30 PM,04:51 AM,11:31 PM,8,15,16,15,11,52,66,1.8,1007,19,10,231,7,Canada%2C%20Yukon
2020-07-18,20,10,0.0,14.1,4,5,02:29 AM,10:43 PM,04:54 AM,11:29 PM,7,16,16,16,12,72,60,2.7,1009,20,10,236,8,Canada%2C%20Yukon
2020-07-19,21,10,0.0,14.0,4,0,03:11 AM,11:34 PM,04:56 AM,11:27 PM,8,16,16,16,10,81,62,4.6,1010,21,9,222,6,Canada%2C%20Yukon
2020-07-20,15,11,0.0,15.1,3,0,04:20 AM,No moonset,04:59 AM,11:24 PM,9,13,13,13,4,66,76,3.8,1008,15,10,123,2,Canada%2C%20Yukon
2020-07-21,19,4,0.0,14.3,4,2,05:51 AM,12:02 AM,05:02 AM,11:22 PM,7,13,14,13,6,74,67,2.2,1008,19,8,327,4,Canada%2C%20Yukon
2020-07-22,15,8,0.0,14.9,3,10,07:31 AM,12:18 AM,05:04 AM,11:19 PM,7,11,11,11,9,63,77,0.1,1009,15,8,286,5,Canada%2C%20Yukon
2020-07-23,18,4,0.0,16.1,3,17,09:14 AM,12:27 AM,05:07 AM,11:16 PM,3,11,11,11,7,46,65,1.2,1008,18,8,232,5,Canada%2C%20Yukon
2020-07-24,20,6,0.0,17.4,5,24,10:55 AM,12:33 AM,05:10 AM,11:14 PM,2,14,15,14,7,33,47,0.0,1007,20,10,173,4,Canada%2C%20Yukon
2020-07-25,13,9,0.0,13.5,3,32,12:34 PM,12:37 AM,05:12 AM,11:11 PM,8,12,13,12,6,75,76,5.0,1005,13,9,173,4,Canada%2C%20Yukon
2020-07-26,15,5,0.0,14.8,3,39,02:13 PM,12:41 AM,05:15 AM,11:08 PM,7,9,10,9,12,57,78,8.0,1003,15,10,124,7,Canada%2C%20Yukon
2020-07-27,10,1,0.0,13.4,2,46,03:53 PM,12:45 AM,05:18 AM,11:05 PM,7,7,8,7,8,91,92,6.1,1008,10,10,233,5,Canada%2C%20Yukon
2020-07-28,11,7,0.0,13.4,3,53,05:35 PM,12:50 AM,05:21 AM,11:03 PM,9,9,9,9,9,98,96,8.0,1012,11,8,231,6,Canada%2C%20Yukon
2020-07-29,19,8,0.0,14.7,4,61,07:15 PM,12:58 AM,05:23 AM,11:00 PM,8,13,14,13,7,70,76,0.7,1018,19,7,233,5,Canada%2C%20Yukon
2020-07-30,25,9,0.0,17.3,5,68,08:48 PM,01:12 AM,05:26 AM,10:57 PM,8,18,18,18,7,16,59,0.0,1016,25,10,115,5,Canada%2C%20Yukon
2020-07-31,26,12,0.0,17.3,6,72,10:03 PM,01:36 AM,05:29 AM,10:54 PM,7,20,20,20,10,7,48,0.0,1011,26,10,133,6,Canada%2C%20Yukon
2020-08-01,25,13,0.0,15.9,5,82,10:50 PM,02:20 AM,05:32 AM,10:51 PM,8,18,18,18,9,25,54,0.8,1006,25,9,112,6,Canada%2C%20Yukon
2020-08-02,21,10,0.0,17.1,5,90,11:16 PM,03:30 AM,05:34 AM,10:48 PM,5,15,16,15,14,24,51,0.3,1005,21,10,150,9,Canada%2C%20Yukon
2020-08-03,19,9,0.0,13.6,4,97,11:29 PM,04:56 AM,05:37 AM,10:45 PM,5,14,15,14,11,60,57,0.7,1005,19,10,216,7,Canada%2C%20Yukon
2020-08-04,17,10,0.0,14.3,3,100,11:37 PM,06:27 AM,05:40 AM,10:42 PM,9,13,13,13,7,69,78,6.0,1005,17,10,176,4,Canada%2C%20Yukon
2020-08-05,15,9,0.0,12.7,3,88,11:42 PM,07:57 AM,05:43 AM,10:39 PM,10,12,12,12,6,86,88,16.2,1003,15,8,49,4,Canada%2C%20Yukon
2020-08-06,19,8,0.0,14.3,3,81,11:45 PM,09:23 AM,05:45 AM,10:36 PM,7,12,12,12,7,74,76,8.7,999,19,9,96,4,Canada%2C%20Yukon
2020-08-07,15,7,0.0,16.9,4,74,11:47 PM,10:46 AM,05:48 AM,10:33 PM,5,11,12,11,9,43,67,1.5,999,15,10,169,6,Canada%2C%20Yukon
2020-08-08,12,8,0.0,12.6,3,67,11:50 PM,12:07 PM,05:51 AM,10:30 PM,6,11,10,11,6,75,77,3.3,1005,12,9,223,4,Canada%2C%20Yukon
2020-08-09,15,6,0.0,15.0,3,59,11:52 PM,01:28 PM,05:54 AM,10:27 PM,6,9,10,9,14,54,78,0.8,1007,15,7,110,9,Canada%2C%20Yukon
2020-08-10,15,7,0.0,12.5,3,52,11:56 PM,02:50 PM,05:56 AM,10:24 PM,7,11,11,11,6,85,80,5.5,1005,15,8,143,4,Canada%2C%20Yukon
2020-08-11,18,7,0.0,14.9,3,45,No moonrise,04:14 PM,05:59 AM,10:21 PM,7,12,12,12,5,68,74,2.4,1010,18,10,233,3,Canada%2C%20Yukon
2020-08-12,10,7,0.0,10.1,2,38,12:02 AM,05:41 PM,06:02 AM,10:18 PM,8,9,9,9,5,99,95,17.6,1009,10,8,311,4,Canada%2C%20Yukon
2020-08-13,11,6,0.0,10.1,2,30,12:11 AM,07:07 PM,06:05 AM,10:14 PM,7,8,9,8,6,87,90,4.6,1011,11,7,295,4,Canada%2C%20Yukon
2020-08-14,15,5,0.0,12.7,3,23,12:28 AM,08:26 PM,06:07 AM,10:11 PM,5,10,10,10,9,69,72,0.4,1015,15,9,108,5,Canada%2C%20Yukon
2020-08-15,15,3,0.0,14.5,4,16,12:59 AM,09:27 PM,06:10 AM,10:08 PM,3,9,10,9,12,43,68,0.2,1014,15,10,18,8,Canada%2C%20Yukon
2020-08-16,16,4,0.0,14.5,4,8,01:55 AM,10:04 PM,06:13 AM,10:05 PM,4,9,10,9,11,42,69,0.0,1012,16,10,19,7,Canada%2C%20Yukon
2020-08-17,19,4,0.0,14.5,4,1,03:18 AM,10:24 PM,06:15 AM,10:02 PM,4,11,12,11,10,20,65,0.0,1014,19,10,58,6,Canada%2C%20Yukon
2020-08-18,19,6,0.0,14.5,4,0,04:57 AM,10:35 PM,06:18 AM,09:59 PM,6,12,12,12,5,28,69,0.0,1012,19,8,151,3,Canada%2C%20Yukon
2020-08-19,20,7,0.0,13.5,4,0,06:42 AM,10:42 PM,06:21 AM,09:56 PM,5,13,14,13,7,31,60,0.0,1009,20,10,200,5,Canada%2C%20Yukon
2020-08-20,19,7,0.0,14.5,4,6,08:27 AM,10:47 PM,06:24 AM,09:53 PM,6,12,13,12,5,43,71,2.2,1011,19,10,109,3,Canada%2C%20Yukon
2020-08-21,15,8,0.0,12.5,3,13,10:10 AM,10:51 PM,06:26 AM,09:49 PM,6,12,12,12,6,64,68,0.4,1009,15,10,57,4,Canada%2C%20Yukon
2020-08-22,20,6,0.0,12.5,3,20,11:53 AM,10:55 PM,06:29 AM,09:46 PM,7,12,12,12,6,57,76,1.5,1009,20,8,63,3,Canada%2C%20Yukon
2020-08-23,19,8,0.0,9.4,3,28,01:36 PM,10:59 PM,06:32 AM,09:43 PM,9,13,13,13,4,63,77,3.4,1011,19,10,176,2,Canada%2C%20Yukon
2020-08-24,12,10,0.0,10.4,3,35,03:18 PM,11:06 PM,06:35 AM,09:40 PM,10,12,12,12,4,79,89,13.4,1007,12,9,262,3,Canada%2C%20Yukon
2020-08-25,16,7,0.0,11.4,3,42,05:00 PM,11:17 PM,06:37 AM,09:37 PM,8,11,11,11,5,65,83,1.5,1005,16,7,212,3,Canada%2C%20Yukon
2020-08-26,11,8,0.0,9.3,3,50,06:37 PM,11:37 PM,06:40 AM,09:33 PM,9,10,10,10,3,86,92,12.2,1007,11,8,127,2,Canada%2C%20Yukon
2020-08-27,16,2,0.0,12.4,3,57,07:58 PM,No moonset,06:43 AM,09:30 PM,5,9,9,9,6,45,74,0.6,1010,16,10,123,3,Canada%2C%20Yukon
2020-08-28,16,5,0.0,12.4,3,64,08:52 PM,12:13 AM,06:45 AM,09:27 PM,4,10,11,10,8,42,72,0.1,1008,16,10,43,5,Canada%2C%20Yukon
2020-08-29,15,3,0.0,12.4,3,71,09:22 PM,01:15 AM,06:48 AM,09:23 PM,3,9,9,9,6,58,73,0.9,1010,15,9,76,4,Canada%2C%20Yukon
2020-08-30,13,7,0.0,11.3,3,79,09:38 PM,02:36 AM,06:51 AM,09:20 PM,5,9,10,9,7,65,77,6.7,1004,13,10,161,4,Canada%2C%20Yukon
2020-08-31,9,5,0.0,9.1,2,82,09:47 PM,04:06 AM,06:54 AM,09:17 PM,4,6,7,6,9,74,87,22.2,992,9,9,172,5,Canada%2C%20Yukon
2020-09-01,11,2,0.0,9.1,2,97,09:52 PM,05:37 AM,06:56 AM,09:13 PM,6,7,8,7,5,91,87,3.2,999,11,10,189,3,Canada%2C%20Yukon
2020-09-02,13,6,0.0,9.1,2,100,09:55 PM,07:04 AM,06:59 AM,09:10 PM,6,8,8,8,5,82,85,6.5,1008,13,8,203,3,Canada%2C%20Yukon
2020-09-03,10,4,0.0,8.8,2,88,09:57 PM,08:28 AM,07:02 AM,09:07 PM,5,7,7,7,5,93,87,6.7,1008,10,10,161,3,Canada%2C%20Yukon
2020-09-04,8,4,0.0,8.7,2,81,09:59 PM,09:50 AM,07:04 AM,09:03 PM,5,6,6,6,6,86,91,6.6,1013,8,9,179,4,Canada%2C%20Yukon
2020-09-05,8,3,0.0,8.7,2,73,10:02 PM,11:11 AM,07:07 AM,09:00 PM,4,5,5,5,5,92,93,3.1,1020,8,6,253,3,Canada%2C%20Yukon
2020-09-06,10,1,0.0,9.2,2,66,10:05 PM,12:32 PM,07:10 AM,08:57 PM,2,5,5,5,5,62,83,0.5,1030,10,6,226,3,Canada%2C%20Yukon
2020-09-07,8,1,0.0,10.4,2,58,10:09 PM,01:56 PM,07:12 AM,08:53 PM,2,3,4,3,9,40,82,0.3,1023,8,9,111,5,Canada%2C%20Yukon
2020-09-08,14,3,0.0,7.9,2,50,10:16 PM,03:21 PM,07:15 AM,08:50 PM,3,7,8,7,8,42,74,0.3,1021,14,10,198,5,Canada%2C%20Yukon
2020-09-09,8,5,0.0,6.6,2,43,10:28 PM,04:47 PM,07:18 AM,08:47 PM,5,6,6,6,6,91,91,21.2,1017,8,8,74,3,Canada%2C%20Yukon
2020-09-10,9,2,0.0,6.6,2,35,10:51 PM,06:09 PM,07:20 AM,08:43 PM,2,3,5,3,14,73,83,2.3,1021,9,7,263,9,Canada%2C%20Yukon
2020-09-11,5,-1,0.0,7.8,1,28,11:35 PM,07:18 PM,07:23 AM,08:40 PM,-3,-1,1,-1,11,56,75,0.3,1025,5,10,243,7,Canada%2C%20Yukon
2020-09-12,7,-2,0.0,9.1,1,20,No moonrise,08:04 PM,07:26 AM,08:37 PM,-2,1,2,1,7,56,73,0.0,1023,7,10,245,5,Canada%2C%20Yukon
2020-09-13,8,-3,0.0,11.6,1,13,12:45 AM,08:29 PM,07:28 AM,08:33 PM,-3,2,2,2,4,23,74,0.0,1024,8,9,164,3,Canada%2C%20Yukon
2020-09-14,8,-2,0.0,10.3,1,5,02:17 AM,08:43 PM,07:31 AM,08:30 PM,-4,2,3,2,4,37,67,0.0,1023,8,10,176,3,Canada%2C%20Yukon
2020-09-15,9,-2,0.0,9.0,1,0,04:00 AM,08:51 PM,07:33 AM,08:27 PM,-3,2,3,2,7,63,70,0.0,1021,9,10,83,4,Canada%2C%20Yukon
2020-09-16,12,0,0.0,11.6,3,0,05:47 AM,08:57 PM,07:36 AM,08:23 PM,-1,5,6,5,5,21,66,0.0,1017,12,10,189,3,Canada%2C%20Yukon
2020-09-17,13,2,0.0,11.6,3,0,07:33 AM,09:00 PM,07:39 AM,08:20 PM,1,6,7,6,10,22,69,0.0,1011,13,10,89,6,Canada%2C%20Yukon
2020-09-18,8,3,0.0,9.0,2,2,09:19 AM,09:04 PM,07:41 AM,08:17 PM,2,6,6,6,7,46,75,0.0,1003,8,10,202,5,Canada%2C%20Yukon
2020-09-19,9,0,0.0,7.7,2,10,11:05 AM,09:08 PM,07:44 AM,08:13 PM,1,4,4,4,3,58,82,0.7,1008,9,7,169,2,Canada%2C%20Yukon
2020-09-20,8,-0,0.0,10.3,1,17,12:52 PM,09:13 PM,07:46 AM,08:10 PM,0,3,3,3,4,42,83,0.9,1007,8,10,232,2,Canada%2C%20Yukon
2020-09-21,9,-1,0.0,10.3,1,25,02:39 PM,09:22 PM,07:49 AM,08:07 PM,-1,3,3,3,6,47,77,0.1,1005,9,10,117,4,Canada%2C%20Yukon
2020-09-22,8,-1,0.0,8.9,1,32,04:23 PM,09:38 PM,07:52 AM,08:04 PM,0,3,3,3,6,64,82,0.2,1005,8,8,93,3,Canada%2C%20Yukon
2020-09-23,9,-0,0.0,10.3,2,40,05:53 PM,10:07 PM,07:54 AM,08:00 PM,0,3,4,3,10,49,79,0.0,998,9,8,71,6,Canada%2C%20Yukon
2020-09-24,6,3,0.0,6.0,1,47,06:56 PM,11:02 PM,07:57 AM,07:57 PM,3,4,4,4,6,90,92,4.2,993,6,5,109,3,Canada%2C%20Yukon
2020-09-25,7,3,0.0,6.0,2,55,07:31 PM,No moonset,07:59 AM,07:54 PM,4,5,5,5,5,90,92,7.3,995,7,8,29,3,Canada%2C%20Yukon
2020-09-26,6,2,0.0,5.7,1,62,07:49 PM,12:20 AM,08:02 AM,07:51 PM,2,3,4,3,6,89,89,1.6,1003,6,4,74,4,Canada%2C%20Yukon
2020-09-27,6,-0,0.0,7.2,1,70,07:58 PM,01:49 AM,08:05 AM,07:47 PM,2,1,3,1,14,76,91,5.0,1001,6,6,88,9,Canada%2C%20Yukon
2020-09-28,7,-2,0.0,5.7,2,78,08:03 PM,03:19 AM,08:07 AM,07:44 PM,3,3,4,3,5,90,90,5.0,1001,7,9,154,4,Canada%2C%20Yukon
2020-09-29,8,0,0.0,11.3,2,85,08:07 PM,04:47 AM,08:10 AM,07:41 PM,1,3,4,3,7,32,80,0.1,1018,8,10,176,4,Canada%2C%20Yukon
2020-09-30,8,1,0.0,11.3,2,93,08:09 PM,06:12 AM,08:12 AM,07:38 PM,0,1,3,1,13,33,80,0.0,1019,8,9,68,8,Canada%2C%20Yukon
2020-10-01,10,3,0.0,10.1,2,97,08:10 PM,07:35 AM,08:15 AM,07:34 PM,2,5,6,5,6,50,77,0.3,1016,10,9,146,3,Canada%2C%20Yukon
2020-10-02,9,2,0.0,11.1,2,100,08:12 PM,08:56 AM,08:18 AM,07:31 PM,2,3,5,3,12,24,84,0.0,1012,9,8,86,7,Canada%2C%20Yukon
2020-10-03,9,2,0.0,11.1,3,89,08:14 PM,10:18 AM,08:20 AM,07:28 PM,2,4,4,4,6,45,83,0.0,1006,9,10,164,3,Canada%2C%20Yukon
2020-10-04,7,2,0.0,10.1,2,82,08:17 PM,11:41 AM,08:23 AM,07:24 PM,2,3,4,3,8,67,86,3.7,1007,7,7,183,5,Canada%2C%20Yukon
2020-10-05,3,1,0.9,5.5,1,74,08:23 PM,01:06 PM,08:26 AM,07:21 PM,2,1,2,1,8,93,97,8.6,1001,3,4,131,5,Canada%2C%20Yukon
2020-10-06,4,0,0.0,5.5,1,67,08:32 PM,02:32 PM,08:28 AM,07:18 PM,1,1,2,1,6,86,93,4.0,1013,4,7,271,3,Canada%2C%20Yukon
2020-10-07,3,-1,0.0,7.0,1,60,08:49 PM,03:56 PM,08:31 AM,07:15 PM,-1,1,1,1,4,79,87,0.2,1014,3,9,167,2,Canada%2C%20Yukon
2020-10-08,3,-3,2.7,5.4,1,53,09:22 PM,05:11 PM,08:34 AM,07:11 PM,-0,0,1,0,3,87,92,3.4,1007,3,5,83,2,Canada%2C%20Yukon
2020-10-09,3,-3,0.0,6.9,1,45,10:19 PM,06:04 PM,08:37 AM,07:08 PM,-3,-2,-1,-2,8,64,87,0.1,1001,3,9,62,5,Canada%2C%20Yukon
2020-10-10,2,-3,0.0,10.0,1,38,11:42 PM,06:35 PM,08:39 AM,07:05 PM,-4,-3,-1,-3,9,52,80,0.0,997,2,10,39,5,Canada%2C%20Yukon
2020-10-11,0,-6,2.0,5.3,1,31,No moonrise,06:52 PM,08:42 AM,07:02 PM,-4,-4,-2,-4,6,95,86,2.4,1003,0,5,139,5,Canada%2C%20Yukon
2020-10-12,-3,-5,0.0,5.1,1,23,01:20 AM,07:01 PM,08:45 AM,06:58 PM,-8,-7,-4,-7,7,86,72,0.2,1013,-3,9,14,6,Canada%2C%20Yukon
2020-10-13,-3,-6,0.1,5.0,1,16,03:03 AM,07:07 PM,08:48 AM,06:55 PM,-7,-6,-4,-6,5,99,82,0.4,1015,-3,9,17,4,Canada%2C%20Yukon
2020-10-14,-2,-8,0.0,10.0,2,9,04:48 AM,07:11 PM,08:50 AM,06:52 PM,-10,-6,-5,-6,5,47,70,0.0,1023,-2,10,41,3,Canada%2C%20Yukon
2020-10-15,-2,-8,0.3,5.0,1,2,06:34 AM,07:14 PM,08:53 AM,06:49 PM,-7,-7,-5,-7,6,78,82,0.5,1027,-2,9,123,4,Canada%2C%20Yukon
2020-10-16,-7,-12,0.3,6.6,1,0,08:21 AM,07:17 PM,08:56 AM,06:45 PM,-14,-11,-8,-11,10,58,64,0.5,1035,-7,8,268,8,Canada%2C%20Yukon
2020-10-17,-7,-13,0.0,9.8,2,0,10:11 AM,07:21 PM,08:59 AM,06:42 PM,-16,-13,-11,-13,7,2,63,0.0,1036,-7,10,58,4,Canada%2C%20Yukon
2020-10-18,-7,-13,0.0,8.7,2,5,12:02 PM,07:27 PM,09:02 AM,06:39 PM,-15,-12,-10,-12,6,10,68,0.0,1022,-7,10,99,3,Canada%2C%20Yukon
2020-10-19,-7,-12,0.0,8.7,2,13,01:53 PM,07:39 PM,09:04 AM,06:36 PM,-16,-10,-10,-10,2,11,61,0.0,1020,-7,10,291,1,Canada%2C%20Yukon
2020-10-20,-7,-12,0.0,7.0,1,20,03:36 PM,08:01 PM,09:07 AM,06:33 PM,-16,-12,-10,-12,5,37,64,0.0,1029,-7,10,329,4,Canada%2C%20Yukon
2020-10-21,-9,-15,0.0,8.7,2,27,04:54 PM,08:47 PM,09:10 AM,06:30 PM,-16,-14,-13,-14,5,28,76,0.0,1042,-9,10,300,3,Canada%2C%20Yukon
2020-10-22,-9,-17,0.0,8.7,2,35,05:39 PM,10:01 PM,09:13 AM,06:26 PM,-15,-13,-12,-13,3,14,81,0.0,1044,-9,10,59,2,Canada%2C%20Yukon
2020-10-23,-9,-15,0.0,8.7,2,42,06:01 PM,11:30 PM,09:16 AM,06:23 PM,-15,-14,-13,-14,6,9,83,0.0,1041,-9,10,78,3,Canada%2C%20Yukon
2020-10-24,-8,-14,0.0,5.2,1,49,06:11 PM,No moonset,09:19 AM,06:20 PM,-14,-13,-11,-13,6,61,77,0.0,1034,-8,10,80,3,Canada%2C%20Yukon
2020-10-25,-7,-12,0.0,5.1,1,56,06:16 PM,01:02 AM,09:21 AM,06:17 PM,-14,-10,-9,-10,4,70,71,0.0,1027,-7,10,66,3,Canada%2C%20Yukon
2020-10-26,-6,-11,17.9,3.3,1,64,06:20 PM,02:31 AM,09:24 AM,06:14 PM,-10,-12,-8,-12,10,80,86,21.0,1002,-6,5,137,8,Canada%2C%20Yukon
2020-10-27,-9,-13,4.2,3.3,1,71,06:21 PM,03:57 AM,09:27 AM,06:11 PM,-10,-12,-10,-12,6,90,94,5.0,1009,-9,3,270,4,Canada%2C%20Yukon
2020-10-28,-13,-18,0.4,3.3,1,78,06:23 PM,05:20 AM,09:30 AM,06:08 PM,-17,-17,-16,-17,5,94,95,0.6,1020,-13,5,83,3,Canada%2C%20Yukon
