date_time,Hungary_maxtempC,Hungary_mintempC,Hungary_totalSnow_cm,Hungary_sunHour,Hungary_uvIndex,Hungary_moon_illumination,Hungary_moonrise,Hungary_moonset,Hungary_sunrise,Hungary_sunset,Hungary_DewPointC,Hungary_FeelsLikeC,Hungary_HeatIndexC,Hungary_WindChillC,Hungary_WindGustKmph,Hungary_cloudcover,Hungary_humidity,Hungary_precipMM,Hungary_pressure,Hungary_tempC,Hungary_visibility,Hungary_winddirDegree,Hungary_windspeedKmph,Hungary_location
2020-09-16,31,22,0.0,11.6,7,0,03:33 AM,05:55 PM,05:23 AM,05:53 PM,12,27,27,26,10,16,44,0.0,1018,31,10,116,8,Hungary
2020-09-17,30,23,0.0,11.6,7,0,04:55 AM,06:20 PM,05:24 AM,05:51 PM,12,28,28,27,10,18,45,0.1,1017,30,10,169,8,Hungary
2020-09-18,24,17,0.0,11.6,5,2,06:17 AM,06:45 PM,05:26 AM,05:49 PM,5,20,20,20,14,29,39,0.0,1023,24,10,57,11,Hungary
2020-09-19,22,18,0.0,10.2,5,10,07:40 AM,07:10 PM,05:27 AM,05:47 PM,3,20,20,20,9,35,33,0.0,1022,22,10,62,7,Hungary
2020-09-20,25,15,0.0,8.8,5,17,09:03 AM,07:36 PM,05:28 AM,05:45 PM,5,19,19,19,16,55,41,0.0,1018,25,10,91,11,Hungary
2020-09-21,27,17,0.0,11.6,6,25,10:24 AM,08:07 PM,05:30 AM,05:43 PM,6,21,21,21,17,9,38,0.0,1017,27,10,110,12,Hungary
2020-09-22,28,18,0.0,11.6,6,32,11:44 AM,08:43 PM,05:31 AM,05:41 PM,6,22,22,22,18,7,36,0.0,1015,28,10,112,13,Hungary
2020-09-23,26,19,0.0,11.6,5,40,12:58 PM,09:28 PM,05:32 AM,05:39 PM,9,22,22,22,12,49,46,1.7,1010,26,10,130,9,Hungary
2020-09-24,25,18,0.0,11.6,5,47,02:02 PM,10:21 PM,05:34 AM,05:37 PM,13,23,23,22,9,37,59,1.6,1009,25,10,224,7,Hungary
2020-09-25,21,18,0.0,8.8,4,55,02:56 PM,11:22 PM,05:35 AM,05:35 PM,13,20,20,20,14,60,67,7.0,1002,21,9,162,11,Hungary
2020-09-26,17,12,0.0,10.2,3,62,03:39 PM,No moonset,05:36 AM,05:33 PM,8,14,15,14,21,54,65,8.3,996,17,9,271,16,Hungary
2020-09-27,17,10,0.0,11.6,4,70,04:12 PM,12:27 AM,05:38 AM,05:31 PM,3,12,13,12,19,24,52,0.0,1006,17,10,249,15,Hungary
2020-09-28,19,13,0.0,6.0,4,78,04:40 PM,01:34 AM,05:39 AM,05:29 PM,8,14,15,14,22,78,61,12.0,1010,19,9,120,16,Hungary
2020-09-29,16,13,0.0,7.3,3,85,05:03 PM,02:41 AM,05:41 AM,05:27 PM,10,14,15,14,16,55,74,0.7,1012,16,10,289,12,Hungary
2020-09-30,16,12,0.0,7.3,3,93,05:23 PM,03:48 AM,05:42 AM,05:25 PM,9,12,14,12,28,59,74,0.1,1010,16,9,309,21,Hungary
2020-10-01,16,14,0.0,5.9,3,97,05:42 PM,04:52 AM,05:43 AM,05:23 PM,11,14,14,14,16,79,80,5.2,1005,16,9,299,13,Hungary
2020-10-02,21,12,0.0,10.2,4,100,06:00 PM,05:56 AM,05:45 AM,05:21 PM,11,16,17,16,14,50,69,0.2,1006,21,10,168,10,Hungary
2020-10-03,27,16,0.0,11.6,6,89,06:18 PM,07:00 AM,05:46 AM,05:19 PM,11,22,22,21,26,8,53,0.0,1005,27,10,151,18,Hungary
2020-10-04,23,19,0.0,11.6,5,82,06:38 PM,08:03 AM,05:47 AM,05:17 PM,10,21,22,21,21,19,49,2.3,1007,23,10,163,15,Hungary
2020-10-05,22,16,0.0,11.6,4,74,07:01 PM,09:08 AM,05:49 AM,05:15 PM,10,19,19,19,15,29,58,0.0,1009,22,10,175,11,Hungary
2020-10-06,21,15,0.0,10.2,4,67,07:29 PM,10:12 AM,05:50 AM,05:13 PM,8,18,18,18,15,42,53,0.0,1013,21,10,204,11,Hungary
2020-10-07,15,10,0.0,5.8,3,60,08:02 PM,11:17 AM,05:52 AM,05:11 PM,9,14,14,14,15,89,70,4.3,1011,15,7,223,11,Hungary
2020-10-08,17,10,0.0,11.6,4,53,08:44 PM,12:18 PM,05:53 AM,05:09 PM,7,13,14,13,28,23,63,0.0,1019,17,10,318,21,Hungary
2020-10-09,19,12,0.0,11.5,5,45,09:36 PM,01:15 PM,05:54 AM,05:07 PM,8,15,15,15,11,23,59,0.0,1021,19,10,308,8,Hungary
2020-10-10,21,15,0.0,11.5,5,38,10:37 PM,02:05 PM,05:56 AM,05:05 PM,10,18,18,18,3,21,60,0.0,1018,21,10,183,2,Hungary
2020-10-11,15,13,0.0,5.7,3,31,11:47 PM,02:48 PM,05:57 AM,05:03 PM,10,13,14,13,10,81,78,2.7,1015,15,9,309,8,Hungary
2020-10-12,11,10,0.0,5.7,3,23,No moonrise,03:23 PM,05:58 AM,05:01 PM,8,9,11,9,17,98,85,38.5,1010,11,7,280,13,Hungary
2020-10-13,10,8,0.0,5.3,2,16,01:04 AM,03:53 PM,06:00 AM,04:59 PM,7,7,9,7,22,100,86,54.5,1002,10,5,288,17,Hungary
2020-10-14,13,6,0.0,4.0,3,9,02:23 AM,04:19 PM,06:01 AM,04:57 PM,5,7,10,7,26,91,72,5.3,1007,13,7,253,20,Hungary
2020-10-15,12,6,0.0,3.9,3,2,03:45 AM,04:44 PM,06:03 AM,04:55 PM,5,10,11,10,10,93,70,5.6,1012,12,9,109,8,Hungary
2020-10-16,12,9,0.0,3.9,3,0,05:08 AM,05:08 PM,06:04 AM,04:53 PM,8,10,11,10,13,84,86,0.9,1010,12,7,190,10,Hungary
2020-10-17,10,9,0.0,3.9,2,0,06:32 AM,05:34 PM,06:06 AM,04:51 PM,6,7,9,7,17,90,78,0.0,1013,10,10,287,13,Hungary
2020-10-18,12,8,0.0,8.7,3,5,07:57 AM,06:03 PM,06:07 AM,04:50 PM,4,7,10,7,24,33,66,0.0,1020,12,10,296,17,Hungary
2020-10-19,13,9,0.0,7.1,3,13,09:21 AM,06:37 PM,06:08 AM,04:48 PM,3,10,11,10,11,46,61,0.0,1025,13,10,251,8,Hungary
2020-10-20,15,9,0.0,8.7,4,20,10:41 AM,07:20 PM,06:10 AM,04:46 PM,4,11,12,11,13,15,56,0.0,1026,15,10,159,10,Hungary
2020-10-21,16,9,0.0,8.7,4,27,11:53 AM,08:11 PM,06:11 AM,04:44 PM,4,12,12,12,15,23,59,0.0,1022,16,10,152,11,Hungary
2020-10-22,18,10,0.0,8.7,4,35,12:52 PM,09:11 PM,06:13 AM,04:42 PM,8,14,14,14,8,19,66,0.0,1021,18,10,159,6,Hungary
2020-10-23,17,11,0.0,8.7,3,42,01:40 PM,10:17 PM,06:14 AM,04:41 PM,10,14,14,14,8,48,77,0.0,1017,17,10,183,6,Hungary
2020-10-24,18,12,0.0,7.1,4,49,02:16 PM,11:25 PM,06:16 AM,04:39 PM,10,14,15,14,15,33,73,0.0,1018,18,10,263,11,Hungary
2020-10-25,13,12,0.0,3.8,3,56,02:46 PM,No moonset,06:17 AM,04:37 PM,11,12,12,12,10,99,88,1.9,1015,13,8,54,8,Hungary
2020-10-26,18,11,0.0,8.7,4,64,03:10 PM,12:32 AM,06:19 AM,04:35 PM,10,14,14,14,20,51,78,0.0,1011,18,8,162,14,Hungary
2020-10-27,18,12,0.0,8.7,5,71,03:30 PM,01:39 AM,06:20 AM,04:34 PM,10,15,15,15,13,9,71,0.0,1012,18,10,112,9,Hungary
2020-10-28,18,12,0.0,8.7,5,78,03:49 PM,02:44 AM,06:22 AM,04:32 PM,10,15,15,15,6,9,73,0.0,1017,18,10,201,5,Hungary
2020-10-29,15,12,0.0,5.4,3,85,04:06 PM,03:48 AM,06:23 AM,04:30 PM,7,12,13,12,18,60,67,0.2,1020,15,9,306,13,Hungary
2020-10-30,11,5,0.0,5.4,3,93,04:24 PM,04:51 AM,06:25 AM,04:29 PM,6,8,10,8,23,53,74,0.7,1023,11,8,285,16,Hungary
2020-10-31,16,10,0.0,7.1,3,97,04:44 PM,05:55 AM,06:26 AM,04:27 PM,9,12,14,12,26,62,73,0.5,1022,16,9,242,18,Hungary
2020-11-01,13,10,0.0,8.7,4,89,05:06 PM,07:00 AM,06:28 AM,04:26 PM,4,11,12,11,8,38,60,0.2,1023,13,9,165,6,Hungary
2020-11-02,13,11,0.0,3.7,3,81,05:31 PM,08:05 AM,06:29 AM,04:24 PM,10,12,12,12,10,94,85,1.9,1021,13,7,222,7,Hungary
2020-11-03,17,12,0.0,8.7,5,74,06:02 PM,09:10 AM,06:31 AM,04:23 PM,12,14,14,14,8,38,84,0.0,1021,17,10,152,5,Hungary
2020-11-04,17,13,0.0,7.0,4,66,06:41 PM,10:12 AM,06:32 AM,04:21 PM,12,15,15,15,7,55,83,0.0,1024,17,10,241,5,Hungary
2020-11-05,12,10,0.0,5.4,3,58,07:29 PM,11:11 AM,06:34 AM,04:20 PM,8,11,12,11,11,68,79,4.2,1031,12,9,109,8,Hungary
2020-11-06,15,9,0.0,8.7,4,51,08:25 PM,12:03 PM,06:35 AM,04:18 PM,7,12,12,12,5,7,74,0.0,1034,15,10,250,4,Hungary
2020-11-07,14,8,0.0,8.7,4,43,09:31 PM,12:47 PM,06:37 AM,04:17 PM,4,11,11,11,4,9,60,0.0,1033,14,10,106,4,Hungary
2020-11-08,15,9,0.0,8.7,4,36,10:43 PM,01:24 PM,06:38 AM,04:16 PM,7,12,12,12,5,2,69,0.0,1028,15,10,102,4,Hungary
2020-11-09,15,7,0.0,8.7,4,28,11:59 PM,01:54 PM,06:40 AM,04:14 PM,7,11,11,11,4,14,74,0.0,1027,15,10,52,3,Hungary
2020-11-10,15,8,0.0,8.7,4,21,No moonrise,02:20 PM,06:41 AM,04:13 PM,7,12,12,12,5,20,74,0.0,1028,15,10,72,4,Hungary
2020-11-11,11,7,0.0,7.0,2,13,01:17 AM,02:44 PM,06:43 AM,04:12 PM,6,9,9,9,4,31,80,0.0,1029,11,10,147,3,Hungary
2020-11-12,10,6,0.0,5.3,2,6,02:37 AM,03:08 PM,06:44 AM,04:11 PM,4,7,8,7,8,61,75,0.0,1028,10,10,154,6,Hungary
2020-11-13,11,7,0.0,8.7,3,0,03:59 AM,03:32 PM,06:46 AM,04:09 PM,4,9,9,9,4,25,72,0.0,1026,11,10,199,3,Hungary
2020-11-14,11,6,0.0,8.7,3,0,05:23 AM,03:58 PM,06:47 AM,04:08 PM,5,8,9,8,7,35,79,0.0,1026,11,10,119,5,Hungary
2020-11-15,11,6,0.0,8.7,3,0,06:48 AM,04:29 PM,06:49 AM,04:07 PM,5,7,8,7,11,30,80,0.0,1024,11,10,110,7,Hungary
2020-11-16,9,7,0.0,3.6,2,2,08:12 AM,05:08 PM,06:50 AM,04:06 PM,5,6,8,6,13,88,81,1.0,1020,9,8,124,9,Hungary
2020-11-17,12,6,0.0,7.0,2,9,09:31 AM,05:56 PM,06:52 AM,04:05 PM,5,8,9,8,7,48,78,0.0,1027,12,10,338,5,Hungary
2020-11-18,11,7,0.0,8.7,3,17,10:39 AM,06:54 PM,06:53 AM,04:04 PM,6,9,9,9,5,15,78,0.0,1031,11,10,208,3,Hungary
2020-11-19,11,6,0.0,8.7,3,24,11:34 AM,08:00 PM,06:55 AM,04:03 PM,5,7,8,7,9,24,81,0.8,1026,11,10,168,7,Hungary
2020-11-20,9,5,0.0,7.0,2,32,12:16 PM,09:10 PM,06:56 AM,04:02 PM,-1,4,7,4,24,39,56,0.2,1027,9,10,289,17,Hungary
2020-11-21,9,3,0.0,8.7,3,39,12:49 PM,10:20 PM,06:58 AM,04:01 PM,-3,4,5,4,9,2,53,0.0,1035,9,10,302,7,Hungary
2020-11-22,6,2,0.0,8.7,2,47,01:15 PM,11:28 PM,06:59 AM,04:00 PM,-3,3,4,3,8,10,60,0.0,1034,6,10,197,6,Hungary
2020-11-23,6,3,0.0,3.4,1,54,01:37 PM,No moonset,07:00 AM,04:00 PM,-1,3,5,3,7,90,69,0.0,1029,6,10,238,5,Hungary
2020-11-24,9,2,0.0,8.6,3,62,01:56 PM,12:34 AM,07:02 AM,03:59 PM,2,5,6,5,6,5,77,0.0,1030,9,10,83,5,Hungary
2020-11-25,7,1,0.0,8.6,2,70,02:13 PM,01:39 AM,07:03 AM,03:58 PM,1,3,4,3,8,11,82,0.0,1027,7,10,102,7,Hungary
2020-11-26,9,2,0.0,8.5,3,77,02:31 PM,02:42 AM,07:05 AM,03:57 PM,1,4,5,4,6,16,78,0.0,1025,9,10,118,4,Hungary
2020-11-27,5,2,0.0,8.5,2,85,02:50 PM,03:46 AM,07:06 AM,03:57 PM,0,3,3,3,2,30,80,0.0,1023,5,10,215,1,Hungary
2020-11-28,4,1,0.0,3.2,1,92,03:11 PM,04:50 AM,07:07 AM,03:56 PM,-1,1,2,1,6,50,80,0.0,1021,4,10,226,5,Hungary
2020-11-29,3,2,0.3,3.2,1,100,03:35 PM,05:55 AM,07:09 AM,03:56 PM,-1,2,2,2,4,87,78,0.3,1022,3,9,145,3,Hungary
2020-11-30,3,-0,0.0,5.0,1,100,04:04 PM,07:01 AM,07:10 AM,03:55 PM,-3,1,1,1,4,58,75,0.0,1027,3,10,169,3,Hungary
2020-12-01,2,-1,0.0,8.4,2,89,04:40 PM,08:05 AM,07:11 AM,03:55 PM,-4,-2,0,-2,12,25,73,0.0,1025,2,10,105,9,Hungary
2020-12-02,2,-2,0.0,6.9,1,82,05:25 PM,09:06 AM,07:12 AM,03:54 PM,-6,-3,0,-3,13,32,63,0.0,1022,2,10,74,10,Hungary
2020-12-03,2,-4,0.0,3.2,1,75,06:19 PM,10:01 AM,07:13 AM,03:54 PM,-6,-4,0,-4,25,78,60,3.0,1013,2,9,88,17,Hungary
2020-12-04,7,-2,0.0,8.4,2,67,07:23 PM,10:47 AM,07:15 AM,03:54 PM,-0,0,4,0,25,51,73,0.1,1007,7,10,113,16,Hungary
2020-12-05,10,4,0.0,8.4,2,60,08:32 PM,11:26 AM,07:16 AM,03:53 PM,4,4,7,4,22,34,85,0.0,1011,10,9,112,13,Hungary
2020-12-06,11,6,0.0,5.0,2,53,09:45 PM,11:58 AM,07:17 AM,03:53 PM,5,5,8,5,29,53,81,0.0,1011,11,10,102,17,Hungary
2020-12-07,7,-2,0.0,3.1,2,46,11:00 PM,12:24 PM,07:18 AM,03:53 PM,4,3,6,3,28,89,82,18.0,1009,7,6,125,19,Hungary
2020-12-08,7,4,0.0,3.1,2,38,No moonrise,12:48 PM,07:19 AM,03:53 PM,3,2,6,2,22,77,83,0.8,1012,7,9,118,16,Hungary
2020-12-09,6,2,0.0,5.0,1,31,12:16 AM,01:10 PM,07:20 AM,03:53 PM,1,0,4,0,26,70,82,3.7,1009,6,9,76,18,Hungary
2020-12-10,6,2,0.0,3.1,2,24,01:35 AM,01:33 PM,07:21 AM,03:53 PM,3,3,5,3,10,96,90,11.1,1006,6,8,124,7,Hungary
2020-12-11,6,3,0.0,8.3,2,17,02:54 AM,01:57 PM,07:22 AM,03:53 PM,3,3,5,3,8,37,88,0.0,1008,6,10,122,6,Hungary
2020-12-12,5,-1,0.0,3.1,1,9,04:16 AM,02:24 PM,07:23 AM,03:53 PM,2,1,3,1,13,90,91,0.2,1005,5,7,59,9,Hungary
2020-12-13,6,3,0.0,5.0,1,2,05:40 AM,02:58 PM,07:24 AM,03:53 PM,2,2,4,2,14,55,84,0.0,1009,6,10,313,8,Hungary
2020-12-14,6,-2,0.0,8.3,2,0,07:02 AM,03:41 PM,07:24 AM,03:53 PM,2,2,4,2,5,19,82,0.0,1018,6,10,182,3,Hungary
2020-12-15,5,0,0.0,8.3,2,0,08:16 AM,04:34 PM,07:25 AM,03:53 PM,1,1,3,1,10,23,89,0.0,1022,5,10,115,7,Hungary
2020-12-16,4,1,0.0,3.1,1,5,09:20 AM,05:38 PM,07:26 AM,03:53 PM,0,1,2,1,8,68,87,0.1,1024,4,10,76,6,Hungary
2020-12-17,5,2,0.0,8.3,1,12,10:09 AM,06:48 PM,07:27 AM,03:54 PM,1,3,3,3,6,44,88,0.0,1027,5,8,63,4,Hungary
2020-12-18,5,3,0.0,3.1,1,20,10:47 AM,08:00 PM,07:27 AM,03:54 PM,2,4,5,4,3,95,84,0.0,1029,5,10,198,3,Hungary
2020-12-19,5,3,0.0,3.1,1,27,11:17 AM,09:12 PM,07:28 AM,03:54 PM,2,3,4,3,7,80,84,0.0,1028,5,10,101,5,Hungary
2020-12-20,4,2,0.0,3.1,1,34,11:41 AM,10:20 PM,07:29 AM,03:55 PM,1,1,3,1,11,71,84,0.0,1027,4,10,92,7,Hungary
2020-12-21,4,3,0.0,3.1,1,41,12:01 PM,11:26 PM,07:29 AM,03:55 PM,1,2,3,2,9,90,82,0.3,1029,4,10,126,6,Hungary
2020-12-22,4,-2,0.0,3.1,1,49,12:19 PM,No moonset,07:30 AM,03:56 PM,2,1,3,1,10,96,86,3.1,1025,4,9,161,7,Hungary
2020-12-23,8,2,0.0,3.1,2,56,12:37 PM,12:30 AM,07:30 AM,03:56 PM,5,5,7,5,16,69,90,1.1,1021,8,6,229,9,Hungary
2020-12-24,9,8,0.0,3.1,2,63,12:55 PM,01:34 AM,07:30 AM,03:57 PM,6,6,8,6,21,85,89,1.6,1011,9,7,229,12,Hungary
2020-12-25,6,4,0.0,8.3,3,70,01:15 PM,02:38 AM,07:31 AM,03:58 PM,2,3,6,3,21,47,77,1.1,1013,6,10,266,14,Hungary
2020-12-26,5,2,0.0,8.3,1,78,01:37 PM,03:43 AM,07:31 AM,03:58 PM,-1,1,4,1,11,26,70,0.0,1021,5,10,293,9,Hungary
2020-12-27,2,-4,0.0,5.0,1,85,02:04 PM,04:48 AM,07:31 AM,03:59 PM,-2,-1,2,-1,15,48,72,0.1,1015,2,10,101,11,Hungary
2020-12-28,8,-1,0.0,3.3,2,92,02:38 PM,05:54 AM,07:31 AM,04:00 PM,2,1,5,1,34,99,78,5.9,995,8,8,151,23,Hungary
2020-12-29,9,5,0.0,6.9,2,100,03:20 PM,06:57 AM,07:32 AM,04:01 PM,2,4,7,4,35,57,68,2.3,997,9,9,185,23,Hungary
2020-12-30,7,4,0.0,3.3,2,100,04:12 PM,07:55 AM,07:32 AM,04:01 PM,5,5,6,5,14,83,88,7.8,1005,7,7,194,9,Hungary
2020-12-31,6,5,0.0,3.3,2,89,05:14 PM,08:45 AM,07:32 AM,04:02 PM,3,4,6,4,10,92,86,0.0,1008,6,10,286,7,Hungary
2021-01-01,5,2,0.0,5.1,1,79,06:22 PM,09:27 AM,07:32 AM,04:03 PM,1,2,4,2,10,57,84,0.0,1011,5,10,207,7,Hungary
2021-01-02,6,2,0.0,6.9,1,71,07:36 PM,10:01 AM,07:32 AM,04:04 PM,1,2,4,2,18,47,77,0.0,1016,6,10,113,11,Hungary
2021-01-03,5,4,0.0,3.3,1,64,08:51 PM,10:29 AM,07:32 AM,04:05 PM,2,2,5,2,18,98,82,3.2,1014,5,8,94,12,Hungary
2021-01-04,6,4,0.0,3.3,2,57,10:06 PM,10:54 AM,07:32 AM,04:06 PM,3,2,5,2,15,92,92,0.5,1013,6,10,83,10,Hungary
2021-01-05,7,5,0.0,5.1,2,50,11:22 PM,11:16 AM,07:31 AM,04:07 PM,3,4,6,4,14,63,83,0.8,1011,7,7,261,10,Hungary
2021-01-06,4,-2,0.0,3.3,1,42,No moonrise,11:37 AM,07:31 AM,04:08 PM,2,1,3,1,10,72,90,5.2,1011,4,10,126,7,Hungary
2021-01-07,4,2,0.3,8.7,1,35,12:38 AM,11:59 AM,07:31 AM,04:10 PM,-1,1,3,1,14,50,77,2.7,1014,4,8,268,10,Hungary
2021-01-08,3,1,0.1,6.9,1,28,01:57 AM,12:24 PM,07:31 AM,04:11 PM,-1,1,2,1,7,54,80,0.4,1016,3,9,298,5,Hungary
2021-01-09,3,0,0.0,8.7,2,20,03:17 AM,12:54 PM,07:30 AM,04:12 PM,-3,-1,1,-1,11,9,72,0.0,1021,3,10,299,8,Hungary
2021-01-10,1,-0,0.0,3.3,1,13,04:37 AM,01:32 PM,07:30 AM,04:13 PM,-3,-2,1,-2,11,67,74,0.0,1023,1,10,92,8,Hungary
2021-01-11,5,-4,0.0,8.7,2,6,05:54 AM,02:18 PM,07:29 AM,04:14 PM,-4,-0,2,-0,8,17,59,0.0,1022,5,10,274,6,Hungary
2021-01-12,1,0,0.0,6.9,1,0,07:02 AM,03:17 PM,07:29 AM,04:16 PM,-6,-1,1,-1,10,36,61,0.0,1016,1,10,259,7,Hungary
2021-01-13,2,-1,0.5,8.7,1,0,07:57 AM,04:24 PM,07:28 AM,04:17 PM,-3,-4,0,-4,24,51,76,1.2,1012,2,8,277,17,Hungary
2021-01-14,-0,-4,1.9,8.7,1,1,08:41 AM,05:37 PM,07:28 AM,04:18 PM,-4,-6,-1,-6,27,60,78,2.3,1011,-0,8,298,19,Hungary
2021-01-15,-0,-2,0.0,6.9,1,8,09:15 AM,06:50 PM,07:27 AM,04:20 PM,-6,-5,-1,-5,19,37,71,0.0,1017,-0,10,320,14,Hungary
2021-01-16,-1,-4,0.0,6.9,1,16,09:42 AM,08:01 PM,07:26 AM,04:21 PM,-8,-7,-2,-7,18,57,68,0.0,1020,-1,10,296,13,Hungary
2021-01-17,-2,-5,0.0,5.1,1,23,10:04 AM,09:10 PM,07:26 AM,04:22 PM,-8,-8,-3,-8,18,70,70,0.0,1018,-2,10,220,14,Hungary
2021-01-18,-3,-6,0.0,8.7,1,30,10:23 AM,10:16 PM,07:25 AM,04:24 PM,-7,-7,-4,-7,9,48,78,0.0,1024,-3,10,273,7,Hungary
2021-01-19,2,-2,0.0,3.4,1,38,10:41 AM,11:21 PM,07:24 AM,04:25 PM,-3,-3,-0,-3,15,92,80,0.0,1022,2,10,244,9,Hungary
2021-01-20,5,-1,0.0,6.9,1,45,10:59 AM,No moonset,07:23 AM,04:27 PM,1,-0,3,-0,21,79,85,0.5,1017,5,9,214,12,Hungary
2021-01-21,9,3,0.0,3.4,2,52,11:18 AM,12:24 AM,07:22 AM,04:28 PM,2,2,6,2,32,64,80,0.0,1013,9,10,181,19,Hungary
2021-01-22,10,5,0.0,5.2,2,59,11:39 AM,01:29 AM,07:21 AM,04:30 PM,4,4,7,4,35,50,79,0.2,1007,10,10,181,21,Hungary
2021-01-23,10,7,0.0,3.4,2,67,12:04 PM,02:34 AM,07:20 AM,04:31 PM,5,6,8,6,23,95,83,10.8,998,10,8,188,14,Hungary
2021-01-24,5,3,0.0,3.4,2,74,12:34 PM,03:39 AM,07:19 AM,04:33 PM,1,2,5,2,19,80,78,1.5,998,5,8,252,13,Hungary
2021-01-25,3,1,3.1,8.7,1,81,01:13 PM,04:43 AM,07:18 AM,04:34 PM,-3,-3,2,-3,29,44,71,5.3,999,3,7,296,22,Hungary
2021-01-26,2,-0,0.0,6.9,1,88,02:01 PM,05:44 AM,07:17 AM,04:36 PM,-4,-3,1,-3,21,47,71,0.0,1010,2,10,321,14,Hungary
2021-01-27,2,-4,0.0,8.7,2,96,02:59 PM,06:37 AM,07:16 AM,04:37 PM,-4,-4,0,-4,23,18,71,0.0,1014,2,10,320,16,Hungary
2021-01-28,3,0,0.0,5.2,1,100,04:07 PM,07:23 AM,07:15 AM,04:39 PM,-2,-1,2,-1,14,53,76,0.0,1011,3,10,273,10,Hungary
2021-01-29,6,-2,0.5,3.5,1,90,05:21 PM,08:01 AM,07:14 AM,04:40 PM,2,0,3,0,17,91,88,3.8,1002,6,6,239,11,Hungary
2021-01-30,9,2,0.0,8.7,2,82,06:37 PM,08:31 AM,07:13 AM,04:42 PM,2,3,6,3,23,58,78,0.1,998,9,10,262,14,Hungary
2021-01-31,2,-0,0.9,3.5,1,79,07:55 PM,08:57 AM,07:11 AM,04:44 PM,-5,-3,1,-3,19,88,64,1.4,1003,2,7,108,15,Hungary
2021-02-01,5,0,0.0,8.7,2,63,09:12 PM,09:21 AM,07:10 AM,04:45 PM,-8,0,2,0,8,30,48,0.0,1003,5,10,255,6,Hungary
2021-02-02,6,1,0.0,7.0,1,55,10:29 PM,09:43 AM,07:09 AM,04:47 PM,1,2,3,2,8,61,83,0.0,1013,6,10,189,5,Hungary
2021-02-03,10,2,0.0,5.3,2,48,11:47 PM,10:04 AM,07:07 AM,04:48 PM,4,4,6,4,20,72,84,0.3,1012,10,8,195,12,Hungary
2021-02-04,11,6,0.0,8.7,3,40,No moonrise,10:28 AM,07:06 AM,04:50 PM,2,6,8,6,24,28,68,0.3,1015,11,9,279,15,Hungary
2021-02-05,6,5,0.0,3.5,2,33,01:05 AM,10:56 AM,07:05 AM,04:51 PM,3,4,5,4,11,93,82,2.9,1018,6,9,107,8,Hungary
2021-02-06,7,5,0.0,3.6,2,25,02:24 AM,11:29 AM,07:03 AM,04:53 PM,4,4,6,4,13,100,89,1.4,1013,7,7,77,9,Hungary
2021-02-07,9,2,0.0,3.6,2,18,03:40 AM,12:11 PM,07:02 AM,04:55 PM,3,3,6,3,18,95,86,4.6,1003,9,7,109,12,Hungary
