date_time,Rwanda_maxtempC,Rwanda_mintempC,Rwanda_totalSnow_cm,Rwanda_sunHour,Rwanda_uvIndex,Rwanda_moon_illumination,Rwanda_moonrise,Rwanda_moonset,Rwanda_sunrise,Rwanda_sunset,Rwanda_DewPointC,Rwanda_FeelsLikeC,Rwanda_HeatIndexC,Rwanda_WindChillC,Rwanda_WindGustKmph,Rwanda_cloudcover,Rwanda_humidity,Rwanda_precipMM,Rwanda_pressure,Rwanda_tempC,Rwanda_visibility,Rwanda_winddirDegree,Rwanda_windspeedKmph,Rwanda_location
2020-01-01,27,16,0.0,12.5,6,37,10:50 AM,11:12 PM,05:56 AM,06:10 PM,15,23,23,22,9,14,70,0.0,1012,27,10,216,6,Rwanda
2020-01-02,28,16,0.0,12.5,6,44,11:32 AM,11:52 PM,05:57 AM,06:10 PM,15,23,23,22,9,20,68,0.2,1013,28,10,166,6,Rwanda
2020-01-03,27,17,0.0,11.8,5,51,12:13 PM,No moonset,05:57 AM,06:11 PM,15,22,22,22,8,40,70,0.4,1014,27,10,183,5,Rwanda
2020-01-04,24,17,0.0,7.8,5,59,12:56 PM,12:32 AM,05:58 AM,06:11 PM,17,21,21,20,5,63,83,15.6,1014,24,8,215,3,Rwanda
2020-01-05,24,16,0.0,7.8,5,66,01:39 PM,01:14 AM,05:58 AM,06:12 PM,17,20,20,20,5,65,86,17.5,1013,24,7,224,3,Rwanda
2020-01-06,24,16,0.0,9.2,5,73,02:25 PM,01:57 AM,05:58 AM,06:12 PM,17,19,20,19,7,65,85,20.2,1013,24,8,223,4,Rwanda
2020-01-07,25,15,0.0,10.5,5,80,03:15 PM,02:43 AM,05:59 AM,06:13 PM,16,19,20,19,8,59,81,7.7,1013,25,7,170,5,Rwanda
2020-01-08,21,15,0.0,10.5,4,88,04:08 PM,03:34 AM,05:59 AM,06:13 PM,16,18,18,18,5,70,91,6.2,1014,21,8,257,3,Rwanda
2020-01-09,25,15,0.0,7.6,5,95,05:05 PM,04:28 AM,06:00 AM,06:13 PM,16,20,21,20,7,80,82,11.5,1013,25,8,216,4,Rwanda
2020-01-10,25,15,0.0,10.4,5,100,06:04 PM,05:26 AM,06:00 AM,06:14 PM,16,19,20,19,7,56,83,13.0,1013,25,7,198,4,Rwanda
2020-01-11,24,16,0.0,7.4,5,100,07:03 PM,06:25 AM,06:01 AM,06:14 PM,17,20,20,20,4,69,86,16.3,1014,24,8,192,2,Rwanda
2020-01-12,25,16,0.0,7.4,5,83,08:02 PM,07:26 AM,06:01 AM,06:14 PM,16,19,20,19,6,64,87,17.3,1015,25,7,216,3,Rwanda
2020-01-13,26,16,0.0,6.1,5,76,08:57 PM,08:24 AM,06:01 AM,06:15 PM,16,19,20,19,5,83,86,12.1,1014,26,7,188,4,Rwanda
2020-01-14,27,16,0.0,6.1,5,69,09:51 PM,09:20 AM,06:02 AM,06:15 PM,16,22,22,21,7,70,76,4.2,1012,27,9,192,5,Rwanda
2020-01-15,28,17,0.0,11.6,6,61,10:41 PM,10:13 AM,06:02 AM,06:15 PM,15,22,22,22,9,10,68,0.0,1012,28,10,207,6,Rwanda
2020-01-16,29,17,0.0,7.4,5,54,11:30 PM,11:04 AM,06:03 AM,06:16 PM,15,23,23,22,6,48,68,1.9,1013,29,10,230,4,Rwanda
2020-01-17,25,18,0.0,6.1,5,47,No moonrise,11:55 AM,06:03 AM,06:16 PM,18,21,21,21,3,74,84,14.3,1013,25,9,229,2,Rwanda
2020-01-18,23,18,0.0,7.4,5,40,12:19 AM,12:45 PM,06:03 AM,06:16 PM,17,20,20,20,4,71,86,7.1,1014,23,10,232,3,Rwanda
2020-01-19,29,17,0.0,8.8,5,32,01:09 AM,01:37 PM,06:04 AM,06:17 PM,16,23,23,22,3,56,70,0.5,1013,29,10,229,2,Rwanda
2020-01-20,29,18,0.0,11.6,6,25,01:59 AM,02:30 PM,06:04 AM,06:17 PM,16,23,23,22,6,20,71,0.0,1013,29,10,158,4,Rwanda
2020-01-21,30,19,0.0,11.6,7,18,02:52 AM,03:24 PM,06:04 AM,06:17 PM,15,24,24,23,6,10,66,0.0,1013,30,10,182,4,Rwanda
2020-01-22,29,17,0.0,11.6,7,11,03:46 AM,04:18 PM,06:05 AM,06:17 PM,16,24,24,23,4,10,67,0.0,1012,29,10,221,3,Rwanda
2020-01-23,30,18,0.0,11.6,6,3,04:40 AM,05:13 PM,06:05 AM,06:18 PM,15,24,24,23,4,11,63,0.0,1012,30,10,242,3,Rwanda
2020-01-24,28,20,0.0,8.8,5,0,05:34 AM,06:05 PM,06:05 AM,06:18 PM,16,23,23,23,3,61,69,3.1,1013,28,10,177,2,Rwanda
2020-01-25,29,19,0.0,10.2,5,0,06:25 AM,06:55 PM,06:06 AM,06:18 PM,16,24,24,23,4,55,66,1.5,1014,29,10,220,3,Rwanda
2020-01-26,28,18,0.0,11.6,6,4,07:15 AM,07:42 PM,06:06 AM,06:18 PM,14,24,24,23,8,14,61,0.0,1013,28,10,171,5,Rwanda
2020-01-27,27,19,0.0,10.2,5,11,08:01 AM,08:25 PM,06:06 AM,06:18 PM,15,22,22,22,3,40,68,0.3,1014,27,10,217,2,Rwanda
2020-01-28,22,18,0.0,6.1,4,18,08:45 AM,09:08 PM,06:06 AM,06:18 PM,17,19,20,19,5,82,88,15.6,1014,22,9,154,3,Rwanda
2020-01-29,20,16,0.0,6.1,4,26,09:28 AM,09:48 PM,06:07 AM,06:19 PM,16,18,18,18,4,73,93,14.7,1017,20,7,144,3,Rwanda
2020-01-30,23,17,0.0,7.4,5,33,10:09 AM,10:28 PM,06:07 AM,06:19 PM,17,19,20,19,4,68,90,27.9,1016,23,7,173,3,Rwanda
2020-01-31,24,17,0.0,6.1,5,37,10:50 AM,11:09 PM,06:07 AM,06:19 PM,17,19,20,19,4,77,88,20.0,1015,24,7,179,2,Rwanda
2020-02-01,20,17,0.0,6.1,4,49,11:33 AM,11:50 PM,06:07 AM,06:19 PM,17,18,18,18,4,73,92,20.9,1015,20,9,244,2,Rwanda
2020-02-02,23,16,0.0,10.2,5,57,12:16 PM,No moonset,06:07 AM,06:19 PM,16,19,20,19,6,50,86,17.8,1015,23,8,192,4,Rwanda
2020-02-03,25,16,0.0,6.1,5,64,01:03 PM,12:34 AM,06:08 AM,06:19 PM,17,20,21,20,3,69,85,17.7,1014,25,8,167,2,Rwanda
2020-02-04,22,17,0.0,6.1,4,72,01:54 PM,01:22 AM,06:08 AM,06:19 PM,17,18,19,18,4,77,93,31.0,1015,22,7,188,2,Rwanda
2020-02-05,24,17,0.0,6.1,5,79,02:48 PM,02:13 AM,06:08 AM,06:19 PM,18,20,21,20,5,76,88,15.5,1013,24,8,152,3,Rwanda
2020-02-06,20,17,0.0,6.1,4,87,03:45 PM,03:08 AM,06:08 AM,06:19 PM,17,18,18,18,3,73,92,9.2,1015,20,10,175,2,Rwanda
2020-02-07,26,14,0.0,8.8,5,95,04:45 PM,04:07 AM,06:08 AM,06:19 PM,17,22,22,21,5,47,79,1.7,1015,26,10,163,4,Rwanda
2020-02-08,28,17,0.0,6.1,5,100,05:45 PM,05:07 AM,06:08 AM,06:19 PM,16,23,23,22,7,83,76,8.2,1014,28,9,173,5,Rwanda
2020-02-09,28,17,0.0,11.6,5,100,06:43 PM,06:07 AM,06:08 AM,06:19 PM,16,23,23,23,7,35,71,0.4,1014,28,10,151,5,Rwanda
2020-02-10,29,18,0.0,11.6,7,83,07:39 PM,07:06 AM,06:08 AM,06:19 PM,14,24,24,24,8,22,62,0.2,1013,29,10,176,6,Rwanda
2020-02-11,30,18,0.0,11.6,7,75,08:32 PM,08:02 AM,06:08 AM,06:19 PM,14,24,24,23,7,7,59,0.0,1013,30,10,168,5,Rwanda
2020-02-12,30,17,0.0,11.6,7,68,09:24 PM,08:56 AM,06:08 AM,06:19 PM,15,25,25,24,4,12,61,0.0,1013,30,10,204,3,Rwanda
2020-02-13,29,18,0.0,11.6,6,60,10:14 PM,09:49 AM,06:09 AM,06:19 PM,15,23,23,23,7,26,65,0.4,1012,29,10,229,5,Rwanda
2020-02-14,28,20,0.0,11.6,5,53,11:05 PM,10:41 AM,06:09 AM,06:19 PM,14,24,24,23,9,27,57,0.1,1012,28,10,148,6,Rwanda
2020-02-15,28,17,0.0,8.8,5,45,11:57 PM,11:34 AM,06:09 AM,06:19 PM,16,22,22,22,5,73,72,3.2,1012,28,10,157,3,Rwanda
2020-02-16,26,17,0.0,6.1,5,38,No moonrise,12:26 PM,06:09 AM,06:19 PM,17,21,21,21,5,70,82,14.4,1013,26,8,179,3,Rwanda
2020-02-17,25,17,0.0,6.1,5,30,12:49 AM,01:21 PM,06:09 AM,06:19 PM,17,22,22,21,6,79,82,18.8,1013,25,8,237,4,Rwanda
2020-02-18,26,17,0.0,7.4,5,22,01:42 AM,02:14 PM,06:09 AM,06:18 PM,18,22,22,21,5,70,83,19.0,1013,26,8,222,3,Rwanda
2020-02-19,26,17,0.0,6.0,5,15,02:35 AM,03:08 PM,06:09 AM,06:18 PM,18,21,21,21,6,76,84,14.2,1013,26,7,217,4,Rwanda
2020-02-20,28,16,0.0,6.1,5,7,03:29 AM,04:00 PM,06:08 AM,06:18 PM,16,22,22,22,6,71,76,2.5,1012,28,8,209,4,Rwanda
2020-02-21,26,16,0.0,7.4,5,0,04:20 AM,04:50 PM,06:08 AM,06:18 PM,17,22,22,21,5,64,82,9.9,1012,26,8,216,3,Rwanda
2020-02-22,28,17,0.0,7.4,5,0,05:10 AM,05:38 PM,06:08 AM,06:18 PM,17,23,23,22,7,66,75,4.6,1012,28,9,170,4,Rwanda
2020-02-23,29,18,0.0,11.6,6,0,05:57 AM,06:22 PM,06:08 AM,06:18 PM,17,25,25,24,6,50,73,1.4,1011,29,10,152,4,Rwanda
2020-02-24,25,18,0.0,7.4,5,0,06:41 AM,07:05 PM,06:08 AM,06:17 PM,18,22,22,21,5,70,86,13.7,1012,25,9,224,3,Rwanda
2020-02-25,25,18,0.0,7.4,5,8,07:25 AM,07:46 PM,06:08 AM,06:17 PM,18,20,21,20,4,66,87,20.6,1013,25,8,163,3,Rwanda
2020-02-26,26,17,0.0,6.0,5,15,08:06 AM,08:25 PM,06:08 AM,06:17 PM,17,21,21,21,5,70,82,10.2,1013,26,8,193,3,Rwanda
2020-02-27,25,17,0.0,10.2,5,23,08:47 AM,09:06 PM,06:08 AM,06:17 PM,17,20,20,20,5,47,86,19.8,1014,25,7,212,3,Rwanda
2020-02-28,25,17,0.0,7.4,5,30,09:29 AM,09:47 PM,06:08 AM,06:17 PM,17,20,20,20,4,66,87,9.5,1014,25,8,246,2,Rwanda
2020-02-29,24,16,0.0,7.4,5,38,10:12 AM,10:29 PM,06:08 AM,06:16 PM,17,19,20,19,4,77,88,6.5,1014,24,6,230,3,Rwanda
2020-03-01,30,16,0.0,6.0,5,44,10:57 AM,11:14 PM,06:08 AM,06:16 PM,17,23,23,22,5,80,77,7.3,1012,30,8,232,3,Rwanda
2020-03-02,27,17,0.0,6.0,5,51,11:45 AM,No moonset,06:07 AM,06:16 PM,17,20,21,20,5,79,86,25.5,1014,27,8,229,3,Rwanda
2020-03-03,26,17,0.0,6.0,5,58,12:35 PM,12:02 AM,06:07 AM,06:16 PM,18,21,21,21,2,75,84,20.5,1015,26,9,209,1,Rwanda
2020-03-04,25,17,0.0,6.0,5,65,01:30 PM,12:54 AM,06:07 AM,06:15 PM,17,20,20,20,6,75,86,18.0,1015,25,8,225,3,Rwanda
2020-03-05,24,16,0.0,6.0,5,73,02:26 PM,01:50 AM,06:07 AM,06:15 PM,17,20,21,20,6,69,86,12.5,1016,24,7,166,4,Rwanda
2020-03-06,27,17,0.0,6.0,5,80,03:25 PM,02:48 AM,06:07 AM,06:15 PM,17,23,23,21,5,76,83,21.6,1014,27,9,171,2,Rwanda
2020-03-07,27,17,0.0,6.0,5,87,04:23 PM,03:47 AM,06:07 AM,06:14 PM,17,22,22,21,6,67,81,11.5,1013,27,8,276,4,Rwanda
2020-03-08,26,17,0.0,6.0,5,95,05:21 PM,04:46 AM,06:06 AM,06:14 PM,18,21,21,21,6,77,85,26.3,1012,26,8,220,3,Rwanda
2020-03-09,25,16,0.0,7.4,5,100,06:16 PM,05:45 AM,06:06 AM,06:14 PM,18,19,20,19,5,71,90,21.0,1012,25,8,234,3,Rwanda
2020-03-10,26,17,0.0,7.4,5,100,07:10 PM,06:40 AM,06:06 AM,06:14 PM,18,20,21,20,4,59,87,16.6,1012,26,7,181,2,Rwanda
2020-03-11,25,17,0.0,6.0,5,84,08:03 PM,07:36 AM,06:06 AM,06:13 PM,18,20,20,20,5,77,89,18.8,1012,25,7,208,3,Rwanda
2020-03-12,26,17,0.0,7.4,5,76,08:55 PM,08:29 AM,06:06 AM,06:13 PM,18,22,22,21,5,64,83,9.0,1012,26,6,217,3,Rwanda
2020-03-13,23,17,0.0,6.0,5,69,09:48 PM,09:24 AM,06:05 AM,06:13 PM,18,19,20,19,5,75,93,30.1,1014,23,8,226,3,Rwanda
2020-03-14,25,17,0.0,7.4,5,62,10:42 PM,10:19 AM,06:05 AM,06:12 PM,18,21,21,21,5,66,87,13.8,1013,25,8,200,3,Rwanda
2020-03-15,29,17,0.0,7.4,5,55,11:37 PM,11:14 AM,06:05 AM,06:12 PM,18,23,23,22,5,57,80,2.8,1012,29,8,200,3,Rwanda
2020-03-16,29,18,0.0,7.4,5,47,No moonrise,12:10 PM,06:05 AM,06:12 PM,18,24,24,23,4,63,79,3.9,1011,29,9,214,3,Rwanda
2020-03-17,28,17,0.0,6.0,5,40,12:31 AM,01:05 PM,06:05 AM,06:11 PM,18,24,24,23,5,78,80,11.4,1011,28,9,183,3,Rwanda
2020-03-18,23,17,0.0,7.4,5,33,01:26 AM,01:57 PM,06:04 AM,06:11 PM,18,20,20,20,8,76,89,19.4,1013,23,9,209,4,Rwanda
2020-03-19,19,16,0.0,7.4,4,25,02:17 AM,02:48 PM,06:04 AM,06:11 PM,17,18,18,18,5,59,95,9.5,1015,19,8,216,3,Rwanda
