date_time,Rwanda_maxtempC,Rwanda_mintempC,Rwanda_totalSnow_cm,Rwanda_sunHour,Rwanda_uvIndex,Rwanda_moon_illumination,Rwanda_moonrise,Rwanda_moonset,Rwanda_sunrise,Rwanda_sunset,Rwanda_DewPointC,Rwanda_FeelsLikeC,Rwanda_HeatIndexC,Rwanda_WindChillC,Rwanda_WindGustKmph,Rwanda_cloudcover,Rwanda_humidity,Rwanda_precipMM,Rwanda_pressure,Rwanda_tempC,Rwanda_visibility,Rwanda_winddirDegree,Rwanda_windspeedKmph,Rwanda_location
2020-08-26,28,18,0.0,11.7,5,50,12:21 PM,No moonset,06:00 AM,06:03 PM,13,24,24,23,9,51,57,1.7,1013,28,10,180,6,Rwanda
2020-08-27,29,18,0.0,12.4,7,57,01:17 PM,12:54 AM,05:59 AM,06:03 PM,12,23,23,23,7,10,51,0.0,1013,29,10,144,5,Rwanda
2020-08-28,32,19,0.0,12.4,7,64,02:13 PM,01:51 AM,05:59 AM,06:03 PM,10,26,26,25,9,5,43,0.0,1011,32,10,183,7,Rwanda
2020-08-29,30,21,0.0,12.4,7,71,03:09 PM,02:47 AM,05:59 AM,06:03 PM,10,26,26,25,8,12,43,0.0,1011,30,10,182,6,Rwanda
2020-08-30,29,17,0.0,10.5,6,79,04:02 PM,03:42 AM,05:58 AM,06:02 PM,13,24,24,23,8,67,59,1.9,1012,29,10,202,5,Rwanda
2020-08-31,28,18,0.0,10.5,5,82,04:53 PM,04:32 AM,05:58 AM,06:02 PM,14,24,24,23,7,60,62,3.9,1012,28,9,169,5,Rwanda
2020-09-01,29,17,0.0,10.5,5,97,05:41 PM,05:21 AM,05:58 AM,06:02 PM,13,23,23,22,8,57,63,2.3,1012,29,10,166,5,Rwanda
2020-09-02,31,18,0.0,12.5,7,100,06:25 PM,06:06 AM,05:57 AM,06:02 PM,9,25,25,24,9,5,43,0.0,1012,31,10,180,7,Rwanda
2020-09-03,32,18,0.0,12.4,7,88,07:08 PM,06:48 AM,05:57 AM,06:01 PM,7,25,25,25,6,4,33,0.0,1013,32,10,202,5,Rwanda
2020-09-04,32,20,0.0,12.5,7,81,07:50 PM,07:29 AM,05:56 AM,06:01 PM,8,26,26,26,6,3,35,0.0,1013,32,10,230,5,Rwanda
2020-09-05,32,21,0.0,12.5,7,73,08:31 PM,08:09 AM,05:56 AM,06:01 PM,10,26,26,26,5,5,37,0.0,1011,32,10,228,4,Rwanda
2020-09-06,31,21,0.0,12.4,7,66,09:13 PM,08:49 AM,05:56 AM,06:00 PM,11,26,26,26,6,6,42,0.0,1009,31,10,223,5,Rwanda
2020-09-07,25,20,0.0,10.5,5,58,09:56 PM,09:30 AM,05:55 AM,06:00 PM,13,23,23,22,7,63,59,2.6,1011,25,10,124,5,Rwanda
2020-09-08,27,18,0.0,9.1,5,50,10:41 PM,10:12 AM,05:55 AM,06:00 PM,13,22,22,22,8,60,61,2.1,1013,27,10,143,5,Rwanda
2020-09-09,27,17,0.0,10.5,5,43,11:29 PM,10:58 AM,05:55 AM,06:00 PM,14,23,23,22,5,64,63,2.9,1013,27,10,188,3,Rwanda
2020-09-10,32,20,0.0,11.6,7,35,No moonrise,11:46 AM,05:54 AM,05:59 PM,11,26,26,26,7,15,43,0.0,1011,32,10,153,5,Rwanda
2020-09-11,29,21,0.0,11.6,7,28,12:19 AM,12:37 PM,05:54 AM,05:59 PM,11,25,25,25,9,8,44,0.0,1011,29,10,192,7,Rwanda
2020-09-12,29,20,0.0,10.2,6,20,01:13 AM,01:32 PM,05:53 AM,05:59 PM,11,24,24,24,8,21,45,0.1,1012,29,10,171,6,Rwanda
2020-09-13,29,19,0.0,8.8,6,13,02:08 AM,02:28 PM,05:53 AM,05:58 PM,11,24,24,24,6,35,44,0.4,1013,29,10,226,5,Rwanda
2020-09-14,30,21,0.0,11.6,6,5,03:04 AM,03:25 PM,05:53 AM,05:58 PM,12,25,25,24,6,33,51,0.7,1013,30,10,146,4,Rwanda
2020-09-15,30,20,0.0,11.6,7,0,04:00 AM,04:21 PM,05:52 AM,05:58 PM,12,25,25,25,7,25,47,0.2,1012,30,10,164,5,Rwanda
2020-09-16,31,19,0.0,11.6,7,0,04:55 AM,05:17 PM,05:52 AM,05:57 PM,11,25,25,25,7,7,45,0.0,1012,31,10,173,5,Rwanda
2020-09-17,31,19,0.0,11.6,6,0,05:48 AM,06:12 PM,05:51 AM,05:57 PM,11,25,25,25,7,23,46,0.2,1012,31,10,221,5,Rwanda
2020-09-18,31,20,0.0,11.6,7,2,06:40 AM,07:06 PM,05:51 AM,05:57 PM,12,26,26,25,7,7,46,0.0,1012,31,10,191,5,Rwanda
2020-09-19,34,20,0.0,11.6,7,10,07:33 AM,08:00 PM,05:51 AM,05:57 PM,10,27,27,27,6,2,39,0.0,1011,34,10,172,5,Rwanda
2020-09-20,32,21,0.0,11.6,7,17,08:25 AM,08:55 PM,05:50 AM,05:56 PM,11,27,27,27,7,4,40,0.0,1011,32,10,181,5,Rwanda
2020-09-21,30,19,0.0,11.6,6,25,09:19 AM,09:51 PM,05:50 AM,05:56 PM,13,25,25,25,7,22,52,0.2,1012,30,10,160,5,Rwanda
2020-09-22,28,17,0.0,7.4,5,32,10:15 AM,10:48 PM,05:49 AM,05:56 PM,14,23,23,22,8,72,67,10.1,1013,28,9,222,5,Rwanda
2020-09-23,29,18,0.0,8.8,5,40,11:12 AM,11:46 PM,05:49 AM,05:55 PM,13,23,23,23,7,53,58,2.6,1013,29,10,201,4,Rwanda
2020-09-24,30,19,0.0,11.6,7,47,12:09 PM,No moonset,05:49 AM,05:55 PM,12,24,24,24,8,12,51,0.0,1012,30,10,194,6,Rwanda
2020-09-25,28,19,0.0,11.6,5,55,01:05 PM,12:43 AM,05:48 AM,05:55 PM,12,24,24,23,7,24,54,2.3,1012,28,10,195,5,Rwanda
2020-09-26,31,19,0.0,11.6,6,62,01:59 PM,01:38 AM,05:48 AM,05:55 PM,13,23,23,23,7,31,58,3.8,1011,31,10,239,5,Rwanda
2020-09-27,29,15,0.0,8.8,5,70,02:50 PM,02:30 AM,05:47 AM,05:54 PM,16,22,22,21,7,61,73,23.9,1011,29,9,196,5,Rwanda
2020-09-28,30,19,0.0,10.2,6,78,03:38 PM,03:19 AM,05:47 AM,05:54 PM,15,24,24,24,7,60,64,2.7,1011,30,10,204,6,Rwanda
2020-09-29,29,18,0.0,7.4,5,85,04:23 PM,04:04 AM,05:47 AM,05:54 PM,15,23,23,22,8,73,67,3.4,1012,29,10,242,5,Rwanda
2020-09-30,30,17,0.0,8.8,5,93,05:07 PM,04:46 AM,05:46 AM,05:53 PM,15,23,23,23,7,62,67,6.3,1012,30,10,215,5,Rwanda
2020-10-01,28,18,0.0,8.8,5,97,05:48 PM,05:28 AM,05:46 AM,05:53 PM,16,22,22,22,8,68,71,10.9,1012,28,9,236,5,Rwanda
2020-10-02,27,17,0.0,7.4,5,100,06:29 PM,06:07 AM,05:45 AM,05:53 PM,15,23,23,22,7,70,68,8.2,1012,27,10,191,4,Rwanda
2020-10-03,29,19,0.0,8.8,5,89,07:11 PM,06:47 AM,05:45 AM,05:53 PM,13,23,23,23,7,46,57,1.0,1012,29,10,179,5,Rwanda
2020-10-04,27,18,0.0,8.8,5,82,07:53 PM,07:28 AM,05:45 AM,05:52 PM,13,23,23,23,8,28,58,0.5,1013,27,10,182,6,Rwanda
2020-10-05,31,19,0.0,11.6,7,74,08:37 PM,08:10 AM,05:44 AM,05:52 PM,11,24,24,24,6,5,46,0.0,1013,31,10,172,4,Rwanda
2020-10-06,31,18,0.0,11.6,7,67,09:24 PM,08:54 AM,05:44 AM,05:52 PM,12,25,25,24,8,7,51,0.0,1012,31,10,185,5,Rwanda
2020-10-07,30,18,0.0,11.6,6,60,10:12 PM,09:41 AM,05:44 AM,05:52 PM,12,25,25,24,7,19,51,0.6,1012,30,10,212,5,Rwanda
2020-10-08,30,18,0.0,11.6,7,53,11:04 PM,10:29 AM,05:43 AM,05:52 PM,13,25,25,24,7,24,55,0.5,1013,30,10,164,4,Rwanda
2020-10-09,30,18,0.0,11.6,6,45,11:57 PM,11:22 AM,05:43 AM,05:51 PM,13,23,23,23,8,18,56,0.1,1012,30,10,205,6,Rwanda
2020-10-10,30,17,0.0,11.6,6,38,No moonrise,12:16 PM,05:43 AM,05:51 PM,14,23,23,22,7,24,64,1.2,1013,30,10,164,5,Rwanda
2020-10-11,32,17,0.0,8.8,6,31,12:51 AM,01:11 PM,05:42 AM,05:51 PM,14,23,23,23,7,62,64,3.8,1012,32,10,203,5,Rwanda
2020-10-12,29,18,0.0,11.6,6,23,01:46 AM,02:06 PM,05:42 AM,05:51 PM,14,23,23,23,7,32,59,1.2,1012,29,10,213,5,Rwanda
2020-10-13,28,16,0.0,8.8,5,16,02:40 AM,03:01 PM,05:42 AM,05:51 PM,15,21,21,20,9,65,76,13.9,1012,28,9,187,5,Rwanda
2020-10-14,26,16,0.0,7.4,5,9,03:33 AM,03:55 PM,05:41 AM,05:50 PM,15,21,21,21,7,74,76,11.3,1013,26,8,201,5,Rwanda
2020-10-15,28,17,0.0,7.4,5,2,04:24 AM,04:49 PM,05:41 AM,05:50 PM,15,23,23,22,6,56,67,5.6,1013,28,9,173,4,Rwanda
2020-10-16,29,17,0.0,10.2,5,0,05:17 AM,05:43 PM,05:41 AM,05:50 PM,14,23,23,22,7,49,62,0.8,1012,29,10,224,5,Rwanda
2020-10-17,29,18,0.0,11.6,6,0,06:09 AM,06:38 PM,05:41 AM,05:50 PM,14,23,23,23,6,44,61,0.4,1012,29,10,219,4,Rwanda
2020-10-18,27,19,0.0,8.8,5,5,07:04 AM,07:36 PM,05:40 AM,05:50 PM,15,23,23,22,7,47,66,0.9,1011,27,10,195,5,Rwanda
2020-10-19,28,18,0.0,10.2,5,13,08:01 AM,08:35 PM,05:40 AM,05:50 PM,15,22,22,22,8,57,70,1.7,1012,28,10,208,5,Rwanda
2020-10-20,26,18,0.0,7.4,5,20,09:00 AM,09:35 PM,05:40 AM,05:50 PM,17,21,21,21,8,66,83,32.5,1012,26,8,149,5,Rwanda
2020-10-21,22,17,0.0,7.4,5,27,09:59 AM,10:35 PM,05:40 AM,05:49 PM,17,19,20,19,7,74,88,23.7,1013,22,9,211,4,Rwanda
2020-10-22,23,18,0.0,6.0,5,35,10:58 AM,11:33 PM,05:40 AM,05:49 PM,18,20,21,20,6,78,87,43.1,1013,23,7,166,3,Rwanda
2020-10-23,27,17,0.0,7.4,5,42,11:54 AM,No moonset,05:39 AM,05:49 PM,16,22,22,21,7,70,77,8.5,1013,27,9,217,4,Rwanda
2020-10-24,26,16,0.0,8.8,5,49,12:47 PM,12:26 AM,05:39 AM,05:49 PM,16,21,21,20,8,63,79,12.3,1012,26,9,244,5,Rwanda
2020-10-25,26,17,0.0,8.8,5,56,01:36 PM,01:17 AM,05:39 AM,05:49 PM,17,21,21,21,6,56,81,15.1,1011,26,9,217,4,Rwanda
2020-10-26,26,17,0.0,7.4,5,64,02:22 PM,02:03 AM,05:39 AM,05:49 PM,17,20,20,20,8,72,87,46.1,1012,26,7,132,4,Rwanda
2020-10-27,22,16,0.0,6.1,4,71,03:06 PM,02:46 AM,05:39 AM,05:49 PM,17,19,19,19,7,65,90,33.8,1012,22,8,200,4,Rwanda
2020-10-28,23,18,0.0,7.4,5,78,03:48 PM,03:28 AM,05:39 AM,05:49 PM,17,20,20,20,9,67,87,26.2,1012,23,8,139,5,Rwanda
2020-10-29,23,17,0.0,6.1,4,85,04:28 PM,04:07 AM,05:38 AM,05:49 PM,17,19,19,19,9,74,91,39.9,1013,23,6,199,5,Rwanda
2020-10-30,19,17,0.0,6.1,4,93,05:10 PM,04:47 AM,05:38 AM,05:49 PM,17,18,18,18,6,75,92,15.0,1014,19,9,238,4,Rwanda
2020-10-31,23,17,0.0,7.4,5,97,05:52 PM,05:27 AM,05:38 AM,05:49 PM,17,19,20,19,6,66,86,16.1,1013,23,8,177,4,Rwanda
2020-11-01,22,17,0.0,8.8,5,89,06:35 PM,06:08 AM,05:38 AM,05:49 PM,16,19,20,19,6,64,83,4.0,1013,22,10,147,4,Rwanda
2020-11-02,25,16,0.0,8.8,5,81,07:21 PM,06:52 AM,05:38 AM,05:49 PM,17,21,21,20,7,55,82,5.9,1013,25,8,219,4,Rwanda
2020-11-03,27,16,0.0,10.2,5,74,08:09 PM,07:38 AM,05:38 AM,05:49 PM,16,22,22,21,6,42,74,1.0,1013,27,10,171,4,Rwanda
2020-11-04,28,16,0.0,8.8,5,66,09:00 PM,08:26 AM,05:38 AM,05:49 PM,15,22,22,21,6,46,72,0.6,1012,28,10,232,4,Rwanda
2020-11-05,26,16,0.0,8.8,5,58,09:52 PM,09:17 AM,05:38 AM,05:49 PM,17,21,21,20,6,64,81,8.7,1012,26,9,251,3,Rwanda
2020-11-06,25,17,0.0,6.1,5,51,10:45 PM,10:10 AM,05:38 AM,05:49 PM,18,20,21,20,7,79,86,24.9,1012,25,8,221,4,Rwanda
2020-11-07,23,17,0.0,7.4,5,43,11:38 PM,11:03 AM,05:38 AM,05:49 PM,17,19,20,19,8,68,88,17.4,1014,23,9,211,4,Rwanda
2020-11-08,25,16,0.0,6.1,5,36,No moonrise,11:57 AM,05:38 AM,05:50 PM,17,20,20,20,7,62,84,10.3,1014,25,8,202,4,Rwanda
2020-11-09,24,17,0.0,6.1,5,28,12:30 AM,12:50 PM,05:38 AM,05:50 PM,18,20,21,20,7,77,87,24.9,1014,24,8,242,4,Rwanda
2020-11-10,24,16,0.0,7.4,5,21,01:22 AM,01:43 PM,05:38 AM,05:50 PM,17,19,20,19,6,69,88,15.4,1013,24,7,202,3,Rwanda
2020-11-11,24,17,0.0,6.1,5,13,02:12 AM,02:34 PM,05:38 AM,05:50 PM,16,19,20,19,3,75,86,8.0,1013,24,9,216,2,Rwanda
2020-11-12,20,17,0.0,6.1,4,6,03:02 AM,03:27 PM,05:38 AM,05:50 PM,17,18,18,18,5,76,92,22.4,1014,20,8,246,3,Rwanda
2020-11-13,26,16,0.0,7.4,5,0,03:53 AM,04:20 PM,05:38 AM,05:50 PM,17,21,21,20,6,68,83,23.5,1013,26,7,174,3,Rwanda
2020-11-14,24,16,0.0,8.8,5,0,04:46 AM,05:16 PM,05:38 AM,05:51 PM,17,19,20,19,6,63,87,22.4,1013,24,8,198,4,Rwanda
2020-11-15,24,17,0.0,6.1,5,0,05:42 AM,06:15 PM,05:39 AM,05:51 PM,18,20,21,20,6,73,88,21.1,1012,24,8,168,3,Rwanda
2020-11-16,21,17,0.0,7.4,4,2,06:40 AM,07:16 PM,05:39 AM,05:51 PM,17,19,19,19,5,71,92,16.0,1013,21,9,191,3,Rwanda
2020-11-17,24,18,0.0,6.1,5,9,07:41 AM,08:18 PM,05:39 AM,05:51 PM,18,20,20,20,7,77,90,26.7,1012,24,8,198,5,Rwanda
2020-11-18,25,16,0.0,8.8,5,17,08:42 AM,09:19 PM,05:39 AM,05:52 PM,17,20,21,20,8,69,84,18.0,1012,25,7,158,5,Rwanda
2020-11-19,18,16,0.0,6.1,4,24,09:43 AM,10:17 PM,05:39 AM,05:52 PM,17,17,17,17,3,79,97,46.9,1014,18,5,249,2,Rwanda
2020-11-20,26,17,0.0,7.4,5,32,10:38 AM,11:10 PM,05:39 AM,05:52 PM,18,21,21,20,7,70,86,24.7,1012,26,6,181,4,Rwanda
2020-11-21,27,16,0.0,8.8,5,39,11:31 AM,11:59 PM,05:40 AM,05:52 PM,17,21,21,21,7,65,81,13.7,1012,27,7,212,4,Rwanda
2020-11-22,26,16,0.0,7.4,5,47,12:19 PM,No moonset,05:40 AM,05:53 PM,17,21,21,20,7,74,83,15.9,1013,26,8,219,4,Rwanda
2020-11-23,28,16,0.0,10.2,5,54,01:04 PM,12:44 AM,05:40 AM,05:53 PM,17,22,22,21,6,61,81,8.3,1013,28,8,181,4,Rwanda
2020-11-24,25,16,0.0,8.8,5,62,01:46 PM,01:26 AM,05:40 AM,05:53 PM,18,20,21,20,7,65,87,24.7,1013,25,7,181,4,Rwanda
2020-11-25,25,16,0.0,8.8,5,70,02:27 PM,02:06 AM,05:41 AM,05:54 PM,17,19,20,19,8,63,87,22.4,1013,25,7,218,5,Rwanda
2020-11-26,28,16,0.0,8.8,5,77,03:08 PM,02:46 AM,05:41 AM,05:54 PM,17,22,22,21,5,53,80,11.1,1013,28,9,194,3,Rwanda
2020-11-27,27,16,0.0,8.8,5,85,03:50 PM,03:26 AM,05:41 AM,05:54 PM,17,21,21,20,5,69,84,19.3,1012,27,7,156,3,Rwanda
2020-11-28,28,16,0.0,8.8,5,92,04:33 PM,04:06 AM,05:41 AM,05:55 PM,17,21,21,20,6,62,82,18.8,1012,28,7,208,3,Rwanda
2020-11-29,21,17,0.0,6.1,4,100,05:18 PM,04:49 AM,05:42 AM,05:55 PM,18,19,19,19,7,70,93,27.9,1013,21,8,191,4,Rwanda
2020-11-30,23,16,0.0,7.4,5,100,06:06 PM,05:35 AM,05:42 AM,05:55 PM,17,19,19,19,6,59,88,15.6,1014,23,7,199,4,Rwanda
2020-12-01,26,17,0.0,8.8,5,89,06:56 PM,06:22 AM,05:42 AM,05:56 PM,17,21,21,20,4,66,83,10.6,1013,26,8,128,3,Rwanda
2020-12-02,27,16,0.0,8.8,5,82,07:48 PM,07:13 AM,05:43 AM,05:56 PM,17,21,21,20,7,63,82,12.9,1012,27,8,183,5,Rwanda
2020-12-03,26,17,0.0,8.8,5,75,08:41 PM,08:06 AM,05:43 AM,05:57 PM,16,21,21,21,8,71,78,6.7,1013,26,10,163,6,Rwanda
2020-12-04,23,18,0.0,6.1,5,67,09:35 PM,09:00 AM,05:43 AM,05:57 PM,18,20,20,20,6,73,89,30.1,1014,23,8,173,3,Rwanda
2020-12-05,22,17,0.0,6.1,4,60,10:26 PM,09:53 AM,05:44 AM,05:58 PM,18,19,19,19,6,75,93,40.1,1015,22,7,191,3,Rwanda
2020-12-06,23,16,0.0,7.5,5,53,11:17 PM,10:45 AM,05:44 AM,05:58 PM,17,19,20,19,7,64,88,19.6,1014,23,8,159,4,Rwanda
2020-12-07,25,15,0.0,8.8,5,46,No moonrise,11:37 AM,05:45 AM,05:58 PM,16,19,20,19,7,63,83,4.1,1015,25,8,220,4,Rwanda
2020-12-08,26,15,0.0,8.8,5,38,12:06 AM,12:26 PM,05:45 AM,05:59 PM,16,21,21,20,7,53,82,9.5,1015,26,7,223,4,Rwanda
2020-12-09,25,16,0.0,8.8,5,31,12:54 AM,01:17 PM,05:45 AM,05:59 PM,17,20,20,20,8,57,86,22.3,1013,25,7,214,5,Rwanda
2020-12-10,26,14,0.0,12.5,6,24,01:43 AM,02:07 PM,05:46 AM,06:00 PM,15,22,22,21,9,21,72,0.3,1013,26,10,165,7,Rwanda
2020-12-11,26,17,0.0,10.5,5,17,02:32 AM,03:00 PM,05:46 AM,06:00 PM,15,22,22,21,9,64,72,2.0,1013,26,9,207,6,Rwanda
2020-12-12,23,16,0.0,9.2,5,9,03:25 AM,03:56 PM,05:47 AM,06:01 PM,17,19,19,19,5,72,87,9.2,1014,23,10,227,3,Rwanda
2020-12-13,26,17,0.0,10.5,5,2,04:21 AM,04:55 PM,05:47 AM,06:01 PM,15,22,22,21,8,68,75,2.1,1012,26,10,171,6,Rwanda
2020-12-14,27,16,0.0,12.5,5,0,05:20 AM,05:57 PM,05:48 AM,06:02 PM,15,22,22,21,8,25,70,0.1,1012,27,10,210,6,Rwanda
2020-12-15,27,16,0.0,12.5,6,0,06:21 AM,06:59 PM,05:48 AM,06:02 PM,14,22,22,21,9,10,68,0.0,1012,27,10,203,6,Rwanda
2020-12-16,28,15,0.0,12.5,6,5,07:24 AM,08:00 PM,05:49 AM,06:03 PM,14,22,22,21,8,12,68,0.0,1012,28,10,206,6,Rwanda
2020-12-17,27,15,0.0,12.5,5,12,08:23 AM,08:57 PM,05:49 AM,06:03 PM,14,21,21,21,7,30,67,0.2,1012,27,10,203,5,Rwanda
2020-12-18,27,18,0.0,10.5,5,20,09:19 AM,09:50 PM,05:50 AM,06:04 PM,16,21,21,20,5,57,76,6.6,1012,27,9,175,3,Rwanda
2020-12-19,19,15,0.0,9.2,4,27,10:10 AM,10:38 PM,05:50 AM,06:04 PM,16,18,18,18,4,67,93,9.0,1013,19,7,193,2,Rwanda
2020-12-20,26,15,0.0,10.5,5,34,10:58 AM,11:22 PM,05:51 AM,06:05 PM,16,21,21,20,8,67,80,5.8,1013,26,7,134,5,Rwanda
2020-12-21,25,16,0.0,10.5,5,41,11:42 AM,No moonset,05:51 AM,06:05 PM,16,20,21,20,7,64,82,11.4,1013,25,8,190,4,Rwanda
2020-12-22,26,15,0.0,10.5,5,49,12:24 PM,12:03 AM,05:52 AM,06:06 PM,16,19,19,19,7,67,83,13.8,1013,26,8,205,4,Rwanda
2020-12-23,27,15,0.0,11.8,5,56,01:05 PM,12:43 AM,05:52 AM,06:06 PM,15,21,21,21,8,48,74,1.2,1012,27,9,212,6,Rwanda
2020-12-24,27,15,0.0,12.5,5,63,01:47 PM,01:23 AM,05:53 AM,06:07 PM,15,22,22,21,8,43,73,2.5,1012,27,9,207,6,Rwanda
2020-12-25,27,16,0.0,11.8,5,70,02:28 PM,02:03 AM,05:53 AM,06:07 PM,17,22,22,21,6,61,82,12.2,1011,27,9,209,3,Rwanda
2020-12-26,28,15,0.0,10.5,5,78,03:13 PM,02:45 AM,05:54 AM,06:08 PM,16,22,22,21,7,56,77,5.7,1011,28,7,235,5,Rwanda
2020-12-27,27,15,0.0,10.5,5,85,04:00 PM,03:30 AM,05:54 AM,06:08 PM,15,21,21,21,8,59,74,3.7,1011,27,9,160,5,Rwanda
2020-12-28,27,15,0.0,9.2,5,92,04:49 PM,04:16 AM,05:55 AM,06:08 PM,15,21,21,21,8,68,72,3.5,1011,27,9,173,5,Rwanda
2020-12-29,28,16,0.0,12.5,6,100,05:42 PM,05:07 AM,05:55 AM,06:09 PM,13,23,23,22,8,7,61,0.0,1011,28,10,214,5,Rwanda
2020-12-30,28,17,0.0,12.5,5,100,06:35 PM,06:00 AM,05:55 AM,06:09 PM,14,24,24,23,8,24,64,0.4,1011,28,10,207,5,Rwanda
2020-12-31,28,17,0.0,12.5,5,89,07:30 PM,06:54 AM,05:56 AM,06:10 PM,15,23,23,22,9,24,68,0.6,1011,28,10,169,6,Rwanda
2021-01-01,24,16,0.0,7.8,5,79,08:23 PM,07:49 AM,05:56 AM,06:10 PM,17,20,21,20,7,77,85,20.8,1012,24,8,164,4,Rwanda
2021-01-02,25,16,0.0,12.5,5,71,09:15 PM,08:42 AM,05:57 AM,06:11 PM,16,19,19,19,4,43,85,14.1,1014,25,7,187,3,Rwanda
2021-01-03,19,16,0.0,7.8,4,64,10:04 PM,09:34 AM,05:57 AM,06:11 PM,16,17,17,17,6,85,94,25.7,1015,19,8,201,4,Rwanda
2021-01-04,25,13,0.0,10.5,5,57,10:52 PM,10:24 AM,05:58 AM,06:12 PM,17,19,20,19,5,66,82,9.0,1013,25,8,179,3,Rwanda
2021-01-05,27,16,0.0,10.5,5,50,11:40 PM,11:14 AM,05:58 AM,06:12 PM,16,21,21,21,7,53,77,3.7,1011,27,9,197,5,Rwanda
2021-01-06,26,16,0.0,7.8,5,42,No moonrise,12:03 PM,05:59 AM,06:12 PM,17,22,22,21,5,75,80,13.2,1012,26,9,231,3,Rwanda
2021-01-07,27,16,0.0,10.5,5,35,12:27 AM,12:53 PM,05:59 AM,06:13 PM,15,22,22,21,8,71,76,6.3,1011,27,8,168,5,Rwanda
2021-01-08,27,16,0.0,11.7,5,28,01:17 AM,01:46 PM,06:00 AM,06:13 PM,16,23,23,22,5,40,74,1.5,1010,27,10,231,3,Rwanda
2021-01-09,25,16,0.0,10.4,5,20,02:09 AM,02:41 PM,06:00 AM,06:14 PM,16,19,19,19,4,63,84,4.4,1011,25,9,245,2,Rwanda
2021-01-10,20,17,0.0,6.1,4,13,03:05 AM,03:40 PM,06:01 AM,06:14 PM,17,18,18,18,5,70,92,9.5,1013,20,9,273,3,Rwanda
2021-01-11,24,17,0.0,6.1,5,6,04:04 AM,04:40 PM,06:01 AM,06:14 PM,17,19,20,19,4,74,89,20.4,1012,24,9,190,2,Rwanda
2021-01-12,20,17,0.0,7.5,4,0,05:05 AM,05:42 PM,06:01 AM,06:15 PM,17,18,18,18,5,65,91,20.3,1013,20,8,237,3,Rwanda
2021-01-13,26,16,0.0,11.6,5,0,06:05 AM,06:41 PM,06:02 AM,06:15 PM,16,19,20,19,4,49,83,1.5,1012,26,10,206,3,Rwanda
2021-01-14,22,17,0.0,6.1,5,1,07:04 AM,07:36 PM,06:02 AM,06:15 PM,17,19,20,19,4,74,88,14.5,1012,22,9,207,2,Rwanda
2021-01-15,23,16,0.0,6.1,5,8,07:58 AM,08:27 PM,06:03 AM,06:16 PM,17,19,19,19,5,79,87,15.6,1012,23,8,218,3,Rwanda
2021-01-16,24,14,0.0,6.1,5,16,08:48 AM,09:14 PM,06:03 AM,06:16 PM,17,19,20,19,4,71,85,20.4,1012,24,7,196,2,Rwanda
2021-01-17,23,15,0.0,6.1,4,23,09:35 AM,09:57 PM,06:03 AM,06:16 PM,16,19,20,19,5,58,86,12.3,1013,23,9,246,3,Rwanda
2021-01-18,27,16,0.0,7.4,5,30,10:18 AM,10:38 PM,06:04 AM,06:17 PM,15,22,22,21,5,53,73,0.6,1012,27,10,196,3,Rwanda
2021-01-19,26,17,0.0,6.1,5,38,11:00 AM,11:19 PM,06:04 AM,06:17 PM,15,22,22,21,7,73,74,7.8,1012,26,9,225,5,Rwanda
2021-01-20,28,17,0.0,10.2,5,45,11:42 AM,11:59 PM,06:04 AM,06:17 PM,14,24,24,23,8,50,63,1.9,1012,28,10,165,6,Rwanda
2021-01-21,26,15,0.0,6.1,5,52,12:23 PM,No moonset,06:05 AM,06:17 PM,16,20,21,20,6,65,78,8.6,1013,26,8,169,4,Rwanda
2021-01-22,28,17,0.0,6.1,5,59,01:07 PM,12:40 AM,06:05 AM,06:18 PM,15,23,23,22,5,54,70,0.6,1012,28,10,134,4,Rwanda
2021-01-23,23,17,0.0,6.1,5,67,01:52 PM,01:23 AM,06:05 AM,06:18 PM,16,19,19,19,5,66,80,9.1,1013,23,9,156,3,Rwanda
2021-01-24,24,16,0.0,7.4,5,74,02:40 PM,02:08 AM,06:05 AM,06:18 PM,16,19,20,19,6,72,83,12.7,1012,24,9,178,4,Rwanda
2021-01-25,26,16,0.0,7.4,5,81,03:32 PM,02:57 AM,06:06 AM,06:18 PM,16,21,21,20,6,61,79,5.4,1013,26,8,180,4,Rwanda
2021-01-26,24,16,0.0,7.4,5,88,04:25 PM,03:49 AM,06:06 AM,06:18 PM,17,20,20,20,5,68,84,16.1,1013,24,8,186,3,Rwanda
2021-01-27,26,16,0.0,8.8,5,96,05:20 PM,04:43 AM,06:06 AM,06:18 PM,16,21,21,20,5,57,79,4.8,1013,26,8,194,3,Rwanda
2021-01-28,27,16,0.0,10.2,5,100,06:14 PM,05:39 AM,06:07 AM,06:19 PM,15,21,21,21,8,38,71,2.3,1012,27,8,171,5,Rwanda
2021-01-29,29,17,0.0,10.2,5,90,07:08 PM,06:34 AM,06:07 AM,06:19 PM,14,23,23,22,7,25,62,0.4,1013,29,10,172,5,Rwanda
2021-01-30,28,17,0.0,7.4,5,82,07:59 PM,07:28 AM,06:07 AM,06:19 PM,15,23,23,22,5,50,71,3.6,1012,28,10,173,3,Rwanda
2021-01-31,28,16,0.0,8.8,5,79,08:49 PM,08:20 AM,06:07 AM,06:19 PM,16,23,23,22,5,51,74,3.6,1011,28,8,173,4,Rwanda
