date_time,Canada_maxtempC,Canada_mintempC,Canada_totalSnow_cm,Canada_sunHour,Canada_uvIndex,Canada_moon_illumination,Canada_moonrise,Canada_moonset,Canada_sunrise,Canada_sunset,Canada_DewPointC,Canada_FeelsLikeC,Canada_HeatIndexC,Canada_WindChillC,Canada_WindGustKmph,Canada_cloudcover,Canada_humidity,Canada_precipMM,Canada_pressure,Canada_tempC,Canada_visibility,Canada_winddirDegree,Canada_windspeedKmph,Canada_location
2020-12-24,6,-9,0.0,3.3,1,63,01:22 PM,02:08 AM,07:41 AM,04:24 PM,1,-2,2,-2,32,84,89,19.7,1009,6,8,149,17,Canada
2020-12-25,3,-5,0.5,3.3,1,70,01:44 PM,03:10 AM,07:42 AM,04:25 PM,-1,-4,0,-4,22,91,91,42.5,997,3,7,271,15,Canada
2020-12-26,-3,-7,1.3,3.3,1,78,02:09 PM,04:13 AM,07:42 AM,04:25 PM,-9,-11,-5,-11,24,88,72,1.8,1003,-3,6,263,19,Canada
2020-12-27,-2,-8,0.0,6.9,1,85,02:39 PM,05:18 AM,07:42 AM,04:26 PM,-9,-9,-5,-9,13,51,75,0.1,1016,-2,9,212,9,Canada
2020-12-28,3,-4,3.7,3.3,1,92,03:16 PM,06:21 AM,07:42 AM,04:27 PM,-2,-5,0,-5,32,95,88,7.6,1011,3,6,199,21,Canada
2020-12-29,-7,-11,0.0,8.7,2,100,04:01 PM,07:23 AM,07:43 AM,04:28 PM,-14,-16,-9,-16,24,12,65,0.0,1027,-7,10,283,18,Canada
2020-12-30,-3,-12,0.9,3.3,1,100,04:56 PM,08:18 AM,07:43 AM,04:29 PM,-6,-10,-6,-10,20,79,89,7.5,1022,-3,7,185,13,Canada
2020-12-31,-2,-4,0.0,8.7,2,89,05:59 PM,09:07 AM,07:43 AM,04:30 PM,-4,-6,-2,-6,28,39,82,6.8,1015,-2,10,268,18,Canada
2021-01-01,-3,-5,0.1,8.7,1,79,07:08 PM,09:48 AM,07:43 AM,04:30 PM,-6,-6,-4,-6,7,25,86,0.1,1030,-3,10,195,5,Canada
2021-01-02,-1,-4,11.3,3.3,1,71,08:20 PM,10:22 AM,07:43 AM,04:31 PM,-3,-7,-3,-7,21,81,94,14.4,1014,-1,5,200,14,Canada
2021-01-03,-4,-8,0.5,5.1,1,64,09:33 PM,10:51 AM,07:43 AM,04:32 PM,-6,-9,-5,-9,13,52,93,0.6,1018,-4,7,140,8,Canada
2021-01-04,-1,-7,0.3,3.3,1,57,10:47 PM,11:16 AM,07:43 AM,04:33 PM,-4,-6,-4,-6,8,96,97,0.4,1016,-1,6,73,5,Canada
2021-01-05,-1,-5,0.2,3.3,1,50,No moonrise,11:40 AM,07:43 AM,04:34 PM,-3,-5,-2,-5,11,100,94,0.3,1016,-1,7,71,7,Canada
2021-01-06,-1,-4,0.0,3.4,1,42,12:01 AM,12:03 PM,07:42 AM,04:36 PM,-4,-6,-3,-6,16,67,89,0.0,1021,-1,10,308,9,Canada
2021-01-07,-3,-7,0.0,8.7,2,35,01:16 AM,12:28 PM,07:42 AM,04:37 PM,-7,-10,-5,-10,21,28,88,0.0,1024,-3,10,319,13,Canada
2021-01-08,-3,-10,0.0,8.7,2,28,02:32 AM,12:56 PM,07:42 AM,04:38 PM,-10,-12,-7,-12,18,5,83,0.0,1023,-3,10,329,11,Canada
2021-01-09,-3,-9,0.0,8.7,2,20,03:51 AM,01:30 PM,07:42 AM,04:39 PM,-9,-12,-7,-12,21,14,81,0.0,1019,-3,10,320,12,Canada
2021-01-10,-3,-9,0.0,8.7,1,13,05:09 AM,02:10 PM,07:41 AM,04:40 PM,-8,-10,-6,-10,14,31,89,0.0,1025,-3,10,291,8,Canada
2021-01-11,-0,-7,0.2,3.4,1,6,06:22 AM,03:02 PM,07:41 AM,04:41 PM,-5,-6,-4,-6,12,98,92,0.2,1024,-0,9,210,7,Canada
2021-01-12,-1,-5,0.5,5.2,1,0,07:27 AM,04:03 PM,07:40 AM,04:43 PM,-4,-6,-3,-6,14,72,93,1.4,1017,-1,8,226,8,Canada
2021-01-13,-0,-5,0.1,3.4,1,0,08:20 AM,05:11 PM,07:40 AM,04:44 PM,-4,-7,-3,-7,16,69,94,0.2,1012,-0,6,209,10,Canada
2021-01-14,0,-3,0.3,3.4,1,1,09:02 AM,06:22 PM,07:39 AM,04:45 PM,-2,-3,-1,-3,7,91,97,0.4,1008,0,6,138,5,Canada
2021-01-15,-1,-6,1.4,3.4,1,8,09:36 AM,07:34 PM,07:39 AM,04:46 PM,-2,-6,-2,-6,25,97,95,1.7,1010,-1,8,86,17,Canada
2021-01-16,0,-3,46.9,3.4,1,16,10:03 AM,08:42 PM,07:38 AM,04:48 PM,-1,-6,-1,-6,34,100,97,62.7,1000,0,3,76,23,Canada
2021-01-17,-1,-6,3.8,3.4,1,23,10:25 AM,09:48 PM,07:38 AM,04:49 PM,-3,-8,-2,-8,25,96,92,5.0,994,-1,6,289,18,Canada
2021-01-18,-9,-13,0.0,5.2,1,30,10:46 AM,10:52 PM,07:37 AM,04:50 PM,-12,-17,-11,-17,19,54,90,0.0,1006,-9,10,292,12,Canada
2021-01-19,-8,-14,1.0,3.4,1,38,11:06 AM,11:55 PM,07:36 AM,04:52 PM,-13,-14,-11,-14,9,94,89,1.2,1014,-8,8,177,5,Canada
2021-01-20,-12,-17,0.0,3.4,1,45,11:25 AM,No moonset,07:35 AM,04:53 PM,-14,-19,-13,-19,20,51,89,0.5,1015,-12,9,258,12,Canada
2021-01-21,-1,-15,5.9,3.4,1,52,11:46 AM,12:57 AM,07:35 AM,04:54 PM,-8,-11,-7,-11,15,95,94,6.9,1003,-1,4,158,9,Canada
2021-01-22,-5,-12,0.9,3.5,1,59,12:10 PM,02:00 AM,07:34 AM,04:56 PM,-8,-12,-7,-12,24,82,90,1.9,1002,-5,8,267,15,Canada
2021-01-23,-14,-18,0.0,3.5,1,67,12:37 PM,03:04 AM,07:33 AM,04:57 PM,-17,-25,-16,-25,28,85,87,0.0,1019,-14,10,299,18,Canada
2021-01-24,-12,-19,0.0,8.7,2,74,01:11 PM,04:07 AM,07:32 AM,04:59 PM,-18,-25,-16,-25,26,9,86,0.0,1023,-12,10,292,16,Canada
2021-01-25,-8,-17,0.0,3.6,1,81,01:53 PM,05:09 AM,07:31 AM,05:00 PM,-15,-16,-13,-16,8,63,90,0.1,1021,-8,9,206,4,Canada
2021-01-26,-7,-12,0.0,5.3,1,88,02:44 PM,06:08 AM,07:30 AM,05:02 PM,-10,-14,-10,-14,13,84,93,0.4,1019,-7,8,56,8,Canada
2021-01-27,-4,-10,0.6,3.7,1,96,03:45 PM,07:00 AM,07:29 AM,05:03 PM,-8,-11,-7,-11,16,90,92,0.9,1016,-4,7,229,10,Canada
2021-01-28,-13,-18,0.0,5.3,1,100,04:53 PM,07:45 AM,07:28 AM,05:04 PM,-17,-24,-15,-24,28,63,88,0.0,1024,-13,10,304,18,Canada
2021-01-29,-14,-22,0.0,3.7,1,90,06:06 PM,08:21 AM,07:27 AM,05:06 PM,-20,-27,-18,-27,23,87,87,0.0,1026,-14,10,305,14,Canada
2021-01-30,-14,-23,0.0,7.0,1,82,07:21 PM,08:53 AM,07:26 AM,05:07 PM,-20,-26,-19,-26,17,34,90,0.0,1029,-14,10,301,9,Canada
2021-01-31,-12,-21,0.0,8.7,2,79,08:36 PM,09:20 AM,07:25 AM,05:09 PM,-18,-21,-17,-21,11,7,90,0.0,1029,-12,10,147,6,Canada
2021-02-01,-7,-20,0.0,8.7,1,63,09:51 PM,09:45 AM,07:24 AM,05:10 PM,-16,-19,-14,-19,16,17,92,0.0,1024,-7,6,56,9,Canada
2021-02-02,-1,-12,0.5,8.7,1,55,11:07 PM,10:08 AM,07:22 AM,05:12 PM,-8,-12,-6,-12,25,41,88,0.6,1014,-1,9,16,14,Canada
2021-02-03,-2,-7,0.0,8.7,1,48,No moonrise,10:32 AM,07:21 AM,05:13 PM,-8,-11,-5,-11,29,50,81,0.0,1008,-2,10,313,17,Canada
2021-02-04,-2,-10,0.0,8.7,2,40,12:22 AM,10:59 AM,07:20 AM,05:15 PM,-8,-11,-6,-11,18,18,90,0.0,1011,-2,10,281,11,Canada
2021-02-05,-1,-9,5.0,3.7,1,33,01:40 AM,11:30 AM,07:18 AM,05:16 PM,-7,-11,-6,-11,24,75,92,6.0,1001,-1,6,144,15,Canada
2021-02-06,-7,-12,0.0,3.8,1,25,02:56 AM,12:06 PM,07:17 AM,05:18 PM,-12,-17,-10,-17,32,70,82,0.0,1007,-7,10,226,20,Canada
2021-02-07,-6,-13,1.4,3.8,1,18,04:09 AM,12:53 PM,07:16 AM,05:19 PM,-11,-15,-10,-15,18,90,90,2.5,1016,-6,6,177,11,Canada
