date_time,Monaco_maxtempC,Monaco_mintempC,Monaco_totalSnow_cm,Monaco_sunHour,Monaco_uvIndex,Monaco_moon_illumination,Monaco_moonrise,Monaco_moonset,Monaco_sunrise,Monaco_sunset,Monaco_DewPointC,Monaco_FeelsLikeC,Monaco_HeatIndexC,Monaco_WindChillC,Monaco_WindGustKmph,Monaco_cloudcover,Monaco_humidity,Monaco_precipMM,Monaco_pressure,Monaco_tempC,Monaco_visibility,Monaco_winddirDegree,Monaco_windspeedKmph,Monaco_location
2020-11-06,17,12,0.0,8.7,5,51,09:31 PM,12:34 PM,07:13 AM,05:14 PM,11,16,17,16,7,7,67,0.0,1029,17,10,145,6,Monaco
2020-11-07,18,11,0.0,8.7,5,43,10:34 PM,01:20 PM,07:15 AM,05:13 PM,9,16,17,16,11,9,60,0.0,1028,18,10,55,9,Monaco
2020-11-08,18,16,0.0,8.7,5,36,11:44 PM,01:59 PM,07:16 AM,05:12 PM,11,17,17,17,7,33,68,0.4,1026,18,9,121,6,Monaco
2020-11-09,17,16,0.0,8.7,5,28,No moonrise,02:32 PM,07:17 AM,05:11 PM,13,17,17,17,9,41,76,0.0,1024,17,10,57,7,Monaco
2020-11-10,18,16,0.0,8.7,5,21,12:56 AM,03:02 PM,07:19 AM,05:10 PM,11,17,17,17,5,17,67,0.0,1024,18,10,175,4,Monaco
2020-11-11,17,11,0.0,8.7,5,13,02:11 AM,03:29 PM,07:20 AM,05:09 PM,11,16,16,16,6,7,68,0.0,1024,17,10,257,5,Monaco
2020-11-12,16,12,0.0,8.7,5,6,03:28 AM,03:56 PM,07:21 AM,05:08 PM,11,15,15,15,5,32,72,0.0,1024,16,10,125,4,Monaco
2020-11-13,16,15,0.0,8.7,4,0,04:45 AM,04:23 PM,07:23 AM,05:07 PM,9,15,15,15,8,41,67,0.4,1024,16,9,61,6,Monaco
2020-11-14,16,15,0.0,8.7,5,0,06:06 AM,04:53 PM,07:24 AM,05:06 PM,10,16,16,16,9,27,67,0.0,1024,16,10,48,8,Monaco
2020-11-15,17,13,0.0,3.7,4,0,07:27 AM,05:29 PM,07:25 AM,05:05 PM,9,16,16,16,10,59,65,0.0,1021,17,10,67,8,Monaco
2020-11-16,17,15,0.0,5.3,4,2,08:48 AM,06:10 PM,07:27 AM,05:04 PM,11,16,16,16,8,49,72,0.4,1017,17,10,198,6,Monaco
2020-11-17,17,13,0.0,7.0,4,9,10:04 AM,07:01 PM,07:28 AM,05:03 PM,7,16,16,16,12,26,54,0.0,1025,17,10,237,8,Monaco
2020-11-18,17,11,0.0,8.7,5,17,11:11 AM,08:00 PM,07:29 AM,05:02 PM,7,15,16,15,6,6,55,0.0,1027,17,10,200,5,Monaco
2020-11-19,16,10,0.0,8.7,5,24,12:06 PM,09:05 PM,07:30 AM,05:01 PM,9,15,15,15,9,1,65,0.0,1023,16,10,148,8,Monaco
2020-11-20,17,12,0.0,8.7,4,32,12:50 PM,10:12 PM,07:32 AM,05:00 PM,4,14,15,14,14,32,49,1.7,1021,17,10,163,11,Monaco
2020-11-21,15,11,0.0,8.7,4,39,01:26 PM,11:20 PM,07:33 AM,05:00 PM,1,13,13,13,11,1,43,0.0,1030,15,10,121,8,Monaco
2020-11-22,12,12,0.0,8.7,4,47,01:54 PM,No moonset,07:34 AM,04:59 PM,4,12,12,12,5,13,57,0.0,1029,12,10,124,4,Monaco
2020-11-23,13,9,0.0,8.7,4,54,02:18 PM,12:24 AM,07:35 AM,04:58 PM,5,12,12,12,7,5,61,0.0,1027,13,10,215,6,Monaco
2020-11-24,13,9,0.0,8.7,4,62,02:40 PM,01:28 AM,07:37 AM,04:58 PM,5,11,12,11,8,8,63,0.0,1025,13,10,185,7,Monaco
2020-11-25,13,10,0.0,8.7,4,70,03:01 PM,02:28 AM,07:38 AM,04:57 PM,3,12,13,12,9,6,52,0.0,1022,13,10,99,7,Monaco
2020-11-26,14,12,0.0,8.7,4,77,03:21 PM,03:30 AM,07:39 AM,04:56 PM,3,12,13,12,14,6,52,0.0,1022,14,10,39,11,Monaco
2020-11-27,16,13,0.0,8.7,3,85,03:43 PM,04:30 AM,07:40 AM,04:56 PM,7,13,14,13,20,38,61,0.0,1020,16,10,39,15,Monaco
2020-11-28,15,11,0.0,6.9,3,92,04:06 PM,05:32 AM,07:41 AM,04:55 PM,8,13,15,13,27,57,63,2.4,1014,15,9,35,19,Monaco
2020-11-29,17,13,0.0,8.7,5,100,04:33 PM,06:33 AM,07:43 AM,04:55 PM,7,15,15,15,11,19,58,0.0,1014,17,10,126,8,Monaco
2020-11-30,14,13,0.0,6.9,3,100,05:05 PM,07:37 AM,07:44 AM,04:55 PM,7,13,13,13,9,45,65,0.1,1019,14,10,163,7,Monaco
2020-12-01,12,11,0.0,3.4,3,89,05:44 PM,08:39 AM,07:45 AM,04:54 PM,8,10,12,10,14,90,79,8.5,1015,12,9,105,11,Monaco
2020-12-02,10,8,0.0,5.2,2,82,06:30 PM,09:38 AM,07:46 AM,04:54 PM,2,8,9,8,9,52,61,4.6,1010,10,10,175,8,Monaco
2020-12-03,11,9,0.0,8.7,4,75,07:25 PM,10:32 AM,07:47 AM,04:54 PM,1,9,10,9,9,39,55,0.3,1006,11,10,301,7,Monaco
2020-12-04,12,10,0.0,3.4,3,67,08:26 PM,11:20 AM,07:48 AM,04:53 PM,7,9,11,9,14,95,78,23.4,996,12,7,130,11,Monaco
2020-12-05,11,10,0.0,5.2,3,60,09:34 PM,12:00 PM,07:49 AM,04:53 PM,4,10,10,10,10,82,65,3.2,996,11,10,174,8,Monaco
2020-12-06,11,7,0.0,8.7,3,53,10:44 PM,12:35 PM,07:50 AM,04:53 PM,4,9,10,9,10,48,67,16.9,998,11,9,150,8,Monaco
2020-12-07,11,8,0.0,8.7,3,46,11:56 PM,01:05 PM,07:51 AM,04:53 PM,-0,8,9,8,15,16,51,0.1,1002,11,10,258,12,Monaco
2020-12-08,11,9,0.0,6.9,3,38,No moonrise,01:32 PM,07:52 AM,04:53 PM,2,8,10,8,15,59,57,9.6,999,11,7,113,12,Monaco
2020-12-09,12,10,0.0,5.2,3,31,01:09 AM,01:57 PM,07:53 AM,04:53 PM,3,10,11,10,10,61,58,0.1,1001,12,10,181,8,Monaco
2020-12-10,11,9,0.0,6.9,3,24,02:22 AM,02:22 PM,07:54 AM,04:53 PM,3,9,10,9,13,50,62,1.1,1005,11,10,139,10,Monaco
2020-12-11,10,2,0.0,3.4,2,17,03:39 AM,02:50 PM,07:54 AM,04:53 PM,4,7,8,7,10,89,71,3.5,1004,10,10,246,8,Monaco
2020-12-12,11,8,0.0,3.4,3,9,04:57 AM,03:22 PM,07:55 AM,04:53 PM,6,9,10,9,8,79,77,2.1,1001,11,7,148,6,Monaco
2020-12-13,14,6,0.0,8.7,4,2,06:17 AM,03:59 PM,07:56 AM,04:53 PM,3,10,11,10,7,6,54,0.0,1009,14,10,300,6,Monaco
2020-12-14,12,11,0.0,8.7,3,0,07:36 AM,04:44 PM,07:57 AM,04:54 PM,4,11,12,11,9,44,61,0.0,1017,12,10,101,7,Monaco
2020-12-15,13,11,0.0,5.1,3,0,08:48 AM,05:40 PM,07:57 AM,04:54 PM,5,12,12,12,7,54,60,0.0,1018,13,10,91,6,Monaco
2020-12-16,14,11,0.0,6.9,3,5,09:51 AM,06:43 PM,07:58 AM,04:54 PM,8,12,13,12,13,61,72,0.3,1021,14,9,63,10,Monaco
2020-12-17,14,13,0.0,5.1,3,12,10:42 AM,07:52 PM,07:59 AM,04:54 PM,7,13,14,13,6,69,66,0.1,1023,14,10,185,5,Monaco
2020-12-18,14,13,0.0,8.7,4,20,11:23 AM,09:01 PM,07:59 AM,04:55 PM,6,13,13,13,12,30,62,0.0,1025,14,10,183,9,Monaco
2020-12-19,14,13,0.0,3.2,3,27,11:55 AM,10:09 PM,08:00 AM,04:55 PM,8,12,13,12,13,68,71,2.3,1024,14,9,47,10,Monaco
2020-12-20,13,5,0.0,3.2,3,34,12:21 PM,11:15 PM,08:01 AM,04:56 PM,10,10,12,10,10,92,86,51.3,1022,13,7,82,8,Monaco
2020-12-21,13,10,0.0,5.0,3,41,12:44 PM,No moonset,08:01 AM,04:56 PM,9,13,13,13,5,69,76,0.9,1025,13,10,147,4,Monaco
2020-12-22,14,11,0.0,8.6,3,49,01:05 PM,12:17 AM,08:02 AM,04:57 PM,9,12,13,12,10,56,77,0.3,1025,14,10,93,8,Monaco
2020-12-23,14,13,0.0,3.2,3,56,01:26 PM,01:19 AM,08:02 AM,04:57 PM,9,13,13,13,10,66,74,0.0,1024,14,10,271,7,Monaco
2020-12-24,16,12,0.0,6.9,3,63,01:47 PM,02:19 AM,08:02 AM,04:58 PM,8,13,14,13,26,55,68,0.7,1015,16,9,258,19,Monaco
2020-12-25,11,10,0.0,5.0,3,70,02:09 PM,03:21 AM,08:03 AM,04:59 PM,2,9,11,9,17,49,55,7.5,1010,11,10,264,12,Monaco
2020-12-26,12,7,0.0,8.6,4,78,02:34 PM,04:22 AM,08:03 AM,04:59 PM,-1,8,10,8,17,29,46,0.2,1016,12,10,182,13,Monaco
2020-12-27,9,8,0.0,6.9,2,85,03:05 PM,05:25 AM,08:03 AM,05:00 PM,-4,7,9,7,12,54,40,0.2,1010,9,9,297,9,Monaco
2020-12-28,11,5,0.0,5.1,3,92,03:41 PM,06:28 AM,08:04 AM,05:01 PM,3,7,9,7,23,72,66,3.9,989,11,8,207,20,Monaco
2020-12-29,12,8,0.0,8.7,3,100,04:24 PM,07:29 AM,08:04 AM,05:01 PM,2,7,9,7,20,29,64,1.0,996,12,10,275,17,Monaco
2020-12-30,10,8,0.0,8.7,3,100,05:17 PM,08:26 AM,08:04 AM,05:02 PM,0,7,8,7,10,32,56,0.2,1004,10,10,208,8,Monaco
2020-12-31,10,8,0.0,8.7,3,89,06:18 PM,09:17 AM,08:04 AM,05:03 PM,-1,7,9,7,14,23,52,0.5,1010,10,10,260,11,Monaco
2021-01-01,9,4,0.0,3.4,2,79,07:25 PM,10:01 AM,08:04 AM,05:04 PM,5,5,8,5,23,97,79,35.7,1006,9,7,85,19,Monaco
2021-01-02,10,5,0.0,3.4,2,71,08:35 PM,10:37 AM,08:04 AM,05:05 PM,3,5,9,5,29,95,69,24.9,1003,10,7,31,24,Monaco
2021-01-03,10,7,0.0,6.9,2,64,09:47 PM,11:09 AM,08:04 AM,05:06 PM,3,7,9,7,15,75,67,15.7,1007,10,9,144,12,Monaco
2021-01-04,10,5,0.0,5.2,2,57,10:59 PM,11:36 AM,08:04 AM,05:07 PM,1,7,8,7,13,73,59,1.3,1008,10,10,249,10,Monaco
2021-01-05,8,6,0.0,3.4,2,50,No moonrise,12:01 PM,08:04 AM,05:08 PM,2,6,7,6,8,81,68,13.4,1009,8,8,240,7,Monaco
2021-01-06,9,3,0.0,8.7,2,42,12:11 AM,12:26 PM,08:04 AM,05:09 PM,0,5,7,5,9,33,61,0.1,1011,9,10,303,7,Monaco
2021-01-07,8,4,0.0,6.9,2,35,01:25 AM,12:52 PM,08:04 AM,05:10 PM,-1,4,7,4,15,60,60,0.0,1013,8,10,200,11,Monaco
2021-01-08,8,5,0.0,8.7,2,28,02:39 AM,01:20 PM,08:04 AM,05:11 PM,-2,4,6,4,16,54,55,0.0,1014,8,10,224,10,Monaco
2021-01-09,7,5,0.0,3.4,2,20,03:56 AM,01:54 PM,08:03 AM,05:12 PM,-6,2,6,2,28,83,44,0.1,1013,7,10,20,16,Monaco
2021-01-10,8,5,0.0,6.9,2,13,05:13 AM,02:34 PM,08:03 AM,05:13 PM,-5,4,6,4,20,44,44,0.1,1013,8,10,145,11,Monaco
2021-01-11,10,6,0.0,8.7,3,6,06:26 AM,03:24 PM,08:03 AM,05:14 PM,-4,6,8,6,12,15,44,0.0,1018,10,10,268,9,Monaco
2021-01-12,9,4,0.0,6.9,2,0,07:33 AM,04:22 PM,08:02 AM,05:16 PM,-0,5,7,5,9,33,58,0.0,1017,9,10,294,7,Monaco
2021-01-13,11,6,0.0,8.7,4,0,08:29 AM,05:29 PM,08:02 AM,05:17 PM,3,9,10,9,5,0,61,0.0,1014,11,10,180,4,Monaco
2021-01-14,13,10,0.0,8.7,4,1,09:15 AM,06:39 PM,08:01 AM,05:18 PM,4,11,11,11,6,11,61,0.1,1013,13,10,142,5,Monaco
2021-01-15,10,9,0.0,3.4,2,8,09:51 AM,07:49 PM,08:01 AM,05:19 PM,4,8,9,8,11,88,71,1.2,1015,10,7,220,9,Monaco
2021-01-16,9,2,0.0,3.5,2,16,10:21 AM,08:57 PM,08:00 AM,05:20 PM,2,7,8,7,6,85,66,0.1,1019,9,10,149,5,Monaco
2021-01-17,10,6,0.0,8.7,3,23,10:46 AM,10:02 PM,08:00 AM,05:22 PM,1,7,9,7,10,9,57,0.1,1017,10,10,234,8,Monaco
2021-01-18,10,8,0.0,8.7,3,30,11:08 AM,11:05 PM,07:59 AM,05:23 PM,-0,8,9,8,11,22,53,0.0,1022,10,10,152,8,Monaco
2021-01-19,10,8,0.0,8.7,3,38,11:29 AM,No moonset,07:59 AM,05:24 PM,2,8,9,8,12,29,62,0.1,1024,10,10,254,9,Monaco
2021-01-20,12,9,0.0,3.6,3,45,11:50 AM,12:07 AM,07:58 AM,05:26 PM,5,9,10,9,15,85,70,7.9,1019,12,9,242,11,Monaco
2021-01-21,12,10,0.0,3.6,3,52,12:11 PM,01:08 AM,07:57 AM,05:27 PM,7,9,11,9,14,97,78,3.9,1013,12,6,60,11,Monaco
2021-01-22,12,9,0.0,3.6,3,59,12:35 PM,02:09 AM,07:57 AM,05:28 PM,8,10,11,10,17,90,80,26.2,1001,12,8,281,12,Monaco
2021-01-23,12,8,0.0,8.7,3,67,01:03 PM,03:12 AM,07:56 AM,05:30 PM,1,8,10,8,21,28,55,6.7,996,12,10,286,17,Monaco
2021-01-24,12,9,0.0,8.7,4,74,01:36 PM,04:14 AM,07:55 AM,05:31 PM,0,8,10,8,17,11,51,0.0,999,12,10,255,14,Monaco
2021-01-25,11,8,0.0,8.7,3,81,02:16 PM,05:16 AM,07:54 AM,05:32 PM,-2,7,9,7,21,9,49,0.0,1004,11,10,281,17,Monaco
2021-01-26,10,7,0.0,8.7,3,88,03:06 PM,06:15 AM,07:53 AM,05:34 PM,-6,7,9,7,17,5,36,0.0,1014,10,10,300,13,Monaco
2021-01-27,11,8,0.0,8.7,3,96,04:04 PM,07:09 AM,07:52 AM,05:35 PM,-2,8,9,8,11,5,45,0.0,1017,11,10,280,9,Monaco
2021-01-28,11,6,0.0,8.7,3,100,05:10 PM,07:56 AM,07:51 AM,05:36 PM,3,8,9,8,8,6,63,0.0,1015,11,10,214,6,Monaco
2021-01-29,16,8,0.0,8.7,4,90,06:21 PM,08:36 AM,07:50 AM,05:38 PM,5,12,13,12,20,13,62,0.0,1008,16,10,273,13,Monaco
2021-01-30,13,11,0.0,7.0,3,82,07:35 PM,09:10 AM,07:49 AM,05:39 PM,3,11,12,11,14,49,53,3.2,1001,13,10,233,9,Monaco
2021-01-31,13,6,0.0,8.7,3,79,08:48 PM,09:39 AM,07:48 AM,05:40 PM,7,10,11,10,8,36,70,4.3,995,13,10,154,6,Monaco
2021-02-01,12,6,0.0,8.7,3,63,10:02 PM,10:05 AM,07:47 AM,05:42 PM,6,10,11,10,9,52,67,0.4,999,12,10,170,7,Monaco
2021-02-02,13,9,0.0,8.7,4,55,11:16 PM,10:30 AM,07:46 AM,05:43 PM,6,11,11,11,7,22,67,0.0,1010,13,10,274,6,Monaco
2021-02-03,13,10,0.0,7.0,3,48,No moonrise,10:55 AM,07:45 AM,05:44 PM,9,12,12,12,7,60,79,0.0,1014,13,10,179,6,Monaco
2021-02-04,14,12,0.0,3.8,3,40,12:30 AM,11:23 AM,07:44 AM,05:46 PM,9,12,13,12,10,60,79,0.0,1016,14,10,102,7,Monaco
2021-02-05,13,10,0.0,8.7,4,33,01:45 AM,11:54 AM,07:43 AM,05:47 PM,9,11,12,11,22,41,78,0.1,1016,13,10,52,13,Monaco
2021-02-06,14,11,0.0,5.4,3,25,03:00 AM,12:30 PM,07:41 AM,05:48 PM,8,11,13,11,35,54,74,0.1,1009,14,10,62,20,Monaco
2021-02-07,12,9,0.0,7.1,3,18,04:13 AM,01:16 PM,07:40 AM,05:50 PM,8,11,12,11,16,63,75,10.2,1000,12,9,267,9,Monaco
