date_time,Monaco_maxtempC,Monaco_mintempC,Monaco_totalSnow_cm,Monaco_sunHour,Monaco_uvIndex,Monaco_moon_illumination,Monaco_moonrise,Monaco_moonset,Monaco_sunrise,Monaco_sunset,Monaco_DewPointC,Monaco_FeelsLikeC,Monaco_HeatIndexC,Monaco_WindChillC,Monaco_WindGustKmph,Monaco_cloudcover,Monaco_humidity,Monaco_precipMM,Monaco_pressure,Monaco_tempC,Monaco_visibility,Monaco_winddirDegree,Monaco_windspeedKmph,Monaco_location
2020-01-01,12,5,0.0,8.7,4,37,11:57 AM,11:21 PM,08:04 AM,05:03 PM,5,11,11,11,5,15,60,0.0,1030,12,10,174,4,Monaco
2020-01-02,14,10,0.0,8.7,4,44,12:19 PM,No moonset,08:04 AM,05:04 PM,6,11,12,11,7,15,66,0.0,1032,14,10,203,6,Monaco
2020-01-03,12,9,0.0,3.4,3,51,12:41 PM,12:20 AM,08:04 AM,05:05 PM,6,11,11,11,8,66,70,0.0,1028,12,10,137,6,Monaco
2020-01-04,14,9,0.0,8.7,4,59,01:04 PM,01:21 AM,08:04 AM,05:06 PM,5,11,12,11,12,7,61,0.0,1024,14,10,180,9,Monaco
2020-01-05,14,9,0.0,8.7,4,66,01:29 PM,02:22 AM,08:04 AM,05:07 PM,3,12,13,12,9,1,50,0.0,1027,14,10,139,7,Monaco
2020-01-06,12,11,0.0,8.7,4,73,01:56 PM,03:26 AM,08:04 AM,05:08 PM,4,11,12,11,9,9,59,0.0,1030,12,10,75,7,Monaco
2020-01-07,11,7,0.0,8.7,4,80,02:28 PM,04:30 AM,08:04 AM,05:09 PM,6,9,10,9,10,35,72,0.0,1024,11,10,60,9,Monaco
2020-01-08,14,11,0.0,8.7,4,88,03:08 PM,05:37 AM,08:04 AM,05:10 PM,2,12,13,12,10,4,49,0.0,1028,14,10,192,8,Monaco
2020-01-09,14,11,0.0,8.7,4,95,03:56 PM,06:42 AM,08:03 AM,05:11 PM,4,13,13,13,5,4,57,0.0,1028,14,10,172,4,Monaco
2020-01-10,12,10,0.0,8.7,4,100,04:55 PM,07:45 AM,08:03 AM,05:12 PM,3,10,11,10,15,13,57,0.0,1024,12,10,154,11,Monaco
2020-01-11,14,11,0.0,8.7,4,100,06:02 PM,08:40 AM,08:03 AM,05:14 PM,3,12,12,12,9,10,54,0.0,1026,14,10,250,6,Monaco
2020-01-12,14,10,0.0,8.7,4,83,07:15 PM,09:28 AM,08:03 AM,05:15 PM,3,12,12,12,7,5,53,0.0,1028,14,10,207,5,Monaco
2020-01-13,11,8,0.0,3.4,3,76,08:31 PM,10:07 AM,08:02 AM,05:16 PM,6,10,11,10,6,88,73,1.1,1025,11,8,101,5,Monaco
2020-01-14,11,9,0.0,3.4,3,69,09:47 PM,10:41 AM,08:02 AM,05:17 PM,6,10,11,10,6,79,70,1.8,1024,11,8,129,5,Monaco
2020-01-15,12,10,0.0,3.4,3,61,11:01 PM,11:12 AM,08:01 AM,05:18 PM,6,11,11,11,8,83,71,2.7,1025,12,8,131,6,Monaco
2020-01-16,12,11,0.0,8.7,4,54,No moonrise,11:40 AM,08:01 AM,05:20 PM,5,11,12,11,9,28,63,0.4,1028,12,10,163,7,Monaco
2020-01-17,13,7,0.0,5.2,3,47,12:14 AM,12:07 PM,08:00 AM,05:21 PM,7,11,11,11,10,79,71,7.6,1024,13,7,249,7,Monaco
2020-01-18,12,8,0.0,8.7,3,40,01:27 AM,12:35 PM,08:00 AM,05:22 PM,3,10,11,10,11,39,57,5.4,1022,12,10,277,9,Monaco
2020-01-19,11,9,0.0,8.7,3,32,02:38 AM,01:06 PM,07:59 AM,05:23 PM,-2,7,10,7,20,33,45,0.0,1025,11,10,38,16,Monaco
2020-01-20,11,5,0.0,5.3,2,25,03:49 AM,01:41 PM,07:59 AM,05:25 PM,-1,6,9,6,34,75,45,0.2,1034,11,10,29,28,Monaco
2020-01-21,14,10,0.0,8.7,3,18,04:57 AM,02:22 PM,07:58 AM,05:26 PM,-1,10,12,10,28,35,40,0.0,1037,14,10,35,21,Monaco
2020-01-22,14,12,0.0,8.7,4,11,06:01 AM,03:09 PM,07:57 AM,05:27 PM,2,11,12,11,23,20,48,0.0,1031,14,10,57,17,Monaco
2020-01-23,14,12,0.0,8.7,4,3,06:58 AM,04:03 PM,07:56 AM,05:29 PM,6,11,13,11,24,20,66,0.0,1027,14,10,76,18,Monaco
2020-01-24,13,7,0.0,3.7,3,0,07:48 AM,05:02 PM,07:56 AM,05:30 PM,5,10,12,10,18,61,61,1.1,1024,13,8,51,13,Monaco
2020-01-25,12,9,0.0,3.7,3,0,08:29 AM,06:03 PM,07:55 AM,05:31 PM,6,10,11,10,12,89,73,4.1,1023,12,8,236,10,Monaco
2020-01-26,11,8,0.0,3.7,3,4,09:04 AM,07:06 PM,07:54 AM,05:33 PM,7,10,10,10,7,78,75,0.1,1021,11,10,147,6,Monaco
2020-01-27,12,9,0.0,8.7,3,11,09:33 AM,08:08 PM,07:53 AM,05:34 PM,7,10,11,10,9,42,73,0.0,1019,12,10,202,7,Monaco
2020-01-28,14,8,0.0,7.0,3,18,09:59 AM,09:09 PM,07:52 AM,05:35 PM,4,9,12,9,36,26,58,0.2,1012,14,10,266,28,Monaco
2020-01-29,13,5,0.0,7.0,3,26,10:22 AM,10:09 PM,07:51 AM,05:37 PM,1,9,11,9,17,22,48,0.0,1014,13,10,223,13,Monaco
2020-01-30,13,11,0.0,8.7,4,33,10:44 AM,11:09 PM,07:50 AM,05:38 PM,3,11,12,11,11,27,55,0.0,1018,13,10,162,8,Monaco
2020-01-31,13,11,0.0,8.7,4,37,11:07 AM,No moonset,07:49 AM,05:39 PM,7,12,12,12,7,41,69,0.0,1018,13,10,209,6,Monaco
2020-02-01,13,10,0.0,5.4,3,49,11:30 AM,12:09 AM,07:48 AM,05:41 PM,9,12,12,12,7,59,77,0.0,1018,13,10,227,5,Monaco
2020-02-02,15,12,0.0,8.7,4,57,11:55 AM,01:10 AM,07:47 AM,05:42 PM,8,14,14,14,6,4,68,0.0,1019,15,10,222,5,Monaco
2020-02-03,15,10,0.0,8.7,4,64,12:24 PM,02:13 AM,07:46 AM,05:43 PM,11,14,15,14,4,2,80,0.0,1019,15,10,172,3,Monaco
2020-02-04,16,12,0.0,8.7,5,72,01:00 PM,03:18 AM,07:45 AM,05:45 PM,6,14,15,14,25,11,55,0.1,1013,16,10,257,17,Monaco
2020-02-05,13,5,0.0,8.7,4,79,01:43 PM,04:22 AM,07:44 AM,05:46 PM,-0,10,12,10,15,0,42,0.0,1021,13,10,225,11,Monaco
2020-02-06,12,9,0.0,7.1,3,87,02:35 PM,05:26 AM,07:42 AM,05:47 PM,0,10,11,10,10,49,48,0.2,1027,12,10,169,8,Monaco
2020-02-07,12,10,0.0,8.7,4,95,03:38 PM,06:24 AM,07:41 AM,05:49 PM,4,10,11,10,12,17,61,0.1,1025,12,10,270,10,Monaco
2020-02-08,11,10,0.0,5.4,3,100,04:50 PM,07:16 AM,07:40 AM,05:50 PM,3,10,11,10,10,44,61,0.0,1027,11,10,81,8,Monaco
2020-02-09,13,10,0.0,8.7,4,100,06:06 PM,08:00 AM,07:39 AM,05:52 PM,4,11,11,11,10,29,61,0.0,1029,13,10,229,8,Monaco
2020-02-10,18,11,0.0,8.7,5,83,07:25 PM,08:38 AM,07:37 AM,05:53 PM,6,13,14,13,45,9,58,0.0,1021,18,10,254,31,Monaco
2020-02-11,16,14,0.0,8.7,4,75,08:43 PM,09:11 AM,07:36 AM,05:54 PM,5,14,15,14,26,10,54,0.0,1016,16,10,227,18,Monaco
2020-02-12,13,7,0.0,8.7,4,68,10:00 PM,09:41 AM,07:35 AM,05:56 PM,3,11,12,11,10,11,50,0.0,1017,13,10,248,8,Monaco
2020-02-13,13,6,0.0,8.7,3,60,11:16 PM,10:09 AM,07:33 AM,05:57 PM,5,10,12,10,18,12,61,0.0,1018,13,10,169,13,Monaco
2020-02-14,14,9,0.0,8.7,4,53,No moonrise,10:37 AM,07:32 AM,05:58 PM,5,12,13,12,15,1,58,0.0,1018,14,10,209,11,Monaco
2020-02-15,15,9,0.0,10.7,4,45,12:29 AM,11:08 AM,07:30 AM,06:00 PM,5,13,13,13,6,4,56,0.0,1026,15,10,170,5,Monaco
2020-02-16,14,12,0.0,10.7,4,38,01:42 AM,11:42 AM,07:29 AM,06:01 PM,7,13,13,13,6,14,66,0.0,1028,14,10,123,5,Monaco
2020-02-17,14,10,0.0,10.8,4,30,02:51 AM,12:21 PM,07:27 AM,06:02 PM,9,12,13,12,14,32,78,0.1,1025,14,10,243,11,Monaco
2020-02-18,14,13,0.0,10.8,4,22,03:56 AM,01:06 PM,07:26 AM,06:04 PM,9,14,14,14,9,33,72,0.4,1023,14,10,187,7,Monaco
2020-02-19,13,5,0.0,10.8,4,15,04:54 AM,01:57 PM,07:24 AM,06:05 PM,8,11,12,11,7,21,72,0.0,1022,13,10,220,6,Monaco
2020-02-20,13,6,0.0,10.1,3,7,05:45 AM,02:54 PM,07:23 AM,06:06 PM,4,11,12,11,10,18,55,0.0,1023,13,10,179,8,Monaco
2020-02-21,13,9,0.0,10.9,4,0,06:28 AM,03:54 PM,07:21 AM,06:07 PM,6,11,12,11,10,14,67,0.0,1023,13,10,109,8,Monaco
2020-02-22,14,7,0.0,10.9,3,0,07:05 AM,04:56 PM,07:20 AM,06:09 PM,6,12,13,12,7,36,61,0.0,1030,14,10,204,6,Monaco
2020-02-23,13,11,0.0,10.9,4,0,07:36 AM,05:58 PM,07:18 AM,06:10 PM,8,12,13,12,9,13,74,0.0,1027,13,10,139,7,Monaco
2020-02-24,15,13,0.0,10.1,4,0,08:02 AM,06:59 PM,07:17 AM,06:11 PM,9,14,14,14,9,28,74,0.0,1021,15,10,137,7,Monaco
2020-02-25,15,12,0.0,7.0,3,8,08:26 AM,08:00 PM,07:15 AM,06:13 PM,9,13,14,13,9,63,74,0.1,1011,15,10,228,7,Monaco
2020-02-26,13,9,0.0,11.0,4,15,08:48 AM,09:00 PM,07:13 AM,06:14 PM,-2,9,11,9,38,0,41,0.0,1005,13,10,278,32,Monaco
2020-02-27,12,5,0.0,11.0,4,23,09:10 AM,10:00 PM,07:12 AM,06:15 PM,-5,8,10,8,15,7,34,0.0,1014,12,10,217,12,Monaco
2020-02-28,13,8,0.0,8.6,3,30,09:33 AM,11:00 PM,07:10 AM,06:17 PM,4,11,12,11,9,33,59,0.0,1012,13,10,190,8,Monaco
2020-02-29,12,7,0.0,8.6,3,38,09:56 AM,No moonset,07:08 AM,06:18 PM,4,11,11,11,8,56,59,0.9,1015,12,9,103,7,Monaco
2020-03-01,13,12,0.0,10.1,3,44,10:23 AM,12:02 AM,07:07 AM,06:19 PM,8,12,12,12,17,52,73,2.2,1006,13,8,179,12,Monaco
2020-03-02,11,10,0.0,5.6,3,51,10:55 AM,01:04 AM,07:05 AM,06:20 PM,5,9,11,9,20,72,68,12.3,999,11,9,227,14,Monaco
2020-03-03,13,10,0.0,11.2,4,58,11:34 AM,02:07 AM,07:03 AM,06:22 PM,2,11,11,11,10,25,52,0.0,999,13,10,151,8,Monaco
2020-03-04,13,9,0.0,11.2,4,65,12:20 PM,03:10 AM,07:01 AM,06:23 PM,1,10,12,10,15,12,48,0.0,1011,13,10,239,11,Monaco
2020-03-05,11,3,0.0,7.1,2,73,01:17 PM,04:09 AM,07:00 AM,06:24 PM,4,8,10,8,13,57,65,12.6,1009,11,8,47,10,Monaco
2020-03-06,13,9,0.0,11.6,4,80,02:22 PM,05:03 AM,06:58 AM,06:26 PM,5,10,11,10,12,18,63,8.3,998,13,10,205,9,Monaco
2020-03-07,14,10,0.0,11.6,4,87,03:37 PM,05:50 AM,06:56 AM,06:27 PM,0,11,12,11,13,4,43,0.0,1009,14,10,223,9,Monaco
2020-03-08,13,9,0.0,11.6,4,95,04:55 PM,06:30 AM,06:54 AM,06:28 PM,2,10,12,10,14,15,52,0.0,1019,13,10,264,10,Monaco
2020-03-09,13,7,0.0,11.6,4,100,06:14 PM,07:05 AM,06:53 AM,06:29 PM,4,10,11,10,10,6,57,0.0,1015,13,10,275,8,Monaco
2020-03-10,14,9,0.0,11.6,4,100,07:34 PM,07:37 AM,06:51 AM,06:31 PM,1,11,12,11,13,6,48,0.0,1019,14,10,286,10,Monaco
2020-03-11,14,9,0.0,11.6,4,84,08:53 PM,08:06 AM,06:49 AM,06:32 PM,7,13,13,13,7,2,67,0.0,1021,14,10,140,6,Monaco
2020-03-12,13,11,0.0,5.9,3,76,10:10 PM,08:35 AM,06:47 AM,06:33 PM,9,13,13,13,6,61,79,0.0,1021,13,10,107,5,Monaco
2020-03-13,15,13,0.0,11.6,4,69,11:27 PM,09:06 AM,06:45 AM,06:34 PM,11,14,14,14,9,40,86,0.0,1014,15,10,81,7,Monaco
2020-03-14,14,13,0.0,6.0,3,62,No moonrise,09:40 AM,06:44 AM,06:36 PM,10,14,14,14,7,80,82,1.2,1014,14,10,177,5,Monaco
2020-03-15,14,12,0.0,8.8,3,55,12:40 AM,10:18 AM,06:42 AM,06:37 PM,7,12,13,12,11,56,65,1.4,1020,14,10,74,9,Monaco
2020-03-16,15,12,0.0,11.6,4,47,01:49 AM,11:02 AM,06:40 AM,06:38 PM,5,13,14,13,23,5,55,0.0,1022,15,10,55,17,Monaco
2020-03-17,14,13,0.0,11.6,4,40,02:51 AM,11:53 AM,06:38 AM,06:39 PM,7,14,14,14,9,21,61,0.0,1028,14,10,63,7,Monaco
2020-03-18,15,14,0.0,11.6,4,33,03:45 AM,12:48 PM,06:36 AM,06:40 PM,7,15,15,15,6,5,61,0.0,1027,15,10,166,5,Monaco
2020-03-19,16,13,0.0,11.6,5,25,04:29 AM,01:48 PM,06:35 AM,06:42 PM,8,15,15,15,9,4,61,0.0,1024,16,10,117,7,Monaco
2020-03-20,14,11,0.0,8.8,3,18,05:07 AM,02:49 PM,06:33 AM,06:43 PM,9,13,14,13,11,44,71,0.6,1022,14,10,69,9,Monaco
2020-03-21,14,12,0.0,11.6,4,11,05:39 AM,03:51 PM,06:31 AM,06:44 PM,9,13,13,13,9,20,74,0.0,1015,14,10,64,8,Monaco
2020-03-22,14,13,0.0,8.8,3,4,06:06 AM,04:52 PM,06:29 AM,06:45 PM,8,14,14,14,6,37,69,0.2,1014,14,10,128,5,Monaco
2020-03-23,12,9,0.0,8.9,3,0,06:30 AM,05:53 PM,06:27 AM,06:47 PM,5,8,11,8,28,60,64,0.1,1022,12,10,94,24,Monaco
2020-03-24,10,8,0.0,11.6,2,0,06:53 AM,06:53 PM,06:26 AM,06:48 PM,-2,6,9,6,21,36,47,0.0,1024,10,10,81,18,Monaco
2020-03-25,11,7,0.0,7.5,2,3,07:15 AM,07:53 PM,06:24 AM,06:49 PM,-2,7,9,7,21,52,44,0.0,1019,11,10,105,18,Monaco
2020-03-26,10,3,0.0,7.5,2,11,07:37 AM,08:53 PM,06:22 AM,06:50 PM,-3,5,8,5,16,55,45,2.5,1013,10,10,169,14,Monaco
2020-03-27,16,7,0.0,11.6,4,18,08:00 AM,09:54 PM,06:20 AM,06:51 PM,4,12,13,12,12,47,54,1.1,1013,16,10,113,9,Monaco
2020-03-28,14,10,0.0,11.6,4,25,08:25 AM,10:56 PM,06:18 AM,06:53 PM,6,12,13,12,12,34,64,0.0,1015,14,10,172,10,Monaco
2020-03-29,14,11,0.0,11.6,4,32,08:55 AM,11:59 PM,06:17 AM,06:54 PM,8,13,13,13,8,27,72,0.2,1012,14,10,157,7,Monaco
2020-03-30,14,12,0.0,6.2,3,40,09:30 AM,No moonset,06:15 AM,06:55 PM,8,12,13,12,13,84,74,4.6,1009,14,10,75,10,Monaco
2020-03-31,13,4,0.0,6.2,3,44,10:12 AM,01:01 AM,06:13 AM,06:56 PM,6,10,11,10,10,86,67,1.1,1016,13,7,95,9,Monaco
2020-04-01,10,6,0.0,11.6,3,56,11:03 AM,02:00 AM,06:11 AM,06:58 PM,1,7,10,7,20,28,54,0.0,1020,10,10,85,17,Monaco
2020-04-02,10,6,0.0,10.3,3,64,12:03 PM,02:54 AM,06:09 AM,06:59 PM,2,9,10,9,6,38,58,0.0,1015,10,10,105,5,Monaco
2020-04-03,12,7,0.0,11.6,4,71,01:12 PM,03:43 AM,06:08 AM,07:00 PM,3,10,11,10,7,25,56,0.0,1013,12,10,184,6,Monaco
2020-04-04,15,9,0.0,11.6,4,79,02:26 PM,04:24 AM,06:06 AM,07:01 PM,5,12,13,12,10,4,55,0.0,1020,15,10,235,7,Monaco
2020-04-05,16,8,0.0,11.6,4,87,03:44 PM,05:00 AM,06:04 AM,07:02 PM,7,13,14,13,12,6,60,0.0,1024,16,10,190,9,Monaco
2020-04-06,16,12,0.0,11.6,5,94,05:03 PM,05:33 AM,06:02 AM,07:04 PM,7,14,15,14,14,4,58,0.0,1026,16,10,201,10,Monaco
2020-04-07,16,14,0.0,11.6,5,100,06:22 PM,06:02 AM,06:01 AM,07:05 PM,7,15,15,15,12,7,58,0.0,1027,16,10,274,8,Monaco
2020-04-08,16,13,0.0,13.5,5,100,07:42 PM,06:31 AM,05:59 AM,07:06 PM,7,15,16,15,11,2,57,0.0,1027,16,10,227,8,Monaco
2020-04-09,16,10,0.0,13.5,5,83,09:01 PM,07:01 AM,05:57 AM,07:07 PM,6,14,15,14,9,2,53,0.0,1024,16,10,203,6,Monaco
2020-04-10,17,15,0.0,13.5,5,76,10:19 PM,07:34 AM,05:56 AM,07:08 PM,7,16,16,16,8,2,51,0.0,1023,17,10,143,6,Monaco
2020-04-11,18,11,0.0,13.6,5,68,11:33 PM,08:11 AM,05:54 AM,07:10 PM,7,16,17,16,7,0,49,0.0,1023,18,10,255,6,Monaco
2020-04-12,16,15,0.0,9.7,4,61,No moonrise,08:54 AM,05:52 AM,07:11 PM,7,16,16,16,7,53,53,0.0,1020,16,10,127,6,Monaco
2020-04-13,16,15,0.0,13.3,5,53,12:41 AM,09:44 AM,05:51 AM,07:12 PM,8,16,16,16,17,36,60,0.1,1015,16,10,115,14,Monaco
2020-04-14,15,10,0.0,13.6,4,46,01:40 AM,10:39 AM,05:49 AM,07:13 PM,10,13,14,13,11,25,74,1.4,1013,15,10,73,9,Monaco
2020-04-15,16,9,0.0,13.7,4,38,02:29 AM,11:39 AM,05:47 AM,07:15 PM,9,14,15,14,19,14,64,0.0,1021,16,10,74,15,Monaco
2020-04-16,15,13,0.0,13.7,4,30,03:10 AM,12:40 PM,05:46 AM,07:16 PM,9,15,15,15,13,16,66,0.0,1022,15,10,73,11,Monaco
2020-04-17,15,14,0.0,13.7,4,23,03:43 AM,01:43 PM,05:44 AM,07:17 PM,10,14,14,14,12,17,76,0.0,1019,15,10,85,10,Monaco
2020-04-18,16,14,0.0,13.8,4,15,04:11 AM,02:44 PM,05:42 AM,07:18 PM,12,15,15,15,7,37,83,0.0,1018,16,10,116,5,Monaco
2020-04-19,17,9,0.0,13.3,4,8,04:36 AM,03:45 PM,05:41 AM,07:19 PM,13,15,15,15,9,55,84,2.3,1014,17,10,77,7,Monaco
2020-04-20,16,15,0.0,8.6,4,0,04:59 AM,04:45 PM,05:39 AM,07:21 PM,13,15,15,15,20,90,86,21.3,1008,16,8,72,14,Monaco
2020-04-21,17,12,0.0,9.8,4,0,05:21 AM,05:46 PM,05:37 AM,07:22 PM,9,15,16,15,16,72,66,1.1,1009,17,8,51,12,Monaco
2020-04-22,19,14,0.0,13.3,4,0,05:42 AM,06:46 PM,05:36 AM,07:23 PM,7,16,17,16,26,41,54,1.8,1013,19,8,61,18,Monaco
2020-04-23,18,15,0.0,13.9,5,0,06:04 AM,07:48 PM,05:34 AM,07:24 PM,7,17,17,17,17,3,52,0.0,1017,18,10,280,11,Monaco
2020-04-24,17,14,0.0,13.9,5,7,06:29 AM,08:50 PM,05:33 AM,07:25 PM,9,16,16,16,10,10,60,0.0,1015,17,10,186,7,Monaco
2020-04-25,16,15,0.0,14.0,5,15,06:57 AM,09:53 PM,05:31 AM,07:27 PM,11,16,16,16,8,16,72,0.0,1011,16,10,115,7,Monaco
2020-04-26,16,15,0.0,13.3,4,22,07:30 AM,10:55 PM,05:30 AM,07:28 PM,13,15,15,15,10,51,83,0.2,1009,16,10,114,9,Monaco
2020-04-27,16,8,0.0,14.0,5,30,08:10 AM,11:56 PM,05:28 AM,07:29 PM,12,14,15,14,7,37,81,0.0,1012,16,10,149,6,Monaco
2020-04-28,17,15,0.0,8.8,4,37,08:57 AM,No moonset,05:27 AM,07:30 PM,12,16,16,16,9,78,79,3.3,1010,17,10,161,7,Monaco
2020-04-29,19,13,0.0,14.1,5,45,09:54 AM,12:51 AM,05:25 AM,07:31 PM,10,17,17,17,10,12,66,0.0,1009,19,10,216,8,Monaco
2020-04-30,18,12,0.0,14.1,5,52,10:58 AM,01:40 AM,05:24 AM,07:33 PM,11,16,17,16,17,24,68,0.1,1010,18,10,192,13,Monaco
2020-05-01,22,14,0.0,14.1,5,58,12:08 PM,02:22 AM,05:22 AM,07:34 PM,9,18,18,18,35,19,54,0.0,1011,22,10,271,24,Monaco
2020-05-02,20,16,0.0,14.1,5,65,01:22 PM,02:59 AM,05:21 AM,07:35 PM,10,18,18,18,11,4,60,0.0,1010,20,10,191,8,Monaco
2020-05-03,19,14,0.0,14.2,5,72,02:37 PM,03:31 AM,05:20 AM,07:36 PM,12,18,18,18,7,9,64,0.0,1013,19,10,205,6,Monaco
2020-05-04,18,14,0.0,14.2,5,80,03:55 PM,04:01 AM,05:18 AM,07:37 PM,12,18,18,18,8,14,67,0.0,1017,18,10,132,6,Monaco
2020-05-05,17,13,0.0,14.2,5,87,05:13 PM,04:28 AM,05:17 AM,07:38 PM,11,16,16,16,7,12,70,0.0,1015,17,10,124,6,Monaco
2020-05-06,17,14,0.0,14.2,5,94,06:31 PM,04:57 AM,05:16 AM,07:40 PM,13,17,17,17,9,11,80,0.0,1014,17,10,106,6,Monaco
2020-05-07,19,12,0.0,14.3,5,100,07:51 PM,05:28 AM,05:14 AM,07:41 PM,14,17,18,17,5,20,75,0.0,1019,19,10,125,4,Monaco
2020-05-08,19,16,0.0,12.3,4,100,09:08 PM,06:02 AM,05:13 AM,07:42 PM,13,18,18,18,11,57,70,0.0,1020,19,10,92,9,Monaco
2020-05-09,19,12,0.0,14.3,5,84,10:21 PM,06:43 AM,05:12 AM,07:43 PM,13,17,18,17,16,19,74,0.0,1016,19,10,81,14,Monaco
2020-05-10,19,17,0.0,12.3,4,77,11:27 PM,07:30 AM,05:11 AM,07:44 PM,14,18,18,18,28,60,79,0.2,1010,19,9,79,22,Monaco
2020-05-11,19,15,0.0,9.0,4,70,No moonrise,08:24 AM,05:09 AM,07:45 PM,13,17,17,17,32,91,78,50.0,1004,19,8,202,20,Monaco
2020-05-12,18,15,0.0,14.4,5,62,12:22 AM,09:25 AM,05:08 AM,07:46 PM,12,17,17,17,9,36,74,0.3,1008,18,10,233,7,Monaco
2020-05-13,19,13,0.0,12.3,4,55,01:08 AM,10:27 AM,05:07 AM,07:47 PM,13,17,17,17,32,49,75,1.2,1009,19,10,76,21,Monaco
2020-05-14,18,16,0.0,14.4,5,48,01:45 AM,11:32 AM,05:06 AM,07:48 PM,13,17,17,17,24,36,76,1.3,1006,18,10,151,14,Monaco
2020-05-15,17,14,0.0,9.0,4,40,02:15 AM,12:34 PM,05:05 AM,07:50 PM,12,15,16,15,34,77,80,34.3,1008,17,8,188,19,Monaco
2020-05-16,17,15,0.0,11.2,4,33,02:41 AM,01:36 PM,05:04 AM,07:51 PM,12,16,16,16,19,51,77,1.5,1016,17,9,101,11,Monaco
2020-05-17,18,11,0.0,9.1,4,26,03:04 AM,02:36 PM,05:03 AM,07:52 PM,13,16,16,16,15,79,75,7.2,1017,18,8,215,8,Monaco
2020-05-18,22,16,0.0,14.5,5,19,03:26 AM,03:37 PM,05:02 AM,07:53 PM,13,19,20,19,13,23,66,1.0,1017,22,10,289,8,Monaco
2020-05-19,22,19,0.0,12.3,5,11,03:47 AM,04:37 PM,05:01 AM,07:54 PM,14,20,21,20,18,59,66,1.9,1013,22,10,250,11,Monaco
2020-05-20,21,16,0.0,13.4,5,4,04:09 AM,05:39 PM,05:00 AM,07:55 PM,14,20,20,20,10,30,68,0.2,1013,21,10,193,7,Monaco
2020-05-21,21,20,0.0,14.5,6,0,04:33 AM,06:41 PM,04:59 AM,07:56 PM,14,21,21,21,6,19,66,0.1,1018,21,10,219,5,Monaco
2020-05-22,21,20,0.0,14.5,6,0,05:00 AM,07:45 PM,04:58 AM,07:57 PM,14,21,21,21,5,15,68,0.0,1023,21,10,126,4,Monaco
2020-05-23,20,19,0.0,14.5,6,3,05:31 AM,08:48 PM,04:57 AM,07:58 PM,15,20,20,20,10,16,74,0.0,1023,20,10,106,8,Monaco
2020-05-24,21,16,0.0,11.4,5,10,06:08 AM,09:50 PM,04:56 AM,07:59 PM,16,20,21,20,8,46,76,0.3,1023,21,10,178,6,Monaco
2020-05-25,21,16,0.0,14.5,6,17,06:54 AM,10:48 PM,04:56 AM,08:00 PM,15,20,21,20,7,27,68,0.0,1023,21,10,179,6,Monaco
2020-05-26,21,15,0.0,13.5,5,25,07:48 AM,11:40 PM,04:55 AM,08:00 PM,15,20,21,20,7,38,66,0.0,1024,21,10,72,5,Monaco
2020-05-27,20,14,0.0,11.6,4,32,08:50 AM,No moonset,04:54 AM,08:01 PM,12,19,19,19,12,61,60,2.5,1027,20,10,118,10,Monaco
2020-05-28,20,14,0.0,13.5,4,39,09:58 AM,12:24 AM,04:54 AM,08:02 PM,12,19,19,19,8,30,62,0.7,1025,20,10,207,7,Monaco
