date_time,Canada%2C%20Ontario_maxtempC,Canada%2C%20Ontario_mintempC,Canada%2C%20Ontario_totalSnow_cm,Canada%2C%20Ontario_sunHour,Canada%2C%20Ontario_uvIndex,Canada%2C%20Ontario_moon_illumination,Canada%2C%20Ontario_moonrise,Canada%2C%20Ontario_moonset,Canada%2C%20Ontario_sunrise,Canada%2C%20Ontario_sunset,Canada%2C%20Ontario_DewPointC,Canada%2C%20Ontario_FeelsLikeC,Canada%2C%20Ontario_HeatIndexC,Canada%2C%20Ontario_WindChillC,Canada%2C%20Ontario_WindGustKmph,Canada%2C%20Ontario_cloudcover,Canada%2C%20Ontario_humidity,Canada%2C%20Ontario_precipMM,Canada%2C%20Ontario_pressure,Canada%2C%20Ontario_tempC,Canada%2C%20Ontario_visibility,Canada%2C%20Ontario_winddirDegree,Canada%2C%20Ontario_windspeedKmph,Canada%2C%20Ontario_location
2020-09-07,23,11,0.0,13.0,5,58,09:03 PM,10:40 AM,05:30 AM,06:25 PM,13,18,19,18,29,42,71,0.7,1013,23,9,190,16,Canada%2C%20Ontario
2020-09-08,19,12,0.0,12.9,4,50,09:31 PM,11:43 AM,05:32 AM,06:23 PM,12,16,16,16,12,60,80,7.0,1020,19,9,257,7,Canada%2C%20Ontario
2020-09-09,23,12,0.0,8.1,4,43,10:04 PM,12:46 PM,05:33 AM,06:21 PM,15,17,17,17,13,81,89,1.1,1025,23,5,84,8,Canada%2C%20Ontario
2020-09-10,13,10,0.0,8.0,3,35,10:44 PM,01:48 PM,05:34 AM,06:19 PM,10,11,11,11,13,87,91,2.1,1027,13,10,78,8,Canada%2C%20Ontario
2020-09-11,18,8,0.0,12.8,4,28,11:34 PM,02:47 PM,05:35 AM,06:17 PM,9,12,13,12,10,13,78,0.0,1025,18,8,139,6,Canada%2C%20Ontario
2020-09-12,21,9,0.0,12.8,4,20,No moonrise,03:42 PM,05:36 AM,06:16 PM,9,14,15,14,8,28,74,0.0,1024,21,10,104,5,Canada%2C%20Ontario
2020-09-13,16,13,0.0,9.3,4,13,12:34 AM,04:29 PM,05:37 AM,06:14 PM,12,15,16,15,26,81,80,25.1,1015,16,9,196,14,Canada%2C%20Ontario
2020-09-14,15,9,0.0,12.7,4,5,01:43 AM,05:10 PM,05:39 AM,06:12 PM,7,11,13,11,20,29,73,0.5,1021,15,10,271,13,Canada%2C%20Ontario
2020-09-15,17,4,0.0,12.7,4,0,02:57 AM,05:45 PM,05:40 AM,06:10 PM,4,11,11,11,10,11,70,0.0,1026,17,10,233,6,Canada%2C%20Ontario
2020-09-16,23,10,0.0,12.7,5,0,04:15 AM,06:15 PM,05:41 AM,06:08 PM,8,16,17,16,34,25,56,0.0,1015,23,10,213,21,Canada%2C%20Ontario
2020-09-17,14,9,0.0,11.9,3,0,05:36 AM,06:42 PM,05:42 AM,06:06 PM,6,11,13,11,17,53,68,5.8,1018,14,9,319,11,Canada%2C%20Ontario
2020-09-18,13,3,0.0,12.6,3,2,06:56 AM,07:09 PM,05:43 AM,06:04 PM,-2,7,8,7,11,4,53,0.0,1024,13,10,135,7,Canada%2C%20Ontario
2020-09-19,12,2,0.0,12.6,2,10,08:16 AM,07:37 PM,05:45 AM,06:02 PM,-1,6,8,6,8,21,60,0.0,1030,12,10,290,5,Canada%2C%20Ontario
2020-09-20,14,2,0.0,12.6,3,17,09:36 AM,08:06 PM,05:46 AM,06:01 PM,1,8,9,8,8,11,65,0.0,1034,14,10,119,5,Canada%2C%20Ontario
2020-09-21,19,4,0.0,11.6,4,25,10:55 AM,08:40 PM,05:47 AM,05:59 PM,4,11,12,11,7,1,67,0.0,1034,19,10,116,4,Canada%2C%20Ontario
2020-09-22,19,6,0.0,11.6,4,32,12:11 PM,09:21 PM,05:48 AM,05:57 PM,5,12,13,12,6,10,66,0.0,1023,19,10,214,4,Canada%2C%20Ontario
2020-09-23,16,8,0.0,7.4,3,40,01:21 PM,10:09 PM,05:49 AM,05:55 PM,10,12,13,12,18,49,87,0.0,1012,16,9,252,11,Canada%2C%20Ontario
2020-09-24,22,11,0.0,11.6,4,47,02:22 PM,11:04 PM,05:51 AM,05:53 PM,12,16,18,16,14,33,81,0.3,1013,22,8,205,9,Canada%2C%20Ontario
2020-09-25,17,10,0.0,7.4,3,55,03:14 PM,No moonset,05:52 AM,05:51 PM,10,13,14,13,12,52,81,0.0,1017,17,10,67,7,Canada%2C%20Ontario
2020-09-26,25,13,0.0,11.6,5,62,03:55 PM,12:06 AM,05:53 AM,05:49 PM,14,19,20,19,16,17,77,0.0,1015,25,7,188,10,Canada%2C%20Ontario
2020-09-27,27,18,0.0,11.6,5,70,04:29 PM,01:10 AM,05:54 AM,05:47 PM,16,23,23,22,27,18,73,0.0,1010,27,10,205,16,Canada%2C%20Ontario
2020-09-28,25,18,0.0,6.0,5,78,04:57 PM,02:16 AM,05:55 AM,05:46 PM,17,22,22,21,22,65,79,3.3,1008,25,10,190,13,Canada%2C%20Ontario
2020-09-29,19,13,0.0,7.4,4,85,05:21 PM,03:21 AM,05:57 AM,05:44 PM,14,17,17,17,27,61,83,4.3,1009,19,9,202,16,Canada%2C%20Ontario
2020-09-30,15,11,0.0,7.3,3,93,05:43 PM,04:24 AM,05:58 AM,05:42 PM,11,12,13,12,21,79,89,52.4,1002,15,8,221,14,Canada%2C%20Ontario
2020-10-01,17,11,0.0,7.3,3,97,06:03 PM,05:27 AM,05:59 AM,05:40 PM,10,12,14,12,25,79,82,7.6,1008,17,9,222,15,Canada%2C%20Ontario
2020-10-02,12,7,0.0,7.2,2,100,06:22 PM,06:28 AM,06:00 AM,05:38 PM,8,9,9,9,9,73,93,5.0,1015,12,9,109,6,Canada%2C%20Ontario
2020-10-03,12,4,0.0,4.3,2,89,06:43 PM,07:30 AM,06:01 AM,05:36 PM,4,7,8,7,8,79,78,0.1,1022,12,10,283,5,Canada%2C%20Ontario
2020-10-04,13,3,0.0,5.7,2,82,07:06 PM,08:32 AM,06:03 AM,05:34 PM,4,8,8,8,6,68,78,0.5,1024,13,9,170,4,Canada%2C%20Ontario
2020-10-05,12,8,0.0,4.2,3,74,07:32 PM,09:35 AM,06:04 AM,05:33 PM,8,9,9,9,7,84,94,5.1,1020,12,5,134,4,Canada%2C%20Ontario
2020-10-06,16,8,0.0,8.7,3,67,08:02 PM,10:37 AM,06:05 AM,05:31 PM,8,10,12,10,23,42,79,0.1,1015,16,7,211,14,Canada%2C%20Ontario
2020-10-07,15,9,0.0,4.2,3,60,08:39 PM,11:40 AM,06:06 AM,05:29 PM,10,10,12,10,31,88,89,26.8,1001,15,7,240,19,Canada%2C%20Ontario
2020-10-08,9,4,0.0,8.7,3,53,09:25 PM,12:39 PM,06:08 AM,05:27 PM,2,3,6,3,23,37,72,0.1,1013,9,10,280,15,Canada%2C%20Ontario
2020-10-09,12,1,0.0,8.7,3,45,10:18 PM,01:34 PM,06:09 AM,05:25 PM,2,5,6,5,14,23,73,0.0,1018,12,10,226,8,Canada%2C%20Ontario
2020-10-10,19,9,0.0,4.2,4,38,11:22 PM,02:23 PM,06:10 AM,05:24 PM,11,15,16,15,39,67,76,4.5,1008,19,10,244,23,Canada%2C%20Ontario
2020-10-11,10,2,0.0,8.7,3,31,No moonrise,03:05 PM,06:11 AM,05:22 PM,1,5,7,5,15,3,74,0.0,1023,10,10,149,10,Canada%2C%20Ontario
2020-10-12,14,2,0.0,7.2,2,23,12:32 AM,03:41 PM,06:13 AM,05:20 PM,2,5,7,5,14,42,72,0.1,1020,14,10,89,8,Canada%2C%20Ontario
2020-10-13,14,5,0.0,4.1,3,16,01:47 AM,04:12 PM,06:14 AM,05:18 PM,9,9,10,9,15,80,88,13.7,1013,14,8,155,9,Canada%2C%20Ontario
2020-10-14,14,6,0.0,8.7,3,9,03:05 AM,04:40 PM,06:15 AM,05:16 PM,6,9,11,9,18,30,79,0.0,1014,14,8,228,11,Canada%2C%20Ontario
2020-10-15,17,8,0.0,5.6,3,2,04:24 AM,05:07 PM,06:16 AM,05:15 PM,7,11,12,11,34,59,71,9.0,1008,17,8,204,20,Canada%2C%20Ontario
2020-10-16,9,5,0.0,4.1,2,0,05:46 AM,05:34 PM,06:18 AM,05:13 PM,5,6,8,6,14,79,82,2.4,1020,9,9,242,9,Canada%2C%20Ontario
2020-10-17,11,2,0.0,8.7,2,0,07:07 AM,06:02 PM,06:19 AM,05:11 PM,2,5,6,5,15,32,78,1.2,1022,11,10,253,9,Canada%2C%20Ontario
2020-10-18,13,5,0.0,4.1,3,5,08:29 AM,06:35 PM,06:20 AM,05:10 PM,2,7,9,7,25,52,61,0.0,1025,13,10,191,14,Canada%2C%20Ontario
2020-10-19,11,6,0.0,7.2,2,13,09:51 AM,07:14 PM,06:22 AM,05:08 PM,4,8,9,8,16,74,72,3.5,1025,11,10,230,10,Canada%2C%20Ontario
2020-10-20,8,4,0.0,4.1,2,20,11:07 AM,08:00 PM,06:23 AM,05:06 PM,6,5,7,5,13,95,89,20.2,1023,8,6,210,9,Canada%2C%20Ontario
2020-10-21,18,6,0.0,4.1,3,27,12:14 PM,08:55 PM,06:24 AM,05:04 PM,10,10,11,10,29,78,89,14.9,1020,18,8,160,16,Canada%2C%20Ontario
2020-10-22,11,7,0.0,5.6,2,35,01:11 PM,09:56 PM,06:26 AM,05:03 PM,6,7,9,7,15,47,84,0.1,1026,11,6,232,9,Canada%2C%20Ontario
2020-10-23,23,10,0.0,5.6,4,42,01:57 PM,11:01 PM,06:27 AM,05:01 PM,13,15,17,15,27,72,81,1.8,1016,23,10,151,16,Canada%2C%20Ontario
2020-10-24,10,5,0.0,4.0,2,49,02:33 PM,No moonset,06:28 AM,05:00 PM,6,7,9,7,21,95,82,8.8,1017,10,7,301,14,Canada%2C%20Ontario
2020-10-25,6,0,0.0,7.1,1,56,03:02 PM,12:07 AM,06:30 AM,04:58 PM,-4,-0,2,-0,13,43,66,0.0,1025,6,10,186,8,Canada%2C%20Ontario
2020-10-26,3,-3,3.1,3.8,1,64,03:27 PM,01:13 AM,06:31 AM,04:56 PM,-0,-0,2,-0,13,88,86,21.4,1024,3,8,129,8,Canada%2C%20Ontario
2020-10-27,5,-0,0.0,8.7,1,71,03:49 PM,02:16 AM,06:32 AM,04:55 PM,-1,0,2,0,9,57,82,2.2,1025,5,8,299,6,Canada%2C%20Ontario
2020-10-28,8,-1,0.0,3.8,2,78,04:09 PM,03:19 AM,06:34 AM,04:53 PM,1,1,4,1,23,70,80,0.2,1017,8,7,223,15,Canada%2C%20Ontario
2020-10-29,5,1,0.0,8.7,1,85,04:29 PM,04:21 AM,06:35 AM,04:52 PM,-0,0,3,0,17,51,80,0.0,1014,5,8,135,11,Canada%2C%20Ontario
2020-10-30,3,-5,0.0,8.7,2,93,04:49 PM,05:23 AM,06:36 AM,04:50 PM,-8,-5,-1,-5,15,6,60,0.0,1020,3,10,81,10,Canada%2C%20Ontario
2020-10-31,6,-4,0.0,8.7,2,97,05:11 PM,06:24 AM,06:38 AM,04:49 PM,-8,-1,2,-1,11,1,55,0.0,1029,6,10,217,6,Canada%2C%20Ontario
2020-11-01,9,1,0.0,7.1,2,89,05:35 PM,07:27 AM,06:39 AM,04:48 PM,-0,1,5,1,30,54,73,5.8,1010,9,8,195,17,Canada%2C%20Ontario
2020-11-02,1,-1,1.1,3.8,1,81,06:04 PM,08:30 AM,06:41 AM,04:46 PM,-4,-6,-0,-6,29,87,76,2.8,1000,1,5,279,20,Canada%2C%20Ontario
2020-11-03,0,-4,1.4,7.1,1,74,06:38 PM,09:33 AM,06:42 AM,04:45 PM,-5,-5,-1,-5,21,60,75,2.0,1013,0,7,288,14,Canada%2C%20Ontario
2020-11-04,10,-3,0.0,5.4,2,66,07:20 PM,10:33 AM,06:43 AM,04:43 PM,-0,1,4,1,19,46,76,0.0,1025,10,10,188,11,Canada%2C%20Ontario
2020-11-05,15,4,0.0,7.0,3,58,08:10 PM,11:30 AM,06:45 AM,04:42 PM,7,8,10,8,29,28,78,0.0,1022,15,10,213,17,Canada%2C%20Ontario
2020-11-06,14,9,0.0,5.4,3,51,09:10 PM,12:20 PM,06:46 AM,04:41 PM,9,10,12,10,27,62,84,0.0,1021,14,10,221,17,Canada%2C%20Ontario
2020-11-07,16,10,0.0,8.7,3,43,10:15 PM,01:04 PM,06:48 AM,04:40 PM,10,11,12,11,25,39,88,0.0,1023,16,10,223,16,Canada%2C%20Ontario
2020-11-08,16,8,0.0,8.7,4,36,11:27 PM,01:41 PM,06:49 AM,04:38 PM,9,11,12,11,22,16,80,0.0,1026,16,10,219,13,Canada%2C%20Ontario
2020-11-09,17,8,0.0,8.7,4,28,No moonrise,02:12 PM,06:50 AM,04:37 PM,9,11,12,11,18,8,81,0.0,1025,17,10,217,9,Canada%2C%20Ontario
2020-11-10,19,11,0.0,8.7,5,21,12:41 AM,02:40 PM,06:52 AM,04:36 PM,11,14,14,14,24,4,78,0.0,1017,19,10,210,14,Canada%2C%20Ontario
2020-11-11,20,15,0.0,3.7,4,13,01:57 AM,03:06 PM,06:53 AM,04:35 PM,12,17,18,17,35,56,73,0.1,1010,20,10,220,20,Canada%2C%20Ontario
2020-11-12,8,4,0.0,8.7,3,6,03:15 AM,03:31 PM,06:54 AM,04:34 PM,1,5,6,5,12,12,73,0.0,1018,8,10,254,8,Canada%2C%20Ontario
2020-11-13,7,1,0.0,7.0,2,0,04:35 AM,03:58 PM,06:56 AM,04:33 PM,-0,2,4,2,15,51,74,0.0,1016,7,10,167,9,Canada%2C%20Ontario
2020-11-14,4,0,0.1,5.3,1,0,05:57 AM,04:28 PM,06:57 AM,04:32 PM,-1,-1,2,-1,18,52,79,0.4,1018,4,9,249,12,Canada%2C%20Ontario
2020-11-15,7,-1,0.0,3.6,1,0,07:19 AM,05:04 PM,06:59 AM,04:31 PM,-2,-1,2,-1,23,67,75,14.5,1009,7,8,153,13,Canada%2C%20Ontario
2020-11-16,5,0,0.5,3.5,1,2,08:40 AM,05:47 PM,07:00 AM,04:30 PM,0,-1,4,-1,44,90,76,4.8,1001,5,9,241,30,Canada%2C%20Ontario
2020-11-17,1,-4,0.4,3.5,1,9,09:55 AM,06:39 PM,07:01 AM,04:29 PM,-7,-6,-1,-6,24,62,68,1.0,1011,1,9,275,16,Canada%2C%20Ontario
2020-11-18,-2,-6,0.0,8.7,2,17,11:00 AM,07:40 PM,07:03 AM,04:28 PM,-13,-9,-4,-9,16,16,50,0.0,1028,-2,10,285,11,Canada%2C%20Ontario
2020-11-19,6,-4,0.0,8.7,1,24,11:52 AM,08:46 PM,07:04 AM,04:27 PM,-5,-2,2,-2,25,66,59,0.0,1024,6,10,205,15,Canada%2C%20Ontario
2020-11-20,11,0,0.0,3.5,2,32,12:33 PM,09:54 PM,07:05 AM,04:26 PM,4,6,9,6,43,70,69,0.2,1019,11,10,228,25,Canada%2C%20Ontario
2020-11-21,6,-0,0.3,3.4,1,39,01:06 PM,11:01 PM,07:07 AM,04:25 PM,0,2,5,2,20,80,74,0.8,1027,6,9,277,13,Canada%2C%20Ontario
2020-11-22,3,-2,0.0,3.4,1,47,01:33 PM,No moonset,07:08 AM,04:25 PM,-4,-2,0,-2,12,88,73,5.4,1030,3,10,69,8,Canada%2C%20Ontario
2020-11-23,6,-2,4.0,3.4,1,54,01:55 PM,12:07 AM,07:09 AM,04:24 PM,1,-2,2,-2,29,86,92,23.8,1013,6,7,209,18,Canada%2C%20Ontario
2020-11-24,-4,-6,0.0,8.7,2,62,02:15 PM,01:10 AM,07:10 AM,04:23 PM,-8,-8,-4,-8,15,24,78,0.0,1027,-4,10,296,10,Canada%2C%20Ontario
2020-11-25,2,-8,1.0,3.4,1,70,02:35 PM,02:12 AM,07:12 AM,04:23 PM,-2,-4,-1,-4,14,94,92,5.8,1024,2,5,158,9,Canada%2C%20Ontario
2020-11-26,5,1,0.0,3.4,1,77,02:55 PM,03:14 AM,07:13 AM,04:22 PM,3,1,4,1,15,100,96,4.6,1017,5,4,99,7,Canada%2C%20Ontario
2020-11-27,8,4,0.0,3.4,2,85,03:16 PM,04:15 AM,07:14 AM,04:22 PM,6,5,6,5,16,94,92,1.7,1015,8,5,239,9,Canada%2C%20Ontario
2020-11-28,4,2,0.0,3.4,1,92,03:39 PM,05:18 AM,07:15 AM,04:21 PM,2,1,4,1,15,84,88,0.3,1014,4,9,253,9,Canada%2C%20Ontario
2020-11-29,7,1,0.0,6.9,1,100,04:06 PM,06:21 AM,07:17 AM,04:21 PM,1,-0,3,-0,23,48,83,0.0,1016,7,10,216,13,Canada%2C%20Ontario
2020-11-30,5,-2,0.0,3.4,1,100,04:39 PM,07:25 AM,07:18 AM,04:20 PM,1,1,3,1,21,66,86,26.6,1011,5,9,114,12,Canada%2C%20Ontario
2020-12-01,10,2,0.0,8.7,2,89,05:19 PM,08:27 AM,07:19 AM,04:20 PM,5,5,7,5,14,54,83,6.7,996,10,10,185,9,Canada%2C%20Ontario
2020-12-02,2,-1,3.8,3.4,1,82,06:06 PM,09:26 AM,07:20 AM,04:20 PM,-1,-2,1,-2,18,87,87,4.6,1006,2,5,212,12,Canada%2C%20Ontario
2020-12-03,4,-6,0.0,3.4,1,75,07:03 PM,10:19 AM,07:21 AM,04:19 PM,-3,-3,1,-3,32,62,75,0.0,1015,4,10,236,20,Canada%2C%20Ontario
2020-12-04,2,-1,7.2,3.4,1,67,08:07 PM,11:04 AM,07:22 AM,04:19 PM,1,-2,2,-2,25,91,92,9.0,1012,2,4,226,16,Canada%2C%20Ontario
2020-12-05,2,-1,1.4,3.4,1,60,09:16 PM,11:43 AM,07:23 AM,04:19 PM,-0,-1,1,-1,14,81,89,1.8,1013,2,8,143,9,Canada%2C%20Ontario
2020-12-06,-2,-4,0.0,5.1,1,53,10:27 PM,12:15 PM,07:24 AM,04:19 PM,-8,-8,-3,-8,21,57,70,0.0,1010,-2,10,303,15,Canada%2C%20Ontario
2020-12-07,-3,-5,0.0,5.1,1,46,11:41 PM,12:43 PM,07:25 AM,04:19 PM,-9,-8,-4,-8,14,57,70,0.0,1010,-3,10,285,10,Canada%2C%20Ontario
2020-12-08,-3,-6,0.0,8.7,2,38,No moonrise,01:08 PM,07:26 AM,04:19 PM,-9,-8,-5,-8,13,14,70,0.0,1010,-3,10,283,9,Canada%2C%20Ontario
2020-12-09,1,-8,3.0,3.3,1,31,12:55 AM,01:33 PM,07:27 AM,04:18 PM,-2,-4,-1,-4,14,93,90,3.5,1004,1,5,228,9,Canada%2C%20Ontario
2020-12-10,1,-2,1.2,6.9,1,24,02:10 AM,01:57 PM,07:28 AM,04:19 PM,-2,-4,-0,-4,19,61,88,1.6,1015,1,7,264,12,Canada%2C%20Ontario
2020-12-11,4,-4,0.0,6.9,1,17,03:29 AM,02:24 PM,07:29 AM,04:19 PM,-1,-1,2,-1,16,53,85,0.0,1017,4,9,211,9,Canada%2C%20Ontario
2020-12-12,1,-1,0.0,3.3,1,9,04:48 AM,02:56 PM,07:30 AM,04:19 PM,0,-3,1,-3,21,100,94,6.5,1019,1,6,83,14,Canada%2C%20Ontario
2020-12-13,7,-3,0.0,3.3,2,2,06:09 AM,03:34 PM,07:31 AM,04:19 PM,2,-0,4,-0,31,94,82,6.1,1008,7,8,204,19,Canada%2C%20Ontario
2020-12-14,1,-3,0.0,6.9,1,0,07:28 AM,04:21 PM,07:31 AM,04:19 PM,-5,-3,-1,-3,11,76,73,0.0,1013,1,10,234,8,Canada%2C%20Ontario
2020-12-15,-9,-12,0.0,8.7,2,0,08:39 AM,05:19 PM,07:32 AM,04:19 PM,-18,-17,-9,-17,27,16,51,0.1,1024,-9,10,291,20,Canada%2C%20Ontario
2020-12-16,-11,-14,0.0,5.1,1,5,09:39 AM,06:23 PM,07:33 AM,04:20 PM,-18,-18,-12,-18,18,56,62,0.0,1032,-11,10,75,13,Canada%2C%20Ontario
2020-12-17,-7,-15,0.0,8.7,2,12,10:26 AM,07:34 PM,07:34 AM,04:20 PM,-15,-15,-9,-15,21,21,63,0.0,1025,-7,10,55,15,Canada%2C%20Ontario
2020-12-18,-5,-9,0.0,8.7,2,20,11:04 AM,08:43 PM,07:34 AM,04:20 PM,-13,-12,-8,-12,12,12,66,0.0,1027,-5,10,52,8,Canada%2C%20Ontario
2020-12-19,-1,-13,0.0,5.1,1,27,11:34 AM,09:52 PM,07:35 AM,04:21 PM,-12,-7,-5,-7,7,43,57,0.0,1027,-1,10,173,5,Canada%2C%20Ontario
2020-12-20,2,-6,0.1,3.3,1,34,11:59 AM,10:58 PM,07:35 AM,04:21 PM,-4,-3,-1,-3,11,93,77,0.7,1017,2,9,167,6,Canada%2C%20Ontario
2020-12-21,3,-4,0.1,5.1,1,41,12:20 PM,No moonset,07:36 AM,04:22 PM,0,-1,1,-1,14,86,90,1.1,1008,3,8,197,9,Canada%2C%20Ontario
2020-12-22,0,-5,0.4,3.3,1,49,12:40 PM,12:01 AM,07:36 AM,04:22 PM,-3,-5,-1,-5,15,98,89,0.6,1009,0,6,211,10,Canada%2C%20Ontario
2020-12-23,-3,-9,0.0,5.1,1,56,01:00 PM,01:03 AM,07:37 AM,04:23 PM,-10,-10,-6,-10,15,60,66,1.5,1024,-3,8,193,9,Canada%2C%20Ontario
2020-12-24,8,-5,0.0,5.1,2,63,01:20 PM,02:05 AM,07:37 AM,04:23 PM,1,1,4,1,32,72,75,3.0,1012,8,9,167,15,Canada%2C%20Ontario
2020-12-25,8,-2,0.1,3.3,1,70,01:42 PM,03:07 AM,07:37 AM,04:24 PM,2,1,4,1,21,94,89,31.9,996,8,8,200,14,Canada%2C%20Ontario
2020-12-26,-3,-6,2.0,3.3,1,78,02:08 PM,04:09 AM,07:38 AM,04:25 PM,-7,-9,-3,-9,25,87,78,2.9,1003,-3,6,254,18,Canada%2C%20Ontario
2020-12-27,-1,-7,0.2,5.1,1,85,02:38 PM,05:13 AM,07:38 AM,04:25 PM,-8,-8,-4,-8,13,66,75,0.3,1016,-1,9,221,8,Canada%2C%20Ontario
2020-12-28,4,-2,2.0,3.3,1,92,03:15 PM,06:17 AM,07:38 AM,04:26 PM,-2,-3,1,-3,32,99,79,3.4,1013,4,6,196,19,Canada%2C%20Ontario
2020-12-29,-7,-9,0.2,8.7,2,100,04:01 PM,07:18 AM,07:38 AM,04:27 PM,-14,-14,-7,-14,26,22,59,0.4,1026,-7,9,275,18,Canada%2C%20Ontario
2020-12-30,-1,-12,0.3,3.3,1,100,04:55 PM,08:13 AM,07:39 AM,04:28 PM,-7,-8,-4,-8,18,80,74,1.1,1024,-1,9,190,11,Canada%2C%20Ontario
2020-12-31,1,-3,0.4,8.7,2,89,05:58 PM,09:02 AM,07:39 AM,04:29 PM,-3,-5,-0,-5,29,45,78,2.0,1016,1,9,253,19,Canada%2C%20Ontario
2021-01-01,-1,-4,0.1,8.7,1,79,07:07 PM,09:44 AM,07:39 AM,04:30 PM,-6,-4,-3,-4,6,39,80,0.1,1030,-1,10,159,4,Canada%2C%20Ontario
2021-01-02,-1,-2,9.1,3.3,1,71,08:18 PM,10:18 AM,07:39 AM,04:31 PM,-3,-6,-2,-6,17,95,94,20.2,1013,-1,3,148,12,Canada%2C%20Ontario
2021-01-03,-2,-5,0.9,6.9,1,64,09:32 PM,10:47 AM,07:39 AM,04:32 PM,-4,-6,-4,-6,11,53,94,1.0,1018,-2,6,122,7,Canada%2C%20Ontario
2021-01-04,-1,-6,0.1,3.4,1,57,10:44 PM,11:13 AM,07:39 AM,04:33 PM,-3,-5,-3,-5,10,93,96,0.2,1016,-1,3,62,6,Canada%2C%20Ontario
2021-01-05,-2,-3,0.3,3.4,1,50,11:58 PM,11:37 AM,07:38 AM,04:34 PM,-3,-6,-2,-6,14,98,93,0.3,1015,-2,7,46,10,Canada%2C%20Ontario
2021-01-06,-1,-4,0.0,5.1,1,42,No moonrise,12:01 PM,07:38 AM,04:35 PM,-4,-6,-3,-6,11,68,91,0.2,1020,-1,8,252,7,Canada%2C%20Ontario
2021-01-07,-3,-7,0.0,8.7,1,35,01:13 AM,12:26 PM,07:38 AM,04:36 PM,-7,-9,-6,-9,14,36,91,0.0,1023,-3,8,273,8,Canada%2C%20Ontario
2021-01-08,-4,-10,0.0,8.7,2,28,02:29 AM,12:54 PM,07:38 AM,04:37 PM,-9,-10,-7,-10,8,6,86,0.0,1022,-4,10,293,5,Canada%2C%20Ontario
2021-01-09,-4,-10,0.0,8.7,2,20,03:47 AM,01:28 PM,07:38 AM,04:38 PM,-10,-11,-7,-11,11,7,82,0.0,1018,-4,10,290,7,Canada%2C%20Ontario
2021-01-10,-4,-9,0.0,8.7,1,13,05:04 AM,02:10 PM,07:37 AM,04:39 PM,-8,-10,-7,-10,11,36,90,0.0,1024,-4,10,261,7,Canada%2C%20Ontario
2021-01-11,1,-6,0.0,3.4,1,6,06:17 AM,03:01 PM,07:37 AM,04:40 PM,-4,-7,-3,-7,18,96,89,0.0,1024,1,9,221,11,Canada%2C%20Ontario
2021-01-12,-0,-4,0.2,8.7,1,0,07:22 AM,04:02 PM,07:36 AM,04:42 PM,-3,-6,-2,-6,18,65,90,0.5,1017,-0,9,225,11,Canada%2C%20Ontario
2021-01-13,1,-4,0.3,3.4,1,0,08:15 AM,05:10 PM,07:36 AM,04:43 PM,-3,-6,-2,-6,19,72,92,0.4,1013,1,7,214,12,Canada%2C%20Ontario
2021-01-14,1,-1,3.7,3.4,1,1,08:58 AM,06:21 PM,07:35 AM,04:44 PM,-0,-2,-0,-2,8,99,98,4.4,1009,1,4,167,5,Canada%2C%20Ontario
2021-01-15,1,-5,0.0,8.7,1,8,09:32 AM,07:32 PM,07:35 AM,04:45 PM,-2,-5,-1,-5,20,64,93,0.5,1010,1,8,71,12,Canada%2C%20Ontario
2021-01-16,1,-1,9.3,3.4,1,16,09:59 AM,08:40 PM,07:34 AM,04:47 PM,-1,-5,0,-5,31,96,91,15.7,1000,1,6,91,20,Canada%2C%20Ontario
2021-01-17,-1,-6,4.4,3.4,1,23,10:22 AM,09:46 PM,07:34 AM,04:48 PM,-2,-7,-2,-7,27,98,93,5.5,993,-1,3,264,19,Canada%2C%20Ontario
2021-01-18,-9,-13,0.0,3.4,1,30,10:43 AM,10:49 PM,07:33 AM,04:49 PM,-12,-16,-11,-16,17,71,92,0.2,1005,-9,9,263,11,Canada%2C%20Ontario
2021-01-19,-6,-14,1.6,3.4,1,38,11:03 AM,11:52 PM,07:32 AM,04:51 PM,-11,-13,-10,-13,8,83,90,1.9,1014,-6,8,196,5,Canada%2C%20Ontario
2021-01-20,-10,-17,0.2,5.2,1,45,11:23 AM,No moonset,07:32 AM,04:52 PM,-12,-17,-11,-17,21,65,90,0.4,1014,-10,7,258,13,Canada%2C%20Ontario
2021-01-21,0,-15,1.2,3.5,1,52,11:45 AM,12:54 AM,07:31 AM,04:53 PM,-7,-11,-6,-11,20,82,90,2.5,1004,0,6,192,13,Canada%2C%20Ontario
2021-01-22,-3,-11,0.5,3.5,1,59,12:08 PM,01:56 AM,07:30 AM,04:55 PM,-6,-10,-4,-10,23,88,89,1.3,1002,-3,7,259,15,Canada%2C%20Ontario
2021-01-23,-14,-18,0.3,3.5,1,67,12:36 PM,02:59 AM,07:29 AM,04:56 PM,-17,-24,-15,-24,24,98,90,0.4,1018,-14,9,273,16,Canada%2C%20Ontario
2021-01-24,-13,-20,0.0,8.7,2,74,01:10 PM,04:03 AM,07:28 AM,04:57 PM,-18,-25,-17,-25,23,26,89,0.0,1023,-13,10,260,14,Canada%2C%20Ontario
2021-01-25,-7,-18,0.0,5.2,1,81,01:52 PM,05:05 AM,07:27 AM,04:59 PM,-14,-17,-13,-17,11,57,91,0.1,1021,-7,10,237,6,Canada%2C%20Ontario
